TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20170321,90,2.1,1840,7,7.5,607,7,11.8,528,6.4,12.6,42,1.8,2242,0.2,9.1,-0.8,67.4,32.0,1,6.3,-9.0,-9.0,-9.00,1013.8,1016.0,1018.0,1138,1011.0,344,-9.0,4.2,12.2,-9.0,-9.00,-9.00,-9,4.8,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,93,1.0,901,9,5.0,1039,5,7.9,1035,4.5,11.2,1633,-0.6,2353,-0.6,5.6,-6.9,70.9,46.0,1633,5.9,1.9,1.3,-9.00,1004.4,1016.3,1020.2,2351,1013.3,437,5.4,3.7,12.2,-9.0,8.89,1.78,1500,0.0,0.0,0.42,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,6.6,6.7,7.5,10.1,13.0
20170321,95,1.5,1277,2,5.6,1306,36,8.0,1302,3.6,10.5,1630,-1.9,651,-3.5,5.8,-8.5,62.1,33.0,1641,4.8,-9.0,-9.0,-9.00,997.5,1016.4,1020.6,2344,1014.1,330,-9.0,5.8,12.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,98,1.7,1502,32,4.7,912,34,8.2,1241,7.5,15.2,1448,1.6,624,-4.5,9.4,-3.2,44.6,22.0,1911,4.5,-9.0,-9.0,-9.00,1002.5,1015.8,1020.1,2358,1013.4,313,-9.0,10.0,12.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,99,1.7,1469,36,5.3,1109,36,8.8,1135,5.3,13.0,1552,-1.9,720,-4.8,6.9,-5.0,53.0,15.0,1652,4.4,-9.0,-9.0,-9.00,1012.9,1016.5,1020.8,2359,1014.0,244,-9.0,9.8,12.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,100,2.1,1836,7,4.8,1158,5,7.9,924,-0.4,3.8,2,-5.4,2332,-3.9,1.0,-5.8,77.8,47.0,1,4.6,1.1,0.7,-9.00,924.5,1017.3,1022.5,2333,1013.3,404,-9.0,2.9,12.2,-9.0,6.70,1.14,1500,0.6,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,101,1.1,982,7,4.3,1038,7,7.6,1029,4.9,10.6,1711,0.6,2359,0.3,6.4,-6.8,73.3,49.0,1728,6.3,1.8,1.3,-9.00,1006.9,1016.3,1020.3,2359,1013.4,430,-9.0,3.5,12.2,-9.0,9.32,1.95,1300,0.1,0.1,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,6.7,6.4,7.2,11.4,15.2
20170321,102,5.1,4430,29,9.9,1901,32,14.1,1755,4.6,7.4,1508,2.4,543,-3.7,8.7,-1.2,55.5,40.0,1118,4.7,-9.0,-9.0,-9.00,1001.8,1019.7,1022.1,2318,1017.0,414,1.1,11.1,12.2,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,104,1.9,1620,36,4.5,519,34,9.2,546,5.9,10.7,343,2.5,2207,0.8,7.6,0.4,72.3,33.0,1,6.6,1.5,1.0,-9.00,1006.2,1015.9,1018.5,2207,1010.9,352,6.4,2.5,12.2,-9.0,5.74,1.62,1400,9.1,2.8,7.83,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.0,7.3,7.2,9.4,13.0
20170321,105,2.4,2092,9,4.7,605,14,9.3,602,6.1,12.2,1,2.3,2130,-0.3,7.5,-0.9,66.0,26.0,1,6.1,1.9,1.4,-9.00,1012.9,1016.2,1018.8,2200,1011.1,340,-9.0,3.0,12.2,-9.0,6.64,1.64,1500,12.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,8.5,7.9,8.3,10.9,13.9
20170321,106,2.7,2372,2,8.7,659,36,13.5,625,7.4,13.4,334,2.9,2257,1.1,6.2,-1.2,67.9,30.0,2,6.7,-9.0,-9.0,-9.00,1010.7,1015.6,1019.0,2250,1010.6,530,-9.0,1.5,12.2,-9.0,-9.00,-9.00,-9,12.6,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,108,3.1,2675,29,6.2,901,32,10.3,2021,7.4,12.6,1727,4.3,705,-3.8,8.9,1.3,48.1,21.0,1736,4.8,4.1,2.9,-9.00,1005.8,1016.3,1020.9,2353,1013.7,342,2.0,9.2,12.2,-9.0,14.74,2.43,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.9,7.5,7.9,10.9,14.2
20170321,112,4.8,4180,34,8.2,1843,29,12.5,1738,7.0,12.5,1526,3.7,711,-2.6,8.1,0.1,53.6,23.0,1619,5.2,4.8,3.4,-9.00,1008.1,1016.8,1021.4,2355,1014.2,258,1.8,10.8,12.2,-9.0,16.89,2.41,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.3,6.8,6.8,9.2,13.3
20170321,114,1.0,881,2,3.4,1314,7,7.4,1252,7.0,10.3,1200,3.9,2352,-1.2,7.8,-3.0,56.4,42.0,1,5.6,2.1,1.5,-9.00,997.6,1015.7,1020.2,2358,1013.2,441,-9.0,3.8,12.2,-9.0,11.72,1.83,1500,0.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170321,115,5.7,4898,5,10.4,1025,5,17.3,1024,5.5,9.2,40,4.0,1024,-2.7,6.5,1.4,57.1,34.0,2348,5.1,2.8,2.0,-9.00,987.3,1014.4,1019.1,2358,1010.4,630,6.1,4.9,12.2,-9.0,6.38,1.22,1300,2.5,-9.0,1.12,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.6,6.2,6.4,9.6,13.5
