TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20160720,90,1.1,965,16,2.8,2113,16,4.6,2032,22.0,24.6,1109,20.5,719,20.3,24.2,20.5,90.5,83.0,1115,23.8,-9.0,-9.0,-9.00,1012.6,1014.7,1015.6,1254,1013.8,1734,-9.0,0.5,14.5,-9.0,-9.00,-9.00,-9,0.2,-9.0,-9.00,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160720,95,1.3,1121,32,3.1,1441,2,5.9,2028,25.1,31.6,1518,18.5,504,19.6,30.0,17.2,73.8,43.0,1338,22.8,-9.0,-9.0,-9.00,994.4,1011.8,1013.0,704,1010.2,1654,-9.0,10.7,14.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160720,98,1.1,926,7,2.1,1853,34,4.4,1729,26.8,32.8,1443,20.8,452,20.0,30.6,20.3,68.0,44.0,1436,23.4,-9.0,-9.0,-9.00,998.7,1011.1,1012.2,1127,1009.5,1721,-9.0,9.2,14.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160720,99,1.6,1361,5,3.9,724,5,6.2,744,25.6,32.1,1346,20.3,536,20.9,31.1,20.3,77.0,54.0,1448,24.7,-9.0,-9.0,-9.00,1008.0,1011.3,1012.7,1027,1009.8,1942,-9.0,10.0,14.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160720,100,2.1,1801,9,4.4,1312,7,6.7,1316,17.3,20.4,1245,13.3,451,15.8,21.6,13.2,91.8,83.0,1630,18.0,2.9,2.0,-9.00,928.0,1014.7,1015.8,259,1013.4,700,-9.0,3.2,14.4,-9.0,13.98,2.13,1200,0.2,-9.0,-9.00,0.2,-9,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160720,101,1.7,1466,2,3.5,854,5,6.2,911,26.1,32.4,1624,20.7,529,19.8,28.8,18.7,70.5,38.0,1640,23.2,6.2,4.3,-9.00,1003.5,1012.3,1014.0,749,1010.3,1701,4.8,10.1,14.4,-9.0,22.20,2.77,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,25.9,23.9,22.3,18.6,15.6
20160720,102,5.0,4281,11,7.5,1410,9,10.2,1052,24.4,27.1,1354,21.6,230,21.4,27.4,21.3,84.5,75.0,1357,25.6,-9.0,-9.0,-9.00,995.3,1011.8,1011.8,15,1009.0,1901,6.0,8.1,14.4,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160720,104,1.1,913,9,3.0,1429,7,5.4,1420,21.3,24.1,1453,19.3,549,19.3,24.2,18.8,89.8,68.0,1422,22.4,2.7,1.9,-9.00,1005.5,1014.6,1015.3,828,1013.7,1716,8.9,0.5,14.4,-9.0,10.28,1.78,1300,1.5,0.0,6.50,0.8,518,0.4,521,-9.0,-9,-9.0,-9,-9.0,-9,23.1,21.8,19.7,15.9,12.9
20160720,105,1.4,1180,18,3.7,1159,18,6.6,1502,22.3,25.5,1517,20.3,553,18.2,25.3,21.7,78.5,59.0,1440,20.9,3.6,2.6,-9.00,1011.7,1014.7,1015.4,832,1013.8,441,-9.0,1.5,14.4,-9.0,13.24,2.16,1400,1.0,-9.0,-9.00,0.5,607,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.4,22.3,21.7,18.4,14.5
20160720,106,0.8,693,14,2.4,808,14,3.7,804,22.3,24.1,1247,21.0,748,20.6,23.6,19.6,90.5,78.0,1251,24.2,-9.0,-9.0,-9.00,1010.2,1014.8,1015.5,1319,1013.6,437,-9.0,0.0,14.4,-9.0,-9.00,-9.00,-9,0.3,-9.0,-9.00,0.2,-9,0.1,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
