TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20160423,90,2.0,1687,27,3.9,154,32,8.0,153,16.3,19.8,1019,11.7,2315,-2.9,15.9,6.3,28.8,13.0,901,5.1,-9.0,-9.0,-9.00,1009.2,1011.3,1012.8,2353,1009.2,1,-9.0,10.3,13.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160423,95,1.6,1402,29,4.4,1341,27,8.0,1339,11.9,19.5,1544,5.1,555,0.3,14.4,1.1,55.4,14.0,1330,6.6,-9.0,-9.0,-9.00,995.1,1013.4,1015.6,2400,1011.0,1620,-9.0,7.1,13.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160423,98,2.0,1762,27,6.0,1456,27,9.6,1512,13.5,22.0,1328,6.8,538,0.7,15.7,5.8,49.1,11.0,1557,6.8,-9.0,-9.0,-9.00,1000.2,1013.2,1015.0,2346,1011.4,1620,-9.0,7.7,13.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160423,99,1.5,1253,20,4.4,1332,20,6.8,1359,12.3,20.3,1335,6.7,620,2.4,16.5,2.9,59.0,13.0,1539,7.7,-9.0,-9.0,-9.00,1010.3,1013.9,1015.5,2358,1012.4,1628,-9.0,8.6,13.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160423,100,3.7,3215,25,7.9,1724,27,11.9,1632,10.8,17.5,1545,3.5,535,-4.6,11.9,0.8,37.0,14.0,1251,4.5,-9.0,-9.0,-9.00,923.3,1011.8,1014.8,2350,1007.5,1545,-9.0,9.9,13.5,-9.0,20.59,3.02,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160423,101,1.7,1436,25,4.1,1539,23,8.0,1554,14.1,21.3,1505,7.9,601,3.0,16.1,3.3,57.3,14.0,1434,8.0,4.5,3.3,-9.00,1004.1,1013.3,1015.2,749,1010.7,1616,6.8,7.5,13.5,-9.0,18.19,2.72,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.3,12.1,10.8,11.5,14.4
20160423,102,2.5,2185,27,4.3,1705,25,5.9,113,9.9,14.9,1311,6.4,58,0.8,11.1,6.4,54.9,18.0,350,6.6,-9.0,-9.0,-9.00,996.8,1014.3,1016.0,2319,1012.2,347,5.8,6.8,13.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20160423,104,2.1,1776,32,5.5,113,32,8.7,113,15.7,19.5,1319,12.0,624,-4.5,16.0,7.2,26.5,11.0,1123,4.5,6.6,3.0,-9.00,1002.1,1011.4,1012.9,2350,1008.5,1,6.8,9.0,13.5,-9.0,19.92,3.02,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,14.2,11.8,10.3,9.7,11.9
20160423,105,1.9,1630,16,4.2,1505,18,7.2,1456,16.4,20.6,1328,12.7,604,-6.5,20.3,9.2,21.8,10.0,1054,3.9,-9.0,-9.0,-9.00,1008.5,1011.6,1013.1,829,1008.5,1,-9.0,9.1,13.5,-9.0,21.42,3.30,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,15.0,12.7,11.7,10.8,12.7
20160423,106,2.0,1743,36,5.3,24,29,9.0,317,16.3,21.6,1,12.0,2250,-0.8,17.0,4.9,34.0,13.0,856,6.1,-9.0,-9.0,-9.00,1006.8,1011.5,1012.8,2351,1007.3,1,-9.0,1.7,13.5,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
