TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20220912,90,1.2,1013,14,3.0,1646,14,4.3,1639,21.7,26.0,1228,18.9,510,18.8,25.3,20.2,84.1,69.0,1351,21.7,-9.0,-9.0,-9.00,1012.9,1014.9,1015.6,1,1014.0,1614,8.8,5.6,12.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220912,93,0.6,554,27,1.9,1447,18,3.0,1052,22.0,27.5,1525,18.6,557,19.7,25.8,18.1,88.1,60.0,1631,23.0,3.3,2.3,-9.00,1004.1,1015.1,1016.1,2358,1013.5,1551,8.5,6.4,12.6,-9.0,15.04,2.31,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.1,23.2,23.1,23.3,20.7
20220912,95,0.7,570,25,1.8,1201,27,4.4,1152,21.6,26.5,1142,17.2,448,18.7,22.7,17.3,85.0,58.0,1143,21.6,3.4,2.4,-9.00,997.1,1015.0,1016.2,2325,1013.8,1507,7.8,8.3,12.6,-9.0,15.22,2.61,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220912,98,0.3,288,23,1.9,1010,23,3.6,1012,21.6,26.5,1300,17.3,615,19.4,23.7,15.8,87.9,63.0,1304,22.6,3.0,2.1,-9.00,1001.2,1014.6,1015.7,2332,1013.5,1537,7.6,6.0,12.6,-9.0,13.75,2.43,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220912,99,0.3,283,27,1.4,1357,25,2.9,1353,21.4,26.6,1254,16.9,545,19.7,23.2,16.0,91.5,58.0,1256,23.0,3.2,2.2,-9.00,1011.5,1015.1,1016.1,2316,1014.2,1527,7.0,5.1,12.6,-9.0,14.61,2.45,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220912,100,1.0,905,11,3.5,1558,11,5.4,1554,18.2,24.9,1413,15.1,408,16.4,21.4,14.8,89.9,57.0,1415,18.7,3.4,2.4,-9.00,929.1,1015.3,1017.0,2344,1012.7,1540,9.6,6.0,12.6,-9.0,15.76,2.86,1200,1.6,-9.0,-9.00,1.4,159,0.4,238,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220912,101,0.8,722,34,2.4,2,34,4.7,2324,22.9,28.1,1511,19.4,615,20.3,25.6,18.0,87.0,61.0,1526,23.9,3.2,2.2,-9.00,1006.3,1015.0,1016.0,2353,1013.5,1550,8.5,5.0,12.6,-9.0,13.67,2.16,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.4,23.9,24.3,22.7,18.3
20220912,102,2.3,1947,29,4.0,1412,32,5.3,2011,21.3,24.9,1219,18.8,634,18.5,27.0,17.6,84.6,67.0,1221,21.3,5.3,3.7,-9.00,1009.5,1013.7,1014.6,2329,1012.9,1533,3.5,12.0,12.6,-9.0,23.82,3.22,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220912,104,0.7,579,11,1.9,1508,7,4.2,1302,21.1,24.9,1426,18.6,508,18.3,25.0,18.6,85.4,53.0,1456,21.1,3.3,2.3,-9.00,1006.0,1014.7,1015.4,2311,1013.5,1843,9.4,4.4,12.6,-9.0,14.97,2.42,1300,0.9,0.0,3.75,0.9,221,0.3,236,-9.0,-9,-9.0,-9,-9.0,-9,23.1,21.9,21.8,19.3,14.7
20220912,105,1.2,1035,7,2.2,1248,11,4.4,1324,23.0,27.4,1454,20.0,536,19.3,26.7,19.0,80.6,59.0,1446,22.4,3.6,2.5,-9.00,1012.1,1015.2,1016.1,2354,1014.0,1843,9.5,3.4,12.6,-9.0,14.49,2.41,1200,0.3,-9.0,-9.00,0.3,212,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,23.7,23.5,22.8,20.0,17.0
