TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20170707,90,1.0,897,36,3.3,212,36,4.7,204,23.0,26.0,1328,20.5,214,21.8,26.3,21.1,93.8,81.0,1258,26.1,-9.0,-9.0,-9.00,1006.1,1008.1,1009.9,817,1006.2,2217,-9.0,0.1,14.7,-9.0,-9.00,-9.00,-9,3.1,-9.0,-9.00,2.7,2256,1.0,2346,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170707,93,1.0,843,23,3.3,1550,29,5.5,2227,26.3,29.5,1138,23.3,144,22.2,27.6,22.0,79.0,61.0,1116,26.7,2.2,1.5,-9.00,997.1,1007.8,1009.9,8,1005.9,1936,9.3,0.9,14.7,-9.0,8.20,1.22,900,39.0,65.0,5.28,21.0,2140,8.5,2222,-9.0,-9,-9.0,-9,-9.0,-9,25.3,22.8,19.8,15.8,13.1
20170707,95,1.8,1513,20,5.3,2036,20,8.8,2308,25.5,28.7,914,22.7,535,22.0,28.5,21.1,81.6,61.0,1018,26.5,-9.0,-9.0,-9.00,989.9,1007.3,1009.9,1,1005.0,1808,-9.0,2.0,14.7,-9.0,-9.00,-9.00,-9,27.6,107.0,-9.00,17.2,2301,10.5,2306,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170707,98,1.9,1635,16,3.9,1507,20,7.8,2341,25.8,30.0,837,24.0,448,22.7,28.7,22.7,83.6,64.0,839,27.6,-9.0,-9.0,-9.00,994.6,1007.3,1009.6,1,1005.1,1803,-9.0,2.1,14.7,-9.0,-9.00,-9.00,-9,23.7,-9.0,-9.00,13.4,2003,6.9,2041,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170707,99,1.9,1634,18,4.8,1852,18,9.5,1848,25.1,27.7,1410,23.2,544,23.8,27.4,23.7,93.3,76.0,845,29.5,-9.0,-9.0,-9.00,1003.8,1007.1,1009.7,15,1005.1,1737,-9.0,0.5,14.7,-9.0,-9.00,-9.00,-9,17.4,-9.0,-9.00,5.1,1024,3.7,2202,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170707,100,2.3,1985,27,5.0,1355,32,6.8,1158,21.7,26.5,1119,16.5,337,19.0,23.7,16.5,85.5,64.0,1037,22.0,3.7,2.6,-9.00,923.5,1008.1,1011.6,18,1006.1,1856,-9.0,5.6,14.7,-9.0,14.18,2.56,1000,2.0,-9.0,-9.00,1.4,2207,0.4,2206,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170707,101,1.2,1078,20,3.1,2052,16,5.8,2050,26.5,29.0,1123,24.0,320,24.1,27.7,22.2,87.5,69.0,1120,30.1,2.2,1.5,-9.00,999.3,1007.9,1010.0,16,1006.0,1935,-9.0,0.6,14.7,-9.0,8.79,1.25,1000,31.1,46.1,-9.00,17.5,2143,6.2,2223,-9.0,-9,-9.0,-9,-9.0,-9,27.1,23.8,21.0,16.5,15.1
20170707,102,5.8,5004,23,12.3,1041,25,17.8,1032,23.6,25.2,2324,21.4,1041,23.0,23.9,20.9,97.0,97.0,1,28.1,-9.0,-9.0,19.75,987.8,1004.3,1007.9,1,1002.0,1514,10.0,0.0,14.7,-9.0,-9.00,-9.00,-9,25.5,-9.0,12.67,13.2,959,8.6,1025,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20170707,104,0.8,715,36,2.3,1259,34,4.2,1101,22.4,24.8,1046,19.9,319,21.3,27.2,20.6,94.0,84.0,1040,25.4,2.8,2.0,4.08,999.0,1008.0,1009.9,631,1006.0,2244,8.1,0.9,14.7,-9.0,13.36,2.29,1100,1.2,6.8,4.58,1.0,2239,0.2,2231,-9.0,-9,-9.0,-9,-9.0,-9,25.5,22.5,19.9,15.5,12.9
20170707,105,1.0,878,5,3.4,402,5,4.9,353,24.1,26.9,1156,20.7,414,20.3,27.3,22.4,79.6,66.0,1213,23.8,3.6,2.5,-9.00,1005.1,1008.1,1010.0,643,1006.2,2234,-9.0,3.2,14.7,-9.0,15.55,2.71,1100,0.5,-9.0,-9.00,0.5,2216,0.2,2304,-9.0,-9,-9.0,-9,-9.0,-9,25.5,22.6,20.4,15.9,14.2
