wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 08,    0.9,   12.6,    6.0,   16.81,   19.0,   14.8, 1018.0,   17.8,    0.4,01,    5.3,   18.29,   11.9,,  84,WSW,간여암,Ganyoam,961,2018,4
 08,    1.2,   12.2,    5.9,   16.84,   13.4,   15.7, 1017.4,   19.5,    0.6,02,    5.4,   18.25,   12.3,,  88,E,간여암,Ganyoam,961,2018,4
 03,    1.1,   12.0,    5.3,   16.79,   12.0,   16.6, 1018.2,   21.2,    0.5,03,    4.9,   18.12,   14.1,,  88,WNW,간여암,Ganyoam,961,2018,4
 22,    4.6,   12.3,    5.5,   16.86,   24.9,   13.9, 1017.6,   19.0,    1.1,04,    4.8,   17.97,   10.0,   10.1>,  89,E,간여암,Ganyoam,961,2018,4
 12,    2.9,   12.8,    4.8,   16.89,   21.7,   12.3, 1015.8,   14.4,    1.5,05,    4.5,   17.90,   10.1,   13.6,  77,ENE,간여암,Ganyoam,961,2018,4
 24,    3.4,   12.2,    5.5,   16.95,   27.1,   11.5, 1010.7,   16.6,    1.2,06,    4.7,   17.95,    6.8,   13.9,  60,WNW,간여암,Ganyoam,961,2018,4
 11,    3.4,   12.2,    5.3,   16.79,   27.4,    6.7, 1016.4,    9.0,    1.8,07,    5.0,   17.48,    4.2,   17.1,  44,WNW,간여암,Ganyoam,961,2018,4
 24,    5.2,   12.2,    4.9,   16.85,   23.5,   10.3, 1018.3,   13.5,    1.4,08,    4.5,   17.35,    6.9,   11.2,  50,SW,간여암,Ganyoam,961,2018,4
 02,    6.4,   12.1,    5.1,   16.84,   16.5,   12.6, 1018.1,   14.4,    2.1,09,    4.7,   17.22,    9.6,    7.5>,  67,W,간여암,Ganyoam,961,2018,4
 23,    2.4,   12.0,    5.0,   16.90,   17.6,   15.0, 1015.9,   18.4,    1.0,10,    4.6,   17.38,   13.1,    7.9>,  84,SW,간여암,Ganyoam,961,2018,4
 08,    3.5,   11.8,    5.4,   16.93,   16.2,   14.8), 1011.7,   17.5,    1.5,11,    5.0,   17.52,   11.7,    9.4,  74,NNW,간여암,Ganyoam,961,2018,4
 01,    1.4,   12.1,    5.6,   16.90,   11.6,   14.2, 1018.0,   16.0,    0.5,12,    5.2,   17.70,   12.6,    4.9,  50,NW,간여암,Ganyoam,961,2018,4
 21,    3.1,   12.5,    5.6,   16.89,   24.4,   14.1, 1021.1,   16.3,    1.3,13,    4.6,   17.80,   13.2,   14.7>,  52,E,간여암,Ganyoam,961,2018,4
 13,    5.2,   12.5,    5.1,   17.08,   23.5,   13.4, 1007.1,   18.0,    2.0,14,    4.8,   18.29,   10.9,   13.9,  80,E,간여암,Ganyoam,961,2018,4
 01,    2.2,   12.6,    5.1,   16.96,   21.0,   11.7, 1012.0,   15.4,    1.1,15,    4.6,   18.22,    8.3,   12.1,  57,NNW,간여암,Ganyoam,961,2018,4
 20,    2.8,   12.7,    4.8,   16.86,   18.7,   12.0, 1019.1,   15.0,    0.9,16,    4.3,   18.30,    9.3,    8.1,  64,NNW,간여암,Ganyoam,961,2018,4
 09,    1.7,   12.8,    4.6,   16.76,   12.1,   13.1, 1019.8,   15.5,    0.7,17,    4.3,   18.28,   10.4,    5.6>,  73,NE,간여암,Ganyoam,961,2018,4
 21,    1.4,   12.8,    5.0,   16.71,   14.0,   13.0], 1017.9,   15.0,    0.4,18,    4.4,   18.31,   10.7,    6.3,  68,WNW,간여암,Ganyoam,961,2018,4
 02,    2.2,   12.8,    4.4,   16.71,   14.4,   13.3, 1018.1,   15.9,    0.6,19,    4.0,   18.24,   11.0,    8.8,  68,WSW,간여암,Ganyoam,961,2018,4
 02,    1.5,   12.8,    5.1,   16.73,   13.3,   15.5, 1020.1,   19.3,    0.4,20,    4.4,   18.09,   12.7,,  62,NNE,간여암,Ganyoam,961,2018,4
 12,    0.9,   13.0,    5.1,   16.71,   14.1,   16.4, 1019.7,   19.6,    0.3,21,    4.5,   18.04,   13.4,,  80,S,간여암,Ganyoam,961,2018,4
 24,    4.0,   13.2,    4.7,   16.88,   23.9,   16.0, 1017.6,   19.6,    1.0,22,    4.3,   17.85,   13.6,    9.7,  82,E,간여암,Ganyoam,961,2018,4
 02,    4.4,   13.5,    5.0,   17.08,   25.9,   13.1, 1013.0,   14.8,    1.9,23,    4.6,   17.89,   11.1,   17.3,  88,E,간여암,Ganyoam,961,2018,4
 01,    4.0,   13.4,    5.3,   17.21,   21.5,   13.0, 1007.8,   16.3,    1.6,24,    4.8,   18.01,   11.3,   10.8,  85,ENE,간여암,Ganyoam,961,2018,4
