wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 21,    0.7,   12.9,    6.1,    7.77,   19.6,   10.1, 1016.1,   12.5,    0.3,01,    4.7,    7.95,    6.4,    5.3,  49,SW,이덕서,Idukseo,963,2017,3
 19,    3.1,   13.1,    7.4,    7.79,   19.6,    6.7, 1012.1,    8.8,    1.0,02,    5.6,    7.96,    4.7,    6.9,  60,NW,이덕서,Idukseo,963,2017,3
 01,    3.5,   12.9,    7.9,    7.82,   10.5,    7.1, 1019.1,   11.2,    1.2,03,    6.7,    8.00,    2.8,    4.3,  39,SSW,이덕서,Idukseo,963,2017,3
 01,    0.8,   12.9,    6.0,    7.83,   11.2,   10.0, 1018.1,   12.7,    0.3,04,    5.1,    7.95,    6.0,    4.0,  47,SW,이덕서,Idukseo,963,2017,3
 12,    0.9,   12.9,    6.0,    7.80,   12.9,   10.7, 1014.5,   13.4,    0.4,05,    5.3,    7.91,    7.5,    4.4,  55,SW,이덕서,Idukseo,963,2017,3
 21,    2.1,   12.7,    7.3,    7.79,   16.7,    7.1, 1012.5,   11.5,    0.6,06,    5.9,    7.87,    2.8,    6.7,  28,WNW,이덕서,Idukseo,963,2017,3
 01,    2.3,   12.4,    7.3,    7.80,   14.5,    3.3, 1014.4,    7.2,    0.8,07,    6.7,    7.88,    0.4,    5.7,  29,NW,이덕서,Idukseo,963,2017,3
 08,    1.1,   12.3,    6.9,    7.80,   20.9,    3.3, 1013.5,    7.4,    0.5,08,    6.1,    7.89,   -1.0,    6.6,  36,WNW,이덕서,Idukseo,963,2017,3
 19,    1.5,   12.3,    6.4,    7.82,   17.0,    7.8, 1012.2,   12.9,    0.6,09,    5.6,    7.94,    3.1,    5.1,  28,WNW,이덕서,Idukseo,963,2017,3
 14,    1.0,   12.3,    6.0,    7.88,    9.0,    7.9, 1018.5,   10.9,    0.5,10,    5.5,    8.02,    4.0,    3.8,  39,SSW,이덕서,Idukseo,963,2017,3
 01,    0.7,   12.3,    5.4,    7.86,    5.8,    9.7, 1023.3,   11.8,    0.3,11,    5.0,    8.01,    6.1,    2.8,  39,ESE,이덕서,Idukseo,963,2017,3
 20>,    0.7>,   12.5],    5.1>,    7.78>,   13.3>,   11.9], 1019.7],   14.2>,    0.3>,12,    4.2>,    7.96>,    8.1>,    5.4>,  50],SSW>,이덕서,Idukseo,963,2017,3
 19,    2.0,   12.6,    5.4,    7.78,   13.4,   10.3, 1017.2,   13.3,    0.6,13,    4.6,    7.94,    9.2,    6.3,  50,NE,이덕서,Idukseo,963,2017,3
 23,    2.8,   12.9,    6.3,    7.80,   19.3,    8.0, 1017.6,   10.3,    1.0,14,    5.4,    7.99,    5.0,    6.6,  65,NNE,이덕서,Idukseo,963,2017,3
 13,    4.3,   12.8,    7.6,    7.79,   14.8,    7.6, 1022.6,    9.7,    2.1,15,    6.7,    7.98,    5.0,    7.9,  51,NE,이덕서,Idukseo,963,2017,3
 03,    3.6,   12.8,    8.2,    7.83,   11.0,    9.4, 1021.4,   11.4,    1.5,16,    7.3,    7.99,    5.5,    4.4,  55,SSW,이덕서,Idukseo,963,2017,3
 01,    1.3,   12.6,    7.1,    7.86,    8.4,   10.6, 1023.1,   12.4,    0.6,17,    6.1,    8.02,    7.1,    2.9,  43,N,이덕서,Idukseo,963,2017,3
 01,    0.6,   12.6,    6.7,    7.85,    8.0,   12.1, 1023.5,   15.0,    0.3,18,    5.6,    7.98,    8.7,    3.2,  40,SSW,이덕서,Idukseo,963,2017,3
 15,    1.7,   12.6,    6.8,    7.88,   12.2,   11.6, 1025.7,   13.5,    0.5,19,    5.1,    7.98,    8.8,    5.7,  51,NE,이덕서,Idukseo,963,2017,3
 24,    1.0,   12.6,    4.9,    7.86,    8.8,   10.7, 1019.7,   13.4,    0.4,20,    4.4,    7.94,    8.2,    4.2,  72,N,이덕서,Idukseo,963,2017,3
 16,    2.4,   12.7,    6.7,    7.84,   21.4,    9.1, 1015.0,   13.7,    0.9,21,    5.3,    7.94,    2.5,    8.4,  65,NNE,이덕서,Idukseo,963,2017,3
 06,    2.4,   14.5,    6.8,    7.89,   12.7,   10.0, 1020.1,   13.1,    0.8,22,    5.9,    7.95,    5.8,    4.7,  49,SSW,이덕서,Idukseo,963,2017,3
 23,    2.0,   13.9,    6.5,    7.89,   16.5,   11.6, 1019.8,   13.1,    0.6,23,    5.5,    7.95,    9.4,    6.2,  46,NNE,이덕서,Idukseo,963,2017,3
 02>,    2.4>,   13.9),    5.8>,    7.86>,   13.5>,    9.8), 1022.7),   11.5>,    1.0>,24,    5.3>,    7.95>,    9.0>,    4.7>,  46),NE>,이덕서,Idukseo,963,2017,3
 10,    1.4,   13.6,    5.2,    7.85,   10.4,   10.2, 1020.3,   11.1,    0.7,25,    4.7,    7.97,    7.5,    4.7,  54,ESE,이덕서,Idukseo,963,2017,3
 13,    1.0,   13.0,    5.1,    7.83,    7.9,    8.4, 1018.0,   10.9,    0.5,26,    4.7,    8.00,    6.2,    3.8,  67,NNW,이덕서,Idukseo,963,2017,3
 01,    0.6,   12.8,    5.7,    7.80,   20.5,    8.1, 1019.0,   11.9,    0.3,27,    5.2,    7.97,    6.4,    6.5,  56,NW,이덕서,Idukseo,963,2017,3
 15,    1.1,   12.8,    5.5,    7.82,   13.3,   10.1, 1022.7,   12.4,    0.5,28,    5.1,    8.02,    5.3,    4.1,  46,SSW,이덕서,Idukseo,963,2017,3
 01,    0.6,   12.9,    5.2,    7.83,   10.9,   10.4, 1022.3,   12.5,    0.2,29,    4.8,    8.02,    7.7,    4.6,  67,WSW,이덕서,Idukseo,963,2017,3
 24,    0.8,   12.9,    4.9,    7.85,   11.0,   13.2, 1020.8,   15.5,    0.3,30,    4.2,    8.05,   10.6,    4.8,  53,NE,이덕서,Idukseo,963,2017,3
 11>,    2.4>,   12.8,    5.6>,    7.83>,   14.3>,   10.6, 1018.8,   12.5>,    1.2>,31,    5.3>,    8.05>,    7.7>,    8.0>,  65,NE>,이덕서,Idukseo,963,2017,3
,    1.7,   12.9,    6.3,    7.83,,    9.3, 1018.8,   12.0,    0.7,월,    5.4,    7.97,    6.0,    5.2,  50,,이덕서,Idukseo,963,2017,3
