wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 22,    0.6,   17.4,    7.9,   13.66,    6.1,   21.0, 1006.9,   25.0,    0.3,21,    6.3,   15.85,   20.0,    2.6,  90,N,갈매여,Galmaeyeo,958,2017,6
 11,    0.5,   17.9,    7.2,   13.59,    6.3,   20.2, 1009.1,   22.1,    0.2,22,    6.1,   16.16,   18.6,    2.2,  97,SSW,갈매여,Galmaeyeo,958,2017,6
 24>,    0.5>,   18.0,    6.7>,   13.60>,    5.5>,   20.4, 1006.8,   22.2>,    0.1>,23,    5.5>,   16.55>,   18.4>,    2.1>,  93,N>,갈매여,Galmaeyeo,958,2017,6
 01,    0.4,   18.3,    5.9,   13.70,    8.4,   20.9, 1003.2,   22.4,    0.1,24,    5.4,   16.89,   19.0,    2.4,  87,NE,갈매여,Galmaeyeo,958,2017,6
 01,    0.4,   18.6,    5.8,   13.78,    3.1,   21.2, 1002.9,   25.2,    0.1,25,    5.2,   17.05,   19.1,    0.7,  87,SSW,갈매여,Galmaeyeo,958,2017,6
 01,    0.4,   18.8,    6.5,   13.87,    7.0,   21.5, 1006.5,   24.1,    0.2,26,    5.7,   17.05,   19.6,    2.2,  93,SW,갈매여,Galmaeyeo,958,2017,6
 03,    0.5,   19.0,    7.7,   13.93,    6.1,   22.0, 1009.9,   24.8,    0.2,27,    6.3,   17.05,   20.3,    1.9,  87,S,갈매여,Galmaeyeo,958,2017,6
 03,    0.5,   19.1,    6.9,   13.91,    6.8,   22.0, 1012.3,   26.0,    0.2,28,    5.8,   16.82,   20.3,    1.7,  91,WSW,갈매여,Galmaeyeo,958,2017,6
 16,    0.6,   19.2,    5.9,   13.87,    4.5,   22.4, 1011.3,   23.9,    0.2,29,    5.2,   16.48,   21.2,    2.1,  94,S,갈매여,Galmaeyeo,958,2017,6
 04,    0.5,   19.1,    5.7,   13.80,    3.8,   22.5, 1008.8,   25.1,    0.1,30,    5.1,   16.03,   20.9,    0.8,  93,NNE,갈매여,Galmaeyeo,958,2017,6
,    0.9,   17.4,    6.1,   13.73,,   19.6, 1009.0,   21.9,    0.3,월,    5.3,   16.12,   18.0,    3.4,  86,,갈매여,Galmaeyeo,958,2017,6
