wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 02,    0.6,   12.4,    5.5,   16.66,   11.7,    8.6, 1027.9,   10.5,    0.2,01,    4.7,   17.96,    7.2,    4.7,  61,WNW,간여암,Ganyoam,961,2017,1
 22,    0.6,   11.3,    5.6,   16.75,   17.7,   10.1, 1022.6,   12.9,    0.2,02,    4.9,   18.04,    7.5,    4.9,  68,NW,간여암,Ganyoam,961,2017,1
 03>,    1.0>,   11.1,    4.8>,   16.76>,   14.1>,    8.3, 1023.2,   10.1>,    0.4>,03,    4.2>,   18.00>,    5.9>,    7.1>,  55,NW>,간여암,Ganyoam,961,2017,1
 04,    1.2,   11.1,    5.1,   16.83,   12.9,    9.3, 1022.7,   11.6,    0.4,04,    4.4,   17.87,    8.2,    4.6,  53,NNW,간여암,Ganyoam,961,2017,1
 23,    2.9,   11.0,    5.0,   16.88,   20.5,   10.1, 1023.9,   13.0,    1.0,05,    4.5,   17.76,    8.2,   11.9,  62,ENE,간여암,Ganyoam,961,2017,1
 03,    2.8,   11.2,    5.0,   16.82,   18.4,    9.6, 1025.0,   12.0,    1.2,06,    4.6,   17.53,    6.7,   11.5,  58,NE,간여암,Ganyoam,961,2017,1
 18,    1.8,   11.2,    4.7,   16.89,   13.9,    9.9, 1019.2,   12.8,    0.9,07,    4.5,   17.54,    7.8,    9.4,  69,NE,간여암,Ganyoam,961,2017,1
 02,    2.2,   11.0,    5.9,   17.09,   18.9,   10.0, 1012.1,   13.4,    1.0,08,    4.9,   17.79,    8.2,   10.4,  69,NE,간여암,Ganyoam,961,2017,1
 11,    2.8,   12.7,    4.7,   16.95,   24.9,    7.6, 1015.6,   10.1,    1.1,09,    4.3,   17.86,    4.7,   13.5,  55,NW,간여암,Ganyoam,961,2017,1
 13>,    2.0>,   13.9,    4.8>,   16.88>,   21.6>,    4.8, 1021.0,    8.2>,    1.0>,10,    4.4>,   18.11>,    2.8>,   13.7>,  51,NNW>,간여암,Ganyoam,961,2017,1
 24,    1.9,   13.7,    4.8,   16.79,   23.3,    2.5, 1024.1,    5.2,    0.8,11,    4.4,   18.14,   -0.5,   12.6,  45,NNW,간여암,Ganyoam,961,2017,1
 14,    3.6,   13.4,    4.6,   16.82,   18.2,    5.9, 1018.6,    8.6,    1.2,12,    4.1,   18.39,    3.7,   10.7,  53,NNW,간여암,Ganyoam,961,2017,1
 18,    2.8,   12.8,    5.0,   16.92,   22.4,    3.8, 1016.3,    9.0,    1.0,13,    4.5,   18.61,    0.9,   12.8,  51,WNW,간여암,Ganyoam,961,2017,1
 02,    2.1,   11.6,    5.1,   16.81,   23.5,    0.4, 1021.7,    2.8,    1.1,14,    4.7,   18.56,   -2.3,   16.2,  49,NNW,간여암,Ganyoam,961,2017,1
 10,    1.8,   11.7,    5.4,   16.76,   21.8,    0.8, 1025.2,    5.4,    0.9,15,    4.8,   18.37,   -3.8,   13.8,  43,NNW,간여암,Ganyoam,961,2017,1
 01,    1.5,   10.9,    5.3,   16.77,   19.1,    3.4, 1027.4,    6.1,    0.7,16,    4.6,   18.18,    1.1,    5.8,  36,NNW,간여암,Ganyoam,961,2017,1
 11,    1.7,   11.6,    7.9,   16.72,   10.8,    6.6, 1029.9,    8.5,    0.7,17,    5.7,   17.92,    4.6,    3.3,  47,NNE,간여암,Ganyoam,961,2017,1
 02,    0.9,   11.3,    6.9,   16.69,   12.9,    6.7, 1027.9,    8.4,    0.4,18,    5.4,   17.68,    5.0,    4.6,  49,NNW,간여암,Ganyoam,961,2017,1
 24,    1.5,   10.0,    4.7,   16.84,   16.7,    5.8, 1022.3,    7.7,    0.5,19,    4.3,   17.63,    4.2,    6.1,  52,NW,간여암,Ganyoam,961,2017,1
 08,    5.2,    9.6,    5.5,   16.79,   25.8,    2.5, 1020.8,    6.2,    1.9,20,    4.8,   17.36,    0.2,   17.1,  57,NW,간여암,Ganyoam,961,2017,1
 20,    2.2,   10.4,    6.1,   16.76,   22.0,    2.5, 1026.6,    5.4,    1.0,21,    4.8,   17.14,    0.0,   10.2,  55,NNW,간여암,Ganyoam,961,2017,1
 17,    3.1,   10.6,    5.2,   16.71,   24.5,    1.6, 1025.3,    5.8,    1.5,22,    4.7,   17.13,   -1.0,   15.7,  50,NW,간여암,Ganyoam,961,2017,1
 04,    1.6,   10.3,    4.8,   16.69,   20.8,   -0.5, 1029.2,    2.9,    0.9,23,    4.6,   17.29,   -2.5,   13.9,  52,NNW,간여암,Ganyoam,961,2017,1
 06,    1.4,   10.0,    5.4,   16.63,   23.7,    1.2, 1032.2,    4.5,    0.7,24,    4.7,   17.34,   -1.1,   13.3,  50,NNW,간여암,Ganyoam,961,2017,1
 06,    1.2,   10.0,    5.7,   16.64,   13.2,    2.1, 1032.3,    4.8,    0.5,25,    4.8,   17.50,   -0.4,    6.3,  49,NNW,간여암,Ganyoam,961,2017,1
 08,    0.9,    9.7,    4.9,   16.71,   10.7,    4.6, 1028.3,    7.6,    0.4,26,    4.4,   17.77,    1.7,    3.6,  48,WNW,간여암,Ganyoam,961,2017,1
 04,    2.3,    9.1,    4.7,   16.70,   18.1,    6.9, 1025.3,   10.3,    1.1,27,    4.4,   17.86,    3.2,   10.5,  49,WSW,간여암,Ganyoam,961,2017,1
 01,    0.9,   12.5,    5.3,   16.77,    9.8,    7.0, 1025.3,   10.1,    0.4,28,    4.7,   18.15,    4.5,    2.2,  52,NNW,간여암,Ganyoam,961,2017,1
 16,    1.9,   12.5,    5.9,   16.92,   15.1,    9.5, 1016.7,   11.4,    0.7,29,    4.8,   18.39,    6.2,    5.5,  82,NE,간여암,Ganyoam,961,2017,1
 14,    2.5,   11.6,    5.2,   16.79,   24.0,    3.5, 1021.6,    9.9,    1.1,30,    4.8,   18.24,    0.7,   15.5,  54,NNW,간여암,Ganyoam,961,2017,1
 11,    1.4,   12.0,    5.7,   16.73,   12.3,    3.2, 1026.3,    6.1,    0.6,31,    5.0,   18.20,    0.7,    4.3,  50,NNW,간여암,Ganyoam,961,2017,1
,    1.9,   11.4,    5.3,   16.79,,    5.4, 1023.8,    8.4,    0.8,월,    4.7,   17.88,    3.0,    9.5,  54,,간여암,Ganyoam,961,2017,1
