wh_max,wh_max_hh,wh_max_,tw,hm,wp_,ls,gt,ta,pa,wh_sig_,ta_,wh_sig,tw__,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
    2.1, 02,    3.1,   21.9,  90,    6.1,   11.42,   17.2,   23.7,  998.8,    2.1,   26.0,    1.4,,01,    5.2,   14.06,   22.2,   11.1,  90,SSE,십이동파,Sibidongpa,957,2016,9
    1.1, 05,    1.8,   22.6,  83,    5.4,   11.45,   13.2,   23.2, 1003.4,    1.1,   25.9,    0.7,,02,    5.0,   14.30,   21.0,    6.7,  83,ESE,십이동파,Sibidongpa,957,2016,9
    0.6, 01,    1.0,   22.9,  86,    5.2,   11.41,    9.0,   22.9, 1006.3,    0.7,   28.0,    0.4,,03,    4.8,   14.10,   21.1,    3.1,  86,E,십이동파,Sibidongpa,957,2016,9
    0.3, 01,    0.5,   22.7,  90,    6.2,   11.40,    9.9,   23.2, 1008.3,    0.3,   26.4,    0.2,,04,    5.1,   14.07,   21.3,    3.7,  90,ENE,십이동파,Sibidongpa,957,2016,9
    0.3, 08,    0.4,   22.7,  95,    6.3,   11.42,    9.3,   22.7, 1008.1,    0.2,   25.2,    0.2,,05,    5.5,   13.87,   21.6,    3.9,  95,NE,십이동파,Sibidongpa,957,2016,9
    0.2, 02,    0.3,   22.8,  93,    5.5,   11.41,    4.1,   22.9, 1007.3,    0.2,   25.7,    0.1,,06,    5.1,   13.72,   21.2,    1.2,  93,SSE,십이동파,Sibidongpa,957,2016,9
    0.2, 15,    0.4,   22.8,  96,    7.6,   11.39,    6.7,   22.3, 1004.8,    0.2,   23.8,    0.1,,07,    5.0,   13.43,   21.0,    1.9,  96,S,십이동파,Sibidongpa,957,2016,9
    0.6, 16,    1.0,   22.8,  93,    5.6,   11.42,    7.2,   23.3, 1005.0,    0.6,   26.9,    0.4,,08,    4.7,   13.18,   21.9,    3.0,  93,SSE,십이동파,Sibidongpa,957,2016,9
    0.9, 05,    1.2,   22.7,  90,    4.8,   11.44,    7.4,   22.1, 1008.2,    0.7,   23.9,    0.5,,09,    4.5,   12.98,   21.2,    3.9,  90,S,십이동파,Sibidongpa,957,2016,9
    0.3, 02,    0.5,   22.8,  87,    5.0,   11.45,    5.4,   22.6, 1010.0,    0.3,   28.0,    0.2,,10,    4.6,   12.77,   20.8,    1.8,  87,ESE,십이동파,Sibidongpa,957,2016,9
    0.2, 23,    0.4,   23.0,  89,    5.1,   11.44,    6.5,   23.0, 1012.4,    0.2,   27.5,    0.1,,11,    4.6,   12.82,   21.4,    2.0,  89,ESE,십이동파,Sibidongpa,957,2016,9
    0.2, 04,    0.5,   23.1,  87,    4.9,   11.45,    6.7,   23.2, 1014.0,    0.3,   27.0,    0.2,,12,    4.4,   13.09,   22.2,    2.2,  87,ENE,십이동파,Sibidongpa,957,2016,9
    0.3, 12,    0.5,   22.4,  86,    6.5,   11.47,    6.4,   23.2, 1015.7,    0.3,   28.0,    0.2,,13,    4.7,   13.17,   21.2,    2.8,  86,E,십이동파,Sibidongpa,957,2016,9
    0.3, 22,    0.6,   22.7,  82,   10.1,   11.51,    5.5,   23.2, 1015.7,    0.4,   25.2,    0.2,,14,    6.6,   13.55,   22.4,    2.3,  82,S,십이동파,Sibidongpa,957,2016,9
    0.5, 24,    1.1,   22.8,  82,   11.8,   11.56,    7.6,   22.9, 1014.3,    0.8,   26.1,    0.4,,15,   10.1,   14.02,   21.4,    2.1,  82,NE,십이동파,Sibidongpa,957,2016,9
    0.6, 01,    1.2,   22.6,  90,   11.0,   11.59,    8.1,   21.6, 1012.7,    0.9,   23.7,    0.4,,16,    9.1,   14.37,   20.0,    2.6,  90,E,십이동파,Sibidongpa,957,2016,9
    0.3, 19,    0.6,   22.0,  91,    9.3,   11.53,   19.6,   21.1, 1006.7,    0.4,   23.7,    0.2,,17,    6.2,   14.53,   18.8,    7.4,  91,E,십이동파,Sibidongpa,957,2016,9
    0.6, 14,    0.8,   21.5,  85,    9.8,   11.67,   17.1,   20.5, 1008.0,    0.6,   22.9,    0.4,,18,    7.4,   14.59,   19.7,    6.9,  85,ENE,십이동파,Sibidongpa,957,2016,9
    0.6, 03,    0.9,   21.5,  67,    8.5,   11.84,   14.6,   22.1, 1009.0,    0.6,   26.6,    0.4,,19,    6.8,   14.80,   19.9,    4.1,  67,ESE,십이동파,Sibidongpa,957,2016,9
    0.5, 02,    0.7,   21.1,  63,    6.6,   11.85,   12.4,   20.3, 1013.6,    0.5,   23.0,    0.3,,20,    5.4,   14.69,   18.0,    3.4,  63,E,십이동파,Sibidongpa,957,2016,9
    0.3, 16,    0.6,   21.1,  66,    6.2,   11.79,   11.9,   20.1, 1017.9,    0.4,   24.2,    0.2,,21,    5.1,   14.45,   18.3,    4.5,  66,E,십이동파,Sibidongpa,957,2016,9
    0.2, 04,    0.4,   21.2,  72,    5.6,   11.81,    7.4,   20.5, 1016.0,    0.2,   25.6,    0.1,,22,    5.0,   14.16,   19.2,    2.8,  72,ESE,십이동파,Sibidongpa,957,2016,9
    0.2, 09,    0.4,   21.0,  72,    5.3,   11.80,    5.4,   20.8, 1015.0,    0.2,   24.8,    0.1,,23,    4.7,   13.83,   19.1,    2.1,  72,ENE,십이동파,Sibidongpa,957,2016,9
    0.2, 18,    0.4,   21.0,  77,    5.1,   11.80,    5.5,   21.0, 1014.2,    0.2,   25.0,    0.1,,24,    4.7,   13.56,   19.5,    2.3,  77,ESE,십이동파,Sibidongpa,957,2016,9
    0.2, 07,    0.3,   20.9,  84,    5.0,   11.78,    8.9,   21.4, 1014.4,    0.2,   24.1,    0.1,,25,    4.5,   13.43,   20.2,    1.8,  84,ENE,십이동파,Sibidongpa,957,2016,9
    0.2, 22,    0.3,   20.6,  81,    7.6,   11.80,    6.8,   23.0, 1013.4,    0.2,   27.1,    0.1,,26,    5.3,   13.62,   21.1,    3.1,  81,ESE,십이동파,Sibidongpa,957,2016,9
    0.3, 23,    0.5,   20.4,  94,   10.0,   11.86,   10.5,   21.9, 1013.2,    0.3,   24.2,    0.2,,27,    7.1,   13.66,   20.4,    3.4,  94,ENE,십이동파,Sibidongpa,957,2016,9
    0.9, 19,    1.7,   20.2,  91,   11.2,   11.84,   11.3,   20.0, 1012.7,    1.1,   22.5,    0.6,,28,    7.5,   13.91,   18.9,    4.8,  91,ENE,십이동파,Sibidongpa,957,2016,9
    1.0, 01,    1.4,   20.5,  91,    8.3,   12.10,   10.3,   20.9, 1013.2,    1.0,   24.6,    0.7,,29,    6.8,   14.25,   19.2,    3.0,  91,ESE,십이동파,Sibidongpa,957,2016,9
    0.5, 03,    0.9,   20.6,  87,    6.9,   12.20,    7.0,   19.4, 1013.1,    0.6,   21.6,    0.4,,30,    5.9,   14.62,   18.2,    3.5,  87,SE,십이동파,Sibidongpa,957,2016,9
    0.5,,    0.8,   21.9,  85,    7.1,   11.63,,   22.0, 1010.8,    0.5,   25.2,    0.3,,월,    5.7,   13.85,   20.4,    3.6,  85,,십이동파,Sibidongpa,957,2016,9
