wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 02,    1.4,    5.1,    4.8,   11.14,   16.5,    5.3, 1013.4,    9.1,    0.5,01,    4.5,   14.08,    2.4,    4.2,  73,N,십이동파,Sibidongpa,957,2017,3
 08,    3.9,    5.1,    7.4,   10.81,   16.3,    1.6, 1015.3,    4.4,    1.9,02,    6.0,   13.44,    0.0,   10.4,  68,N,십이동파,Sibidongpa,957,2017,3
 01,    1.7,    5.2,    5.7,   11.22,    7.3,    3.9, 1018.5,    5.9,    0.7,03,    4.9,   13.87,    2.2,    3.3,  78,E,십이동파,Sibidongpa,957,2017,3
 04,    1.5,    5.3,    4.9,   11.21,    4.7,    4.8, 1016.8,    9.7,    0.6,04,    4.6,   13.79,    3.1,    2.4,  78,ENE,십이동파,Sibidongpa,957,2017,3
 23,    1.4,    5.4,    4.9,   11.13,   13.8,    4.8, 1014.7,    8.5,    0.3,05,    4.6,   13.40,    2.8,    3.6,  86,NE,십이동파,Sibidongpa,957,2017,3
 05,    2.7,    5.3,    6.9,   10.91,   15.7,    1.3, 1015.7,    3.7,    1.2,06,    5.5,   12.79,    0.3,    9.7,  53,N,십이동파,Sibidongpa,957,2017,3
 21,    1.6,    5.1,    5.5,   11.01,   16.0,   -0.1, 1015.8,    3.1,    0.7,07,    4.8,   12.81,   -1.7,    8.7,  64,SSE,십이동파,Sibidongpa,957,2017,3
 23,    2.2,    4.9,    5.8,   10.92,   15.7,    2.4, 1013.8,    5.0,    1.1,08,    5.1,   12.80,   -0.5,    7.5,  62,SSE,십이동파,Sibidongpa,957,2017,3
 02,    2.1,    4.9,    5.6,   10.95,   12.9,    4.8, 1012.5,    7.6,    1.0,09,    5.0,   13.17,    2.3,    7.2,  73,SE,십이동파,Sibidongpa,957,2017,3
 02,    1.6,    5.0,    5.0,   11.06,    5.7,    5.3, 1017.8,    9.1,    0.7,10,    4.7,   13.58,    3.9,    3.3,  64,S,십이동파,Sibidongpa,957,2017,3
 01,    0.9,    5.1,    5.4,   11.13,    7.7,    6.0, 1021.0,   10.7,    0.2,11,    4.4,   13.85,    3.0,    3.4,  68,ENE,십이동파,Sibidongpa,957,2017,3
 13,    0.3,    5.2,    5.3,   11.10,   10.3,    6.8, 1019.0,   13.0,    0.1,12,    4.7,   13.89,    4.4,    3.5,  63,N,십이동파,Sibidongpa,957,2017,3
 24,    1.7,    5.3,    5.7,   11.00,   14.3,    4.1, 1016.7,    5.5,    0.7,13,    4.7,   13.84,    3.3,    8.6,  74,N,십이동파,Sibidongpa,957,2017,3
 19,    2.6,    5.3,    6.5,   11.02,   16.8,    4.3, 1017.8,    5.8,    1.2,14,    5.4,   13.75,    3.4,   10.0,  64,N,십이동파,Sibidongpa,957,2017,3
 01,    2.3,    5.4,    5.6,   11.15,   17.0,    4.1, 1021.4,    5.4,    0.6,15,    4.7,   13.86,    3.5,    5.8,  63,NNE,십이동파,Sibidongpa,957,2017,3
 02,    0.8,    5.5,    5.0,   11.18,    6.0,    4.6, 1020.3,    8.9,    0.3,16,    4.4,   13.76,    2.9,    2.1,  72,S,십이동파,Sibidongpa,957,2017,3
 23,    0.4,    5.6,    5.8,   11.19,    9.1,    5.6, 1021.8,    8.9,    0.1,17,    4.6,   13.66,    3.7,    3.3,  81,N,십이동파,Sibidongpa,957,2017,3
 02,    0.4,    5.6,    5.6,   11.19,   10.1,    6.5, 1022.7,   13.2,    0.1,18,    4.7,   13.46,    4.4,    3.7,  72,N,십이동파,Sibidongpa,957,2017,3
 04,    0.2,    5.6,    5.4,   11.19,   10.4,    6.9, 1023.1,   12.1,    0.1,19,    4.8,   13.17,    4.7,    3.7,  72,NNE,십이동파,Sibidongpa,957,2017,3
 02,    0.2,    5.7,    5.8,   11.23,    9.7,    8.5, 1017.0,   12.4,    0.1,20,    5.1,   12.94,    5.9,    3.7,  58,N,십이동파,Sibidongpa,957,2017,3
 13,    2.7,    5.7,    6.5,   11.05,   14.7,    4.8], 1015.9,    9.2,    1.0,21,    5.4,   12.38,    3.6,    9.5,  73,N,십이동파,Sibidongpa,957,2017,3
 03,    1.3,    5.9,    5.2,   11.13,   10.2,    5.2], 1019.5,    7.0,    0.5,22,    4.8,   12.30,    4.1,    3.1,  79,N,십이동파,Sibidongpa,957,2017,3
 01>,    0.4>,    5.9,    4.8>,   11.09>,    9.0>,    5.7, 1019.1,    7.5>,    0.2>,23,    4.5>,   12.49>,    4.7>,    3.9>,  77,N>,십이동파,Sibidongpa,957,2017,3
 10,    0.7,    6.0,    5.3,   11.09,    6.5,    5.8, 1019.0,    9.3,    0.3,24,    4.5,   12.79,    4.5,    2.3,  81,NNE,십이동파,Sibidongpa,957,2017,3
 04,    0.3,    6.0,    6.2,   11.09,    4.7,    6.2, 1017.8,   10.3,    0.1,25,    4.7,   13.25,    4.0,    2.0,  68,NNW,십이동파,Sibidongpa,957,2017,3
 24,    1.0,    6.1,    5.6,   11.05,    7.6,    5.6, 1017.1,    7.6,    0.2>,26,    4.8,   13.53,    4.5,    2.9,  81,NW,십이동파,Sibidongpa,957,2017,3
 24,    1.7,    6.1,    4.7,   11.00,    9.0,    6.0, 1019.1,    7.8,    0.6,27,    4.4,   13.77,    4.2,    4.6,  96,NW,십이동파,Sibidongpa,957,2017,3
 01,    1.6,    6.2,    4.7,   11.11,    9.4,    5.9, 1021.6,    9.2,    0.5,28,    4.4,   14.05,    3.8,    2.8,  91,W,십이동파,Sibidongpa,957,2017,3
 21,    0.9,    6.2,    7.2,   11.13,   13.1,    6.0, 1020.0,    8.8,    0.2,29,    4.8,   14.15,    3.9,    5.7,  85,NNE,십이동파,Sibidongpa,957,2017,3
 22,    1.0,    6.3,    5.6,   11.18,   14.7,    6.3, 1019.5,    8.6,    0.2,30,    4.7,   14.26,    4.8,    5.7,  87,NNE,십이동파,Sibidongpa,957,2017,3
 23,    0.6,    6.4,    5.1,   11.25,    7.8,    7.0, 1016.2,    9.6,    0.2,31,    4.4,   14.36,    5.5,    3.5,  88,NNE,십이동파,Sibidongpa,957,2017,3
,    1.4,    5.6,    5.6,   11.09,,    5.0, 1018.1,    8.3,    0.5,월,    4.8,   13.46,    3.3,    5.0,  74,,십이동파,Sibidongpa,957,2017,3
