wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 02,    1.3,    9.3,    4.7,   11.23,    6.5,    7.1, 1025.6,    8.7,    0.4,01,    4.4,   13.92,    5.6,    3.5,  82,E,십이동파,Sibidongpa,957,2017,1
 15,    1.0,    9.3,    4.7,   11.19,    9.2,    7.3, 1021.0,   10.1,    0.4,02,    4.2,   13.85,    5.5,    4.7,  87,S,십이동파,Sibidongpa,957,2017,1
 03>,    1.5>,    9.3,    5.0>,   11.28>,   10.9>,    6.0], 1022.5,    8.7>,    0.5>,03,    4.5>,   13.78>,    4.0>,    3.7>,  69,N>,십이동파,Sibidongpa,957,2017,1
 16,    1.2,    9.3,    4.8,   11.23,   10.0,    7.1, 1021.8,    9.1,    0.4,04,    4.5,   13.55,    5.5,    3.3,  80,N,십이동파,Sibidongpa,957,2017,1
 04,    0.9,    9.2,    5.4,   11.27,   14.1,    6.3, 1023.2,    8.7,    0.3,05,    4.7,   13.42,    4.6,    3.9,  64,ENE,십이동파,Sibidongpa,957,2017,1
 18,    0.5,    9.2,    5.7,   11.38,   12.1,    7.2, 1023.6,   10.4,    0.2,06,    5.1,   13.17,    5.9,    4.4,  75,ENE,십이동파,Sibidongpa,957,2017,1
 07,    0.4,    9.0,    6.4,   11.13,    7.0,    6.6, 1018.3,    8.3,    0.2,07,    5.6,   12.83,    4.7,    2.0,  81,NE,십이동파,Sibidongpa,957,2017,1
 23,    1.2,    9.0,    7.5,   11.08,   12.6,    7.2, 1012.1,    9.3,,08,    5.6,   12.89,    6.1,    5.0,  76,S,십이동파,Sibidongpa,957,2017,1
 14>,    3.3>,    8.9,    6.5>,   10.92>,   15.8>,    4.1, 1016.2,    7.0>,    1.5>,09,    5.6>,   12.82>,    2.2>,    9.7>,  65,N>,십이동파,Sibidongpa,957,2017,1
 01>,    1.9>,    8.8,    6.2>,   11.04>,   15.9>,    1.6, 1021.9,    4.2>,    1.0>,10,    5.2>,   13.52>,   -1.1>,    7.9>,  65,NNE>,십이동파,Sibidongpa,957,2017,1
 08,    1.9,    8.7,    6.4,   11.05,   15.3,    1.0, 1023.4,    4.6,    0.9,11,    5.3,   13.88,   -1.8,    6.6,  55,N,십이동파,Sibidongpa,957,2017,1
 12,    2.7,    8.6,    5.9,   11.03,   14.5,    3.8, 1016.5,    7.0,    1.0,12,    4.9,   14.07,    0.4,    8.4,  56,SSE,십이동파,Sibidongpa,957,2017,1
 24,    3.5,    8.4,    6.6,   11.03,   20.1,    0.2, 1015.2,    5.3,    1.2,13,    5.2,   14.25,   -2.1,    8.2,  67,S,십이동파,Sibidongpa,957,2017,1
 01,    3.4,    8.1,    7.4,   11.04,   17.8,   -3.1, 1023.1,    0.2,    1.7,14,    6.1,   14.16,   -4.7,   12.0,  59,NNE,십이동파,Sibidongpa,957,2017,1
 01,    2.2,    7.8,    7.0,   11.14,   15.7,   -1.2, 1025.9,    2.0,    0.9,15,    5.6,   14.13,   -4.2,    6.6,  61,N,십이동파,Sibidongpa,957,2017,1
 01,    1.3,    7.7,    5.2,   11.26,   11.5,    0.6, 1027.1,    3.0,    0.6,16,    4.7,   14.13,   -0.8,    4.4,  56,N,십이동파,Sibidongpa,957,2017,1
 02,    0.7,    7.7,    4.9,   11.35,    6.3,    1.5, 1029.1,    4.6,    0.3,17,    4.5,   13.88,   -0.3,    1.8,  65,N,십이동파,Sibidongpa,957,2017,1
