wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 12,    1.1,   21.8,    5.1,    8.51,   15.2,   16.8, 1008.7,   18.5,    0.5,01,    4.3,   11.51,   14.5,    8.7,  59,SW,서수도,Seosudo,955,2018,10
 01>,    0.7>,   21.6,    5.3>,    8.74>,   11.7>,   17.4, 1018.0,   19.6>,    0.2>,02,    4.6>,   11.58>,   15.1>,    3.7>,  62,NW>,서수도,Seosudo,955,2018,10
,,,,,,,,,,03,,,,,,,서수도,Seosudo,955,2018,10
,,,,,    9.1,   20.3, 1023.3,   23.7,,04,,,   16.9,    3.3,  61,ESE,서수도,Seosudo,955,2018,10
,,,,,   15.1,   17.8, 1017.5,   21.2,,05,,,   15.8,    7.8,  80,NE,서수도,Seosudo,955,2018,10
,,,,,   20.2,   19.2, 1007.1,   22.1,,06,,,   16.4,    9.6,  80,NE,서수도,Seosudo,955,2018,10
,,,,,   11.8,   18.1, 1017.2,   19.9,,07,,,   16.9,    8.0,  49,NW,서수도,Seosudo,955,2018,10
,,,,,   10.1,   17.9, 1019.8,   20.6,,08,,,   16.6,    3.8,  40,NW,서수도,Seosudo,955,2018,10
,,,,,   14.5,   17.3, 1015.8,   18.9,,09,,,   14.9,    4.3,  56,SSE,서수도,Seosudo,955,2018,10
,,,,,   16.5,   13.6, 1017.9,   17.8,,10,,,   12.2,    9.1,  52,SSW,서수도,Seosudo,955,2018,10
,,,,,   13.4,   11.9, 1023.4,   13.8,,11,,,   10.5,    7.7,  46,N,서수도,Seosudo,955,2018,10
,,,,,   11.2,   13.2, 1026.3,   19.9,,12,,,,    4.2,  45,N,서수도,Seosudo,955,2018,10
,,,,,    5.7,   14.9, 1025.7,   17.3,,13,,,   12.2,    1.9,  55,SE,서수도,Seosudo,955,2018,10
,,,,,    9.0,   15.7, 1023.1,   17.6,,14,,,   13.8,    3.3,  63,NW,서수도,Seosudo,955,2018,10
,,,,,    8.6,   17.7), 1020.5,   19.1,,15,,,   16.3,    4.1,  70,NNW,서수도,Seosudo,955,2018,10
,,,,,    9.1,   16.4, 1017.1,   17.9,,16,,,   14.7,    4.5,  50,NNW,서수도,Seosudo,955,2018,10
,,,,,    9.6,   14.9, 1016.4,   16.5,,17,,,   13.8,    4.6,  48,NNW,서수도,Seosudo,955,2018,10
,,,,,   12.0,   13.5, 1020.5,   16.8,,18,,,   11.0,    5.0,  64,N,서수도,Seosudo,955,2018,10
,,,,,   12.5,   14.6, 1025.6,   17.6,,19,,,   11.7,    6.0,  54,NNE,서수도,Seosudo,955,2018,10
,,,,,    8.4,   15.2, 1026.0,   18.5,,20,,,   12.6,    2.8,  57,NNW,서수도,Seosudo,955,2018,10
,,,,,    5.1,   15.6, 1023.7,   18.5,,21,,,   13.1,    1.8,  60,ESE,서수도,Seosudo,955,2018,10
,,,,,    5.7>,   15.9), 1020.4),   18.8>,,22,,,   13.8>,    1.9>,  60),SSW>,서수도,Seosudo,955,2018,10
,,,,,   16.0>,   15.8), 1017.2),   17.0>,,23,,,   11.2>,    5.6>,  68),NNW>,서수도,Seosudo,955,2018,10
,,,,,    8.7,, 1021.1,   17.0,,24,,,   15.0,    2.9,  51,NW,서수도,Seosudo,955,2018,10
,,,,,    5.8>,   15.9), 1020.9),   17.9>,,25,,,   13.5>,    2.0>,  65),NE>,서수도,Seosudo,955,2018,10
,,,,,   19.0,   15.0, 1011.8,   17.6,,26,,,   12.6,    8.6,  70,S,서수도,Seosudo,955,2018,10
,,,,,   15.8,   11.2, 1015.0,   13.2,,27,,,   10.1,    9.7,  50,NW,서수도,Seosudo,955,2018,10
,,,,,   25.1,   12.3, 1009.9,   16.9,,28,,,    9.0,    7.1,  62,WNW,서수도,Seosudo,955,2018,10
,,,,,   15.7,    9.7, 1015.0,   11.9,,29,,,    7.0,    6.4,  55,NNW,서수도,Seosudo,955,2018,10
,,,,,   13.2,    8.3, 1022.1,   12.8,,30,,,    6.0,    5.1,  52,NNW,서수도,Seosudo,955,2018,10
,,,,,   11.4,    9.2, 1024.1,   11.9,,31,,,    7.4,    6.0,  53,NNW,서수도,Seosudo,955,2018,10
,,,,,,   15.0, 1019.0,   17.7,,월,,,   12.9,    5.3,  58,,서수도,Seosudo,955,2018,10
