wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 04,    1.5,    6.5,    5.4,   11.16,    9.1,    6.2, 1014.7,    7.9,    0.6,01,    4.7,   14.19,    4.4,    4.4,  96,NNW,십이동파,Sibidongpa,957,2017,4
 03,    1.1,    6.5,    4.7,   11.19,    7.1,    7.0, 1017.6,    8.9,    0.4,02,    4.3,   13.96,    5.5,    4.0,  90,NNW,십이동파,Sibidongpa,957,2017,4
 05,    1.1,    6.7,    4.7,   11.22,    8.1,    8.5, 1021.6,   11.4,    0.4,03,    4.5,   13.70,    5.2,    5.0,  80,S,십이동파,Sibidongpa,957,2017,4
 19,    1.0,    6.8,    4.9,   11.21,    8.9,   11.2, 1021.6,   14.6,    0.4,04,    4.3,   13.27,    7.5,    5.5,  47,SSW,십이동파,Sibidongpa,957,2017,4
 20,    2.0,    6.9,    5.0,   11.14,   18.2,   11.0, 1013.4,   13.4,    0.5,05,    4.5,   12.90,    8.8,   10.5,  88,S,십이동파,Sibidongpa,957,2017,4
 02,    1.6,    7.1,    5.0,   10.99,   15.4,    7.8, 1011.0,   11.0,    0.6,06,    4.7,   12.77,    6.7,    5.1,  99,SSW,십이동파,Sibidongpa,957,2017,4
 01>,    0.5>,    7.1],    5.9>,   11.10>,    6.5>,    8.4], 1012.0],   13.1>,    0.2>,07,    5.1>,   13.11>,    6.2>,    3.4>,  94],NNE>,십이동파,Sibidongpa,957,2017,4
 22,    1.0,    7.2,    6.2,   11.06,   10.6,    6.2, 1011.1,    8.7,    0.2,08,    5.2,   13.33,    4.8,    5.4,  99,NNW,십이동파,Sibidongpa,957,2017,4
 18,    0.9,    7.3,    5.1,   11.02,   14.4,    9.2, 1011.1,   15.4,    0.4,09,    4.6,   13.42,    6.4,    5.6,  84,ESE,십이동파,Sibidongpa,957,2017,4
 01,    0.7,    7.5,    5.7,   11.23,   13.5,   11.6, 1008.6,   16.8,    0.2,10,    4.9,   13.80,    7.5,    5.8,  53,NNE,십이동파,Sibidongpa,957,2017,4
 24,    1.7,    7.5,    5.5,   11.04,   14.7,    8.7, 1006.3,   10.8,    0.6,11,    4.5,   13.69,    7.5,    7.4,  83,N,십이동파,Sibidongpa,957,2017,4
 02,    1.7,    7.6,    6.5,   11.02,   14.0,    8.7, 1014.3,   11.0,    0.7,12,    4.8,   13.63,    7.4,    6.3,  58,NNE,십이동파,Sibidongpa,957,2017,4
 14,    1.4,    7.8,    4.9,   11.12,   13.9,    9.8, 1015.3,   12.0,    0.6,13,    4.5,   13.82,    7.8,    7.7,  80,SSW,십이동파,Sibidongpa,957,2017,4
 14,    2.6,    7.9,    5.3,   11.14,   20.9,   11.4, 1010.2,   13.9,    1.1,14,    4.8,   13.80,    9.7,   12.9,  78,SSW,십이동파,Sibidongpa,957,2017,4
 05,    1.6,    8.4,    5.2,   11.12,   14.0,   12.6, 1012.1,   17.1,    0.7,15,    4.8,   13.69,    9.4,    7.3,  86,SSW,십이동파,Sibidongpa,957,2017,4
 02,    0.9,    8.3,    4.7,   11.15,    9.0,   12.1, 1012.2,   19.9,    0.3,16,    4.5,   13.55,    8.2,    3.1,  90,N,십이동파,Sibidongpa,957,2017,4
 03,    0.5,    8.3,    6.0,   11.09,   16.9,   10.7,  999.4,   15.6,    0.2,17,    4.5,   13.33,    8.6,    5.8,  96,NNE,십이동파,Sibidongpa,957,2017,4
 16,    2.0,    8.5,    4.9,   11.11,   18.2,    9.8,  998.8,   13.2,    0.6,18,    4.5,   12.93,    6.9,    8.5,  95,SW,십이동파,Sibidongpa,957,2017,4
 06,    1.6,    8.6,    5.0,   11.09,   12.6,   10.6, 1009.4,   15.0,    0.7,19,    4.7,   12.64,    8.6,    5.5,  65,NNW,십이동파,Sibidongpa,957,2017,4
