wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 01,    7.9,   11.7,    5.4,   16.93,   32.9,    6.3, 1010.8,   11.3,    2.3,01,    4.8,   18.58,    1.9,   18.3,  52,WNW,간여암,Ganyoam,961,2018,3
 01,    1.8,   11.6,    5.7,   16.89,   21.9,    4.9, 1017.7,    8.9,    0.6,02,    4.8,   18.61,    1.6,    5.0,  51,NNW,간여암,Ganyoam,961,2018,3
 19,    1.6,   11.7,    5.6,   16.86,    9.5,   10.1, 1015.3,   12.9,    0.5,03,    4.7,   18.59,    7.5,    3.4,  69,ENE,간여암,Ganyoam,961,2018,3
 19>,    2.5>,   11.9,    5.1,   16.89,   38.2,   13.1, 1012.8,   20.0,    1.1>,04,    4.7,   18.45,   10.2,    6.2,  85,NNE,간여암,Ganyoam,961,2018,3
 12>,    5.0>,   11.5,    5.6,   17.00,   28.0,    9.3, 1013.2,   16.8,    2.4>,05,    4.7,   18.55,    4.5,   13.1,  78,E,간여암,Ganyoam,961,2018,3
 24,    4.8,   11.0,    6.2,   16.58,   21.4,    7.6, 1027.7,   10.2,    1.9,06,    5.1,   17.90,    5.0,   13.7,  57,ENE,간여암,Ganyoam,961,2018,3
 01,    4.0,   11.4,    5.2,   16.63,   23.8,    8.4, 1024.2,   12.0,    1.9,07,    4.7,   17.54,    6.3,   17.4,  67,ENE,간여암,Ganyoam,961,2018,3
 02,    2.4,   11.3,    5.4,   16.86,   23.9,    6.9, 1014.9,    9.5,    1.1,08,    4.9,   17.58,    5.2,   15.2,  74,NNE,간여암,Ganyoam,961,2018,3
 01,    1.9,   10.9,    7.0,   16.71,   16.5,    7.0, 1023.0,    9.9,    1.0,09,    5.6,   17.35,    4.0,    5.2,  60,NNW,간여암,Ganyoam,961,2018,3
 21,    2.2,   11.0,    6.1,   16.64,   14.5,    8.3, 1024.1,    9.8,    0.7,10,    4.9,   16.97,    5.5,    6.3,  58,WNW,간여암,Ganyoam,961,2018,3
 03,    1.6,   12.1,    5.5,   16.62,   14.8,    9.0, 1025.2,   11.5,    0.5,11,    4.5,   17.01,    6.9,    5.3,  53,NW,간여암,Ganyoam,961,2018,3
 24,    0.7,   13.0,    5.6,   16.68,   12.0,   12.0, 1023.4,   14.7,    0.3,12,    5.0,   17.22,    8.9,    3.0,  66,N,간여암,Ganyoam,961,2018,3
 16>,    1.5>,   12.4,    4.5>,   16.71>,   11.5>,   14.2, 1021.3,   16.6>,    0.6>,13,    4.1>,   17.38>,   11.6>,    5.0>,  76,SSW>,간여암,Ganyoam,961,2018,3
 02,    1.2,   12.3,    4.4,   16.76,   11.9,   14.9, 1021.0,   17.8,    0.5,14,    4.2,   17.61,   12.2,    5.5,  82,SSW,간여암,Ganyoam,961,2018,3
 11,    3.8,   11.5,    5.2,   16.89,   23.6,   14.5, 1014.7,   18.4,    1.6,15,    4.5,   17.93,   11.4,   10.0,  87,SW,간여암,Ganyoam,961,2018,3
 08,    8.2,   11.4,    5.4,   16.92,   30.5,    7.8, 1021.8,   12.1,    2.7,16,    4.7,   18.13,    5.2,   16.4,  65,E,간여암,Ganyoam,961,2018,3
 09,    2.6,   11.5,    5.0,   16.57,   18.0,    7.3), 1027.2,   10.5,    1.2,17,    4.6,   17.80,    4.8,   10.8,  60,ENE,간여암,Ganyoam,961,2018,3
 19,    2.2,   11.6,    4.9,   16.65,   11.1,   11.1, 1020.5,   13.3,    0.9,18,    4.5,   18.10,    7.9,    7.0,  79,NNE,간여암,Ganyoam,961,2018,3
 22,    6.6,   11.9,    4.9,   16.99,   26.1,   12.5, 1011.5,   15.8,    2.0,19,    4.6,   18.49,    8.9,   13.1,  82,ENE,간여암,Ganyoam,961,2018,3
 12,    8.7,   12.4,    5.4,   17.05,   34.0,    7.4, 1016.4,    9.8,    3.9,20,    4.8,   18.45,    3.4,   23.7,  59,ENE,간여암,Ganyoam,961,2018,3
 01,    5.7,   12.3,    6.5,   16.97,   28.1,    4.7, 1012.2,    6.9,    2.0,21,    5.3,   18.16,    2.3,   15.9,  71,NE,간여암,Ganyoam,961,2018,3
