wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 02,    1.1,    8.0,    5.6,   13.78,    7.3,    7.0, 1028.0,   10.3,    0.3,01,    4.8,   16.52,    5.5,    3.0,  77,SSW,갈매여,Galmaeyeo,958,2017,1
 23,    0.5,    8.0,    6.1,   13.75,    8.2,    7.8, 1023.5,    9.5,    0.2,02,    4.9,   16.38,    6.3,    4.0,  75,NNW,갈매여,Galmaeyeo,958,2017,1
 04>,    1.3>,    8.0,    5.5>,   13.86>,    9.6>,    6.6, 1024.9,    9.3>,    0.6>,03,    4.8>,   16.29>,    4.7>,    3.3>,  64,N>,갈매여,Galmaeyeo,958,2017,1
 15,    1.0,    8.0,    5.5,   13.79,    8.9,    7.1, 1024.2,    8.7,    0.4,04,    4.8,   16.12,    5.4,    4.0,  75,NNE,갈매여,Galmaeyeo,958,2017,1
 03,    1.1,    7.9,    5.3,   13.85,    8.9,    6.3, 1025.4,    8.5,    0.6,05,    4.8,   15.98,    3.6,    4.9,  64,ENE,갈매여,Galmaeyeo,958,2017,1
 04,    0.5,    7.9,    6.7,   13.95,    6.2,    7.6, 1025.8,    9.1,    0.2,06,    5.6,   15.72,    6.3,    3.1,  74,N,갈매여,Galmaeyeo,958,2017,1
 06,    0.4,    8.0,    7.1,   13.71,    7.2,    6.6, 1020.5,    8.5,    0.2,07,    6.3,   15.41,    4.8,    3.7,  76,E,갈매여,Galmaeyeo,958,2017,1
 22,    1.6,    7.9,    7.6,   13.66,   11.6,    7.6, 1014.3,    9.2,    0.3,08,    6.1,   15.48,    6.5,    5.6,  71,NNW,갈매여,Galmaeyeo,958,2017,1
 16,    3.4,    7.5,    6.9,   13.47,   15.7,    5.2, 1018.6,    7.9,    1.7,09,    5.8,   15.43,    3.4,   10.2,  60,NNW,갈매여,Galmaeyeo,958,2017,1
 01,    2.7,    7.3,    6.7,   13.56,   15.4,    2.9, 1024.2,    4.9,    1.4,10,    5.5,   16.09,    0.2,    8.3,  59,N,갈매여,Galmaeyeo,958,2017,1
 08,    2.6,    7.7,    6.5,   13.61,   14.7,    2.1, 1026.0,    4.9,    1.2,11,    5.6,   16.46,   -1.5,    7.0,  51,NNE,갈매여,Galmaeyeo,958,2017,1
 11,    2.4,    7.6,    6.5,   13.58,   13.2,    4.9, 1019.0,    7.1,    1.2,12,    5.3,   16.68,    2.0,    8.2,  55,WNW,갈매여,Galmaeyeo,958,2017,1
 18,    3.5,    7.4,    6.4,   13.59,   18.9,    1.7, 1017.8,    6.5,    1.4,13,    5.5,   16.82,   -0.2,    9.2,  61,WNW,갈매여,Galmaeyeo,958,2017,1
 22,    5.1,    7.0,    7.0,   13.60,   18.9,   -1.4, 1025.8,    1.7,    2.2,14,    6.1,   16.64,   -4.3,   12.0,  58,NNW,갈매여,Galmaeyeo,958,2017,1
 01,    3.8,    7.0,    7.1,   13.70,   15.9,   -0.6, 1028.5,    2.7,    1.4,15,    5.8,   16.73,   -4.4,    7.1,  58,NE,갈매여,Galmaeyeo,958,2017,1
 01,    2.1,    6.8,    5.9,   13.82,   12.3,    1.2, 1029.4,    2.8,    0.8,16,    5.1,   16.66,   -1.0,    5.6,  53,NNW,갈매여,Galmaeyeo,958,2017,1
 02,    1.2,    6.8,    5.4,   13.91,    7.0,    2.2, 1031.4,    4.1,    0.4,17,    4.9,   16.37,    0.4,    3.4,  59,ENE,갈매여,Galmaeyeo,958,2017,1
 15,    0.6,    6.8,    5.8,   13.78,    9.1,    3.8, 1030.4,    5.1,    0.2,18,    4.7,   16.01,    2.2,    3.9,  62,ENE,갈매여,Galmaeyeo,958,2017,1
 11,    1.1,    6.8,    5.1,   13.76,    9.0,    2.8, 1024.0,    4.7,    0.5,19,    4.7,   15.65,    1.4,    4.8,  64,NW,갈매여,Galmaeyeo,958,2017,1
 16,    8.7,    6.1,    7.5,   13.35,   25.2,    1.0, 1022.9,    5.0,    3.8,20,    6.4,   14.69,   -2.0,   14.3,  63,NW,갈매여,Galmaeyeo,958,2017,1
 01,    3.9,    6.5,    7.0,   13.83,   18.7,    1.8, 1026.9,    4.9,    1.3,21,    5.8,   15.11,   -0.6,    6.9,  63,WNW,갈매여,Galmaeyeo,958,2017,1
 09,    5.5,    6.7,    6.9,   13.52,   20.5,   -0.8, 1027.6,    3.9,    2.5,22,    6.0,   14.72,   -3.2,   12.0,  69,N,갈매여,Galmaeyeo,958,2017,1
 02,    3.3,    6.1,    6.4,   13.57,   17.6,   -1.4, 1031.6,    0.3,    1.8,23,    5.8,   14.95,   -4.0,    9.7,  66,N,갈매여,Galmaeyeo,958,2017,1
 05,    2.2,    5.8,    5.9,   13.68,   13.7,   -0.6, 1034.5,    1.6,    1.0,24,    5.2,   15.36,   -3.5,    5.7,  67,N,갈매여,Galmaeyeo,958,2017,1
 05,    1.4,    5.5,    5.4,   13.68,    9.7,    0.5], 1034.5,    2.0,    0.5,25,    4.9,   15.71,   -1.6,    4.7,  61,N,갈매여,Galmaeyeo,958,2017,1
 23,    1.7,    5.4,    5.7,   13.72,   16.9,    2.5, 1028.0,    5.1,    0.3,26,    4.7,   16.07,   -0.8,    6.0,  69,S,갈매여,Galmaeyeo,958,2017,1
 13,    4.1,    5.3,    7.8,   13.56,   17.4,    2.2, 1028.1,    8.1,    1.8,27,    6.2,   16.10,    0.2,    8.9,  59,NNW,갈매여,Galmaeyeo,958,2017,1
