wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 22,    1.8,   25.3,    7.0,   15.47,   15.0,   24.8, 1010.9,   26.9,    0.8,01,    6.5,   16.00,   23.7,    8.1,  67,E,지귀도,Jigwido,960,2017,9
 22,    1.4,   28.3,    7.5,   15.48,   12.6,   23.9, 1012.1,   26.1,    0.6,02,    6.6,   16.17,   22.6,    7.8,  64,ENE,지귀도,Jigwido,960,2017,9
 19,    1.1,   27.3,    6.8,   15.48,   12.9,   24.7], 1014.0,   26.4,    0.5,03,    6.3,   16.34,   22.7,    8.1,  67,ESE,지귀도,Jigwido,960,2017,9
 21,    1.1,   26.8,    6.6,   15.48,   13.5,   25.3, 1013.1,   27.5,    0.5,04,    6.0,   16.48,   23.2,    8.0,  77,SSE,지귀도,Jigwido,960,2017,9
 02,    1.6,   24.2],    7.0,   15.41,   12.9,   25.1, 1010.4,   27.0,    0.7,05,    6.4,   16.47,   22.6,    4.9,  89,SSE,지귀도,Jigwido,960,2017,9
 01,    0.7,   23.0,    7.0,   15.35,   16.0,   27.5, 1007.7,   29.8,    0.2,06,    6.4,   16.55,   25.1,    6.2,  84,WNW,지귀도,Jigwido,960,2017,9
 21>,    0.4>,   24.1,    7.8,   15.40,   10.0,   24.6, 1007.2,   27.8,,07,    5.9,   16.69,   22.6,    4.0,  83,NW,지귀도,Jigwido,960,2017,9
 19,    0.4,   26.3,    7.4,   15.44,    7.3,   24.6, 1011.6,   29.2,    0.1,08,    6.4,   16.62,   21.3,    3.2,  69,WSW,지귀도,Jigwido,960,2017,9
 01,    0.3,   26.7,    6.8,   15.44,    6.8,   25.2, 1012.9,   28.8,    0.1>,09,    6.3,   16.54,   21.7,    3.3,  69,SE,지귀도,Jigwido,960,2017,9
 02,    0.2,   27.5,    7.1,   15.44,   14.6,   26.2, 1012.7,   29.1,,10,    6.3,   16.49,   23.2,    4.0,  71,SSW,지귀도,Jigwido,960,2017,9
 09,    0.5,   24.9,    7.0,   15.39,   18.9,   26.7, 1006.4,   28.5,    0.3,11,    6.1,   16.38,   24.1,    9.1,  85,NW,지귀도,Jigwido,960,2017,9
 03,    0.4,   24.7,    8.6,   15.49,   11.1,   25.5, 1013.7,   28.6,    0.2,12,    6.5,   16.31,   23.0,    4.1,  68,S,지귀도,Jigwido,960,2017,9
 22,    1.3,   26.4,   12.4,   15.56,   17.5,   25.5, 1017.0,   27.9,    0.6,13,   10.1,   16.18,   21.8,    8.9,  46,NE,지귀도,Jigwido,960,2017,9
 13,    2.5,   26.7,    8.5,   15.57,   17.1,   24.5, 1016.3,   25.9,    1.2,14,    7.0,   16.17,   22.7,   10.4,  71,E,지귀도,Jigwido,960,2017,9
 18,    4.7,   26.2,    8.9,   15.62,   24.5,   24.4, 1013.1,   25.9,    2.2,15,    7.6,   16.32,   22.9,   15.0,  70,ESE,지귀도,Jigwido,960,2017,9
 04,    3.3,   26.0,    8.1,   15.60,   25.2,   23.8, 1007.4,   26.5,    2.0,16,    7.4,   16.41,   20.4,   15.4,  78,ESE,지귀도,Jigwido,960,2017,9
 07>,    2.3>,   25.9),    8.5>,   15.46>,   20.2>,   25.0), 1003.5),   29.2>,    1.0>,17,    7.6>,   16.38>,   22.0>,    9.5>,  69),NNE>,지귀도,Jigwido,960,2017,9
 09,    1.5,   26.2,    8.8,   15.45,    7.6,   24.7, 1010.2,   28.0,    0.7,18,    7.7,   16.64,   22.1,    3.0,  68,SSE,지귀도,Jigwido,960,2017,9
 01,    1.1,   25.8,    8.2,   15.50,    9.4,   24.9, 1012.8,   26.5,    0.2,19,    7.3,   16.73,   23.0,    5.5,  70,WNW,지귀도,Jigwido,960,2017,9
 01,    0.2,   25.9,    8.2,   15.48,   13.1,   24.4, 1013.1,   27.0,    0.1,20,    7.1,   16.71,   22.4,    6.3,  76,NW,지귀도,Jigwido,960,2017,9
 24,    0.3,   25.7,    7.2,   15.52,    7.1,   22.8, 1013.3,   24.6,    0.1,21,    6.4,   16.71,   20.7,    3.0,  65,ENE,지귀도,Jigwido,960,2017,9
 14,    0.6,   25.7,    6.1,   15.50,    9.0,   23.5, 1013.0,   27.1,    0.2,22,    5.4,   16.66,   21.6,    3.5,  75,ENE,지귀도,Jigwido,960,2017,9
 01,    0.4,   25.2,    6.6,   15.47,    5.8,   23.0, 1016.4,   26.5,    0.1,23,    5.8,   16.55,   20.8,    2.4,  71,NE,지귀도,Jigwido,960,2017,9
