wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 05,    0.4,   20.1,    5.3,    8.59,    7.8,   21.9, 1008.0,   26.6,    0.1,01,    4.4,   11.26,   20.1,    1.7,  92,SSE,서수도,Seosudo,955,2017,7
 14>,    0.3>,   20.3),    5.9>,    8.58>,   18.4>,   22.3), 1007.2),   24.2>,    0.1>,02,    4.3>,   10.84>,   20.3>,    5.4>,  96),SSW>,서수도,Seosudo,955,2017,7
 03>,    1.0>,   20.2,    5.3>,    8.56>,   18.0>,   22.2, 1006.1,   23.8>,    0.2>,03,    4.3>,   10.51>,   21.0>,    7.3>,  96,SSE>,서수도,Seosudo,955,2017,7
 05,    0.3,   20.4,    6.1,    8.60,    7.6,   21.9, 1006.6,   23.5,    0.1,04,    4.5,   10.61,   20.5,    2.7,  97,SSE,서수도,Seosudo,955,2017,7
 05,    0.4,   20.6,    5.2,    8.63,    5.7,   23.1, 1010.6,   25.3,    0.1,05,    4.4,   10.84,   20.1,    1.8,  92,SSE,서수도,Seosudo,955,2017,7
 20,    0.4,   21.0,    5.7,    8.66,    6.8,   23.7, 1010.4,   27.0,    0.1,06,    4.5,   11.25,   20.6,    2.1,  91,S,서수도,Seosudo,955,2017,7
 21,    0.5,   21.2,    5.7,    8.71,   14.2,   24.1, 1007.4,   26.6,    0.1,07,    4.3,   11.57,   22.6,    6.1,  91,SE,서수도,Seosudo,955,2017,7
 09,    0.5,   21.4,    5.6,    8.71,   12.0,   23.3, 1006.5,   25.6,    0.2,08,    4.6,   11.80,   21.9,    5.8,  92,SSE,서수도,Seosudo,955,2017,7
 08,    0.4,   21.4,    5.3,    8.75,    7.8,   23.9, 1006.3,   25.4,    0.1,09,    4.6,   12.14,   22.5,    3.0,  92,SSE,서수도,Seosudo,955,2017,7
 12,    0.8,   21.3,    5.4,    8.81,   15.9,   23.1, 1000.9,   25.0,    0.2,10,    4.5,   12.31,   21.4,    5.8,  94,SSE,서수도,Seosudo,955,2017,7
 14,    0.4,   21.4,    5.8,    8.79,    7.3,   23.0, 1007.7,   25.9,    0.1,11,    4.9,   12.29,   20.8,    3.4,  93,SSE,서수도,Seosudo,955,2017,7
 10,    0.5,   21.6,    5.5,    8.82,    6.0,   23.3, 1010.6,   25.8,    0.1,12,    4.5,   12.42,   21.8,    3.2,  92,SSE,서수도,Seosudo,955,2017,7
 11,    0.4,   21.8,    5.4,    8.76,    4.6,   23.0, 1008.4,   25.2,    0.1,13,    4.4,   12.26,   20.8,    1.6,  91,SSE,서수도,Seosudo,955,2017,7
 16,    0.8,   21.9,    5.1,    8.76,   14.1,   25.1, 1008.1,   27.8,    0.1,14,    4.4,   12.14,   23.5,    3.9,  86,SSE,서수도,Seosudo,955,2017,7
 16,    0.7,   22.2,    5.6,    8.73,   13.4,   23.1, 1009.7,   24.7,    0.2,15,    4.5,   11.87,   21.9,    4.7,  93,S,서수도,Seosudo,955,2017,7
 05,    0.4,   22.2,    5.5,    8.67,   10.7,   23.8, 1012.3,   25.6,    0.1,16,    4.7,   11.62,   22.5,    2.6,  94,NE,서수도,Seosudo,955,2017,7
 19,    0.4,   22.4,    5.4,    8.63,    9.8,   24.0, 1012.3,   25.8,    0.1,17,    4.7,   11.26,   22.3,    2.6,  92,SSE,서수도,Seosudo,955,2017,7
 14,    0.5,   22.7,    6.3,    8.55,    6.0,   23.8, 1010.0,   26.0,    0.1,18,    4.6,   11.00,   22.4,    1.9,  93,SE,서수도,Seosudo,955,2017,7
 05,    0.4,   22.8,    6.1,    8.51,    6.5,   24.0, 1007.7,   25.8,    0.1,19,    4.5,   10.84,   22.3,    1.9,  92,NE,서수도,Seosudo,955,2017,7
 05>,    0.4>,   22.8),    6.0>,    8.58>,    8.2>,   24.9), 1007.0),   29.9>,    0.1>,20,    4.4>,   11.28>,   21.7>,    2.3>,  89),SSE>,서수도,Seosudo,955,2017,7
 08,    0.4,   23.1,    4.9,    8.59,    8.7,   25.7, 1008.3,   27.6,    0.1,21,    4.1,   11.83,   23.1,    4.9,  90,S,서수도,Seosudo,955,2017,7
 05,    0.4,   23.1,    5.8,    8.66,    8.5,   25.1, 1009.3,   27.2,    0.1,22,    4.2,   12.31,   23.3,    4.1,  93,SE,서수도,Seosudo,955,2017,7
 09,    0.3,   23.3,    5.9,    8.74,    9.9,   24.7, 1005.0,   26.3,    0.1,23,    4.1,   12.70,   23.2,    5.3,  94,SSE,서수도,Seosudo,955,2017,7
 09,    0.2,   23.0,    5.1,    8.76,    5.9,   24.4, 1003.1,   25.7,    0.1,24,    4.3,   12.85,   23.4,    2.1,  93,NW,서수도,Seosudo,955,2017,7
 10,    0.8,   22.9,    5.6,    8.78,   11.3,   25.1, 1004.1,   28.3,    0.1,25,    4.3,   13.07,   23.4,    3.4,  89,NNE,서수도,Seosudo,955,2017,7
 10,    0.5,   23.0,    5.4,    8.86,    9.7,   26.0, 1007.5,   29.5,    0.1,26,    4.2,   13.04,   23.8,    4.0,  77,ENE,서수도,Seosudo,955,2017,7
 12,    0.4,   23.0,    5.5,    8.85,    5.5,   25.2, 1008.2,   27.6,    0.1,27,    4.3,   12.85,   23.2,    1.7,  79,E,서수도,Seosudo,955,2017,7
 13,    0.4,   23.0,    5.1,    8.70,    8.1,   24.0, 1008.1,   25.4,    0.1,28,    4.4,   12.39,   23.1,    2.5,  94,SE,서수도,Seosudo,955,2017,7
 13,    0.3,   23.2,    6.5,    8.64,    5.9,   25.3, 1007.5,   28.0,    0.1,29,    4.4,   11.87,   23.5,    1.8,  89,ENE,서수도,Seosudo,955,2017,7
 05,    0.4,   23.4,    7.7,    8.68,    7.3,   24.8, 1007.4,   27.4,    0.1,30,    4.7,   11.44,   22.9,    1.8,  89,ENE,서수도,Seosudo,955,2017,7
 05,    0.3,   23.6,    8.3,    8.66,   10.7,   24.4, 1008.8,   25.8,    0.1,31,    5.1,   10.88,   22.9,    2.7,  92,SE,서수도,Seosudo,955,2017,7
,    0.5,   22.1,    5.7,    8.69,,   23.9, 1007.8,   26.3,    0.1,월,    4.5,   11.79,   22.2,    3.4,  91,,서수도,Seosudo,955,2017,7
