wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 02,    1.3,   20.7,    5.2,   13.76,   10.1,   23.0, 1011.9,   24.9,    0.4,01,    4.8,   15.28,   20.5,    6.3,  71,NE,갈매여,Galmaeyeo,958,2017,9
 04,    0.5,   20.4,    6.0,   13.74,    7.0,   22.9, 1012.5,   24.9,,02,    5.3,   15.27,   20.8,    3.3,  72,NE,갈매여,Galmaeyeo,958,2017,9
 11,    0.3,   20.8,    7.1,   13.73,    5.0,   23.1, 1014.5,   25.2,,03,    6.0,   15.59,   20.8,    2.2,  77,NW,갈매여,Galmaeyeo,958,2017,9
 17,    0.5,   21.1,    8.0,   13.77,    4.8,   23.8, 1014.5,   25.6,    0.2,04,    7.1,   15.99,   22.0,    2.1,  72,ENE,갈매여,Galmaeyeo,958,2017,9
 13,    0.4,   21.1,    8.2,   13.72,   10.8,   21.1, 1011.1,   23.6,    0.1,05,    6.8,   16.22,   19.4,    4.1,  89,ENE,갈매여,Galmaeyeo,958,2017,9
 24,    0.5,   21.4,    7.2,   13.69,    9.4,   21.5], 1008.2,   22.9,    0.2,06,    6.1,   16.43,   20.2,    4.4,  85,NE,갈매여,Galmaeyeo,958,2017,9
 24,    0.7,   21.4,    6.1,   13.74,    8.2,   22.3, 1008.6,   24.2,    0.2,07,    5.2,   16.53,   21.0,    3.5,  83,NE,갈매여,Galmaeyeo,958,2017,9
 01,    0.9,   21.7,    6.3,   13.84,    9.3,   22.7, 1011.9,   24.0,    0.4,08,    4.9,   16.73,   21.6,    1.3,  88,NW,갈매여,Galmaeyeo,958,2017,9
 02,    0.5,   21.9,    6.2,   13.86,    6.1,   22.4, 1013.1,   23.9,    0.2,09,    5.3,   16.73,   20.5,    3.1,  87,ENE,갈매여,Galmaeyeo,958,2017,9
 01,    0.4,   22.1,    6.3,   13.89,    5.4,   23.3, 1012.6,   25.8,    0.1,10,    5.2,   16.62,   21.5,    2.1,  83,ESE,갈매여,Galmaeyeo,958,2017,9
 14,    1.8,   22.0,    5.8,   13.78,   17.8,   20.9, 1006.8,   24.7,    0.5,11,    4.8,   16.37,   17.8,    9.2,  86,ENE,갈매여,Galmaeyeo,958,2017,9
 03,    1.5,   21.7,    5.4,   13.89,    9.4,   22.5, 1014.7,   24.4,    0.7,12,    4.9,   16.23,   21.7,    4.7,  79,N,갈매여,Galmaeyeo,958,2017,9
 04,    1.6,   21.6,    5.3,   13.90,   10.4,   22.2], 1018.9,   23.3,    0.7,13,    4.8,   16.01,   21.2,    5.6,  69,N,갈매여,Galmaeyeo,958,2017,9
 24,    1.2,   21.4,    9.6,   13.87,    9.1,   21.6, 1018.3,   23.7,    0.6,14,    5.7,   15.76,   19.2,    5.4,  73,NNE,갈매여,Galmaeyeo,958,2017,9
 20,    2.9,   20.9,   11.3,   13.94,   12.5,   22.1, 1016.6,   25.0,    1.3,15,   10.0,   15.95,   20.2,    6.8,  65,E,갈매여,Galmaeyeo,958,2017,9
 10,    2.0,   20.8,   11.6,   13.83,   11.2,   21.2, 1011.7,   23.6,    0.9,16,    9.7,   15.91,   18.9,    7.6,  69,ENE,갈매여,Galmaeyeo,958,2017,9
 18,    2.2,   20.3,    9.2,   13.61,   14.5,   21.4), 1006.4,   23.1,    0.8,17,    5.5,   15.89,   20.2,    9.1,  78,N,갈매여,Galmaeyeo,958,2017,9
 05,    1.4,   20.3,    5.8,   13.69,    7.6,   21.9, 1009.3,   25.2,    0.5,18,    4.9,   16.11,   20.8,    3.3,  84,NNW,갈매여,Galmaeyeo,958,2017,9
 23,    2.0,   20.7,    6.3,   13.82,   13.5,   22.0, 1010.5,   23.5,    0.4,19,    5.3,   16.55,   20.5,    8.1,  94,SW,갈매여,Galmaeyeo,958,2017,9
 12,    1.8,   21.0,    5.9,   13.77,   10.9,   20.6, 1013.3,   22.9,    0.8,20,    4.9,   16.76,   19.7,    6.0,  65,SW,갈매여,Galmaeyeo,958,2017,9
 01,    1.1,   21.0,    5.3,   13.86,    5.3,   19.9, 1014.0,   21.1,    0.4,21,    4.7,   16.73,   18.2,    2.7,  72,NNE,갈매여,Galmaeyeo,958,2017,9
 01,    0.3,   21.1,    6.6,   13.92,    4.0,   21.4, 1013.2,   25.3,    0.1,22,    5.1,   16.79,   19.3,    1.9,  75,ENE,갈매여,Galmaeyeo,958,2017,9
 14,    0.8,   21.4,    6.1,   13.89,    7.2,   21.3, 1015.9,   24.1,    0.3,23,    5.1,   16.63,   19.7,    3.3,  86,SSW,갈매여,Galmaeyeo,958,2017,9
 02,    0.9,   21.5,    5.4,   13.90,    8.2,   22.0, 1015.7,   25.2,    0.3,24,    4.8,   16.45,   20.1,    3.3,  90,NE,갈매여,Galmaeyeo,958,2017,9
 02,    0.6,   21.5,    5.9,   13.89,    9.3,   21.7, 1014.1,   23.7,    0.2,25,    4.9,   16.26,   19.7,    3.2,  90,ENE,갈매여,Galmaeyeo,958,2017,9
 02,    0.3,   21.6,    6.9,   13.93,    6.9,   23.2, 1010.9,   25.2,    0.1,26,    5.6,   15.96,   21.3,    3.0,  80,SSW,갈매여,Galmaeyeo,958,2017,9
 21,    2.2,   21.1,    6.6,   13.72,   15.8,   20.5, 1006.5,   24.3,    0.7,27,    5.2,   15.31,   18.6,    9.3,  87,E,갈매여,Galmaeyeo,958,2017,9
 07,    2.4,   20.7,    6.2,   13.82,   14.1,   20.5, 1011.8,   21.9,    1.2,28,    5.4,   15.20,   18.3,    8.0,  65,N,갈매여,Galmaeyeo,958,2017,9
 02,    2.1,   20.6,    6.2,   13.78,   11.4,   18.8, 1018.6,   21.5,    0.8,29,    5.4,   15.03,   17.8,    3.9,  50,N,갈매여,Galmaeyeo,958,2017,9
 13,    0.7,   20.5,    5.5,   13.80,    6.9,   20.4, 1021.7,   22.8,    0.3,30,    5.1,   15.22,   17.5,    3.2,  67,SSW,갈매여,Galmaeyeo,958,2017,9
,    1.2,   21.1,    6.8,   13.81,,   21.7, 1012.9,   24.0,    0.5,월,    5.6,   16.08,   20.0,    4.7,  78,,갈매여,Galmaeyeo,958,2017,9
