wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 20,    0.6,   15.3,    8.6,   15.18,    4.7,   18.0, 1025.6,   21.2,    0.3,01,    7.4,   16.48,   14.5,    1.9,  85,SW,지귀도,Jigwido,960,2018,4
 20,    0.7,   15.3,    9.6,   15.19,    4.5,   18.6, 1025.5,   21.6,    0.3,02,    8.7,   16.40,   16.5,    2.1,  87,NW,지귀도,Jigwido,960,2018,4
 01,    0.5,   15.3,    9.5,   15.18,    4.1,   18.6, 1025.5,   23.0,    0.3,03,    8.6,   16.36,   15.8,    1.9,  87,SW,지귀도,Jigwido,960,2018,4
 08>,    0.4>,   15.4,    9.6,   15.21,   13.8,   18.2, 1025.5,   21.4,    0.2>,04,    8.5,   16.28,   15.8,    4.2,  88,SE,지귀도,Jigwido,960,2018,4
 05,    1.9,   15.6,    6.6,   15.18,   13.3,   16.1, 1025.6,   18.6,    0.8,05,    6.2,   16.21,   12.1,    5.4,  96,SSE,지귀도,Jigwido,960,2018,4
 02,    0.7,   15.4,    7.6,   15.11,   27.0,   13.7, 1025.6,   20.4,    0.3,06,    6.7,   15.95,    8.5,    9.6,  58,NNW,지귀도,Jigwido,960,2018,4
 04,    0.5,   15.2,    7.8,   15.09,   25.2,    6.7, 1025.6,    9.4,    0.2,07,    6.7,   15.69,    2.9,   10.3,  58,NNW,지귀도,Jigwido,960,2018,4
 19,    0.7,   15.3,    7.5,   15.21,   14.6,   11.5, 1025.6,   14.3,    0.3,08,    6.6,   15.67,    7.1,    7.3,  58,WNW,지귀도,Jigwido,960,2018,4
 01,    0.7,   15.4,    7.4,   15.20,   14.9,   14.6, 1025.6,   19.2,    0.3,09,    6.7,   15.56,   12.9,    5.9,  77,WNW,지귀도,Jigwido,960,2018,4
 03,    0.3,   15.5,    6.6,   15.24,    7.8,   17.0, 1025.6,   20.3,    0.1,10,    6.0,   15.71,   13.6,    3.6,  85,W,지귀도,Jigwido,960,2018,4
 04,    0.5,   15.3,    6.6,   15.16,    9.8,   16.7, 1025.6,   21.9,    0.2,11,    6.2,   15.72,   14.6,    3.1,  88,W,지귀도,Jigwido,960,2018,4
 04,    0.3,   15.5,    6.5,   15.25,   15.4,   16.8, 1025.6,   18.7,    0.1,12,    6.1,   15.95,   13.8,    4.9,  49,NE,지귀도,Jigwido,960,2018,4
 21,    2.5,   15.5,    7.3,   15.32,   18.2,   16.7, 1025.6,   20.7,    1.0>,13,    6.3,   16.15,   12.9,   11.2,  53,ESE,지귀도,Jigwido,960,2018,4
 01,    2.0,   15.6,    8.4,   15.15,   17.2,   15.3, 1025.6,   19.7,    0.9,14,    6.9,   16.24,   11.0,    8.4,  91,S,지귀도,Jigwido,960,2018,4
 01,    0.4,   15.6,    7.6,   15.13,   20.4,   13.8, 1025.6,   18.8,    0.2,15,    6.8,   16.29,   10.9,    6.9,  48,SE,지귀도,Jigwido,960,2018,4
 16,    0.6,   16.0,    6.8,   15.21,   13.8,   13.4, 1025.6,   16.4,    0.2,16,    5.9,   16.50,    9.1,    4.7,  61,NE,지귀도,Jigwido,960,2018,4
 14,    0.8,   16.4,    6.1,   15.17,   10.1,   14.5, 1025.6,   16.7,    0.4,17,    5.5,   16.53,   13.2,    5.7,  76,E,지귀도,Jigwido,960,2018,4
 01,    0.6,   16.2,    7.4,   15.08,    9.4,   14.0, 1025.6,   16.4,    0.1,18,    6.1,   16.49,   11.0,    4.0,  66,WNW,지귀도,Jigwido,960,2018,4
 03,    0.2,   15.9,    8.0,   15.08,    8.1,   14.5, 1025.6,   18.1,,19,    7.4,   16.36,   10.5,    3.7,  69,WNW,지귀도,Jigwido,960,2018,4
 03,    0.2,   16.0,    8.3,   15.14,    6.7,   15.5, 1025.6,   19.8,    0.1,20,    7.6,   16.41,   12.1,    2.3,  68,WNW,지귀도,Jigwido,960,2018,4
 05,    0.2,   15.8,    8.4,   15.14,    4.5,   17.7, 1025.6,   22.4,    0.1,21,    7.6,   16.30,   13.6,    1.6,  81,WNW,지귀도,Jigwido,960,2018,4
 23,    0.8,   15.9,    7.5,   15.23,   14.0,   18.4, 1025.5,   21.8,    0.3>,22,    6.0,   16.11,   14.4,    4.0,  95,S,지귀도,Jigwido,960,2018,4
 08,    1.5,   15.9,    6.7,   15.27,   10.3,   18.4, 1025.5,   22.1,    0.7,23,    6.1,   16.04,   15.0,    3.3,  99,S,지귀도,Jigwido,960,2018,4
 17,    2.3,   16.3,    7.0,   15.23,   16.2,   15.5, 1025.6,   18.1,    0.8,24,    6.4,   15.92,   13.8,    7.0,  91,ENE,지귀도,Jigwido,960,2018,4
 03,    1.9,   16.6,    7.5,   15.27,    9.3,   14.5, 1025.6,   16.8,    0.7,25,    6.4,   16.04,   12.9,    4.1,  73,ESE,지귀도,Jigwido,960,2018,4
 09,    0.7,   16.4,    6.4,   15.25,    6.5,   16.0, 1025.6,   20.3,    0.3,26,    5.9,   16.07,   12.1,    2.5,  66,WNW,지귀도,Jigwido,960,2018,4
 01,    0.3,   16.0,    7.4,   15.20,   13.7,   17.0, 1025.6,   21.3,    0.1,27,    6.9,   16.11,   12.6,    3.1,  68,WNW,지귀도,Jigwido,960,2018,4
 19,    0.3,   16.3,    8.0,   15.19,    6.0,   16.1, 1025.6,   19.4,    0.1,28,    6.8,   16.24,   13.9,    2.6,  86,NE,지귀도,Jigwido,960,2018,4
