wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 20,    1.5,   13.1,    7.8,    7.81,   15.9,    3.1, 1024.8,    7.1,    0.7,01,    6.4,    7.97,    0.7,    5.7,  28,NW,이덕서,Idukseo,963,2017,2
 10,    1.5,   12.9,    7.9,    7.80,   19.6,    4.3, 1025.8,    9.7,    0.8,02,    6.7,    7.97,   -0.8,    6.3,  20,NNW,이덕서,Idukseo,963,2017,2
 07,    1.5,   12.8,    7.6,    7.86,   14.3,    6.2, 1024.4,    9.0,    0.8,03,    6.7,    7.97,    2.5,    4.5,  36,NW,이덕서,Idukseo,963,2017,2
 15,    1.0,   13.0,    8.0,    7.84,   12.3,   10.2, 1019.7,   13.0,    0.5,04,    6.5,    7.94,    5.9,    4.4,  29,SW,이덕서,Idukseo,963,2017,2
 01,    0.6,   13.2,    7.0,    7.79,   22.8,    8.5, 1010.6,   12.2,    0.3,05,    5.5,    7.89,    5.3,    4.5,  68,WNW,이덕서,Idukseo,963,2017,2
 24,    2.0,   12.8,    7.3,    7.86,   23.5,    4.4, 1018.4,    7.5,    0.7,06,    5.9,    7.96,    2.5,    8.6,  35,WNW,이덕서,Idukseo,963,2017,2
 08,    2.9,   12.7,    7.9,    7.88,    9.0,    5.4, 1023.6,    8.2,    1.7,07,    7.4,    7.97,    2.0,    4.5,  48,NNE,이덕서,Idukseo,963,2017,2
 04,    2.3,   12.8,    8.1,    7.84,   12.7,    7.0, 1016.6,   10.7,    1.2,08,    7.3,    7.95,    2.5,    4.0,  48,NW,이덕서,Idukseo,963,2017,2
 23,    2.8,   12.7,    8.7,    7.80,   22.4,    1.3, 1009.8,    4.5,    0.9,09,    7.3,    7.97,   -2.9,   11.0,  34,NW,이덕서,Idukseo,963,2017,2
 01,    3.2,   13.0,    8.7,    7.81,   21.6,   -1.4, 1014.9,    1.8,    1.5,10,    7.8,    8.00,   -4.1,    7.3,  35,NW,이덕서,Idukseo,963,2017,2
 23,    2.6,   13.1,    8.7,    7.84,   17.6,   -0.5, 1021.7,    4.0,    1.2,11,    7.5,    8.03,   -4.8,    6.9,  37,WNW,이덕서,Idukseo,963,2017,2
 14,    3.0,   13.1,    9.2,    7.88,   20.4,    2.9, 1026.5,    7.3,    1.5,12,    8.0,    8.06,   -1.3,    7.5,  35,NW,이덕서,Idukseo,963,2017,2
 01,    1.8,   13.0,    8.1,    7.90,   16.6,    5.2, 1029.2,    9.4,    1.0,13,    7.2,    8.07,    1.2,    5.6,  31,NW,이덕서,Idukseo,963,2017,2
 18,    2.1,   13.2,    8.3,    7.88,   10.5,    5.4, 1031.3,    8.0,    1.1,14,    7.0,    8.05,    3.0,    4.7,  51,NNW,이덕서,Idukseo,963,2017,2
 01,    1.5,   13.7,    7.3,    7.83,   12.0,    8.7, 1028.4,   12.8,    0.7,15,    6.2,    7.98,    3.4,    4.4,  32,SSW,이덕서,Idukseo,963,2017,2
 15,    1.2,   13.2,    5.2,    7.80,   20.1,   12.8, 1020.0,   16.0,    0.5,16,    4.6,    7.93,    7.8,    7.9,  44,WSW,이덕서,Idukseo,963,2017,2
