wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 17,    1.3,   16.3,    5.5,   13.77,    8.3,   15.0, 1021.8,   16.7,    0.5,01,    5.0,   15.79,   13.2,    4.1,  70,SSW,갈매여,Galmaeyeo,958,2017,11
 10,    1.2,   16.4,    5.7,   13.75,    5.7,   15.3, 1018.8,   16.8,    0.4,02,    5.0,   16.11,   14.1,    2.2,  62,SSW,갈매여,Galmaeyeo,958,2017,11
 21,    4.2,   16.3,    6.5,   13.73,   14.5,   12.9], 1021.4,   16.0,    1.1,03,    5.1,   16.44,    7.3,    7.2,  71,NNW,갈매여,Galmaeyeo,958,2017,11
 06,    4.9,   16.0,    7.8,   13.63,   15.3,   10.0, 1029.0,   11.6,    2.0,04,    6.5,   16.68,    7.8,    7.5,  56,NNW,갈매여,Galmaeyeo,958,2017,11
 01,    1.4,   15.8,    5.9,   13.82,   11.3,   11.0, 1029.2,   12.7,    0.6,05,    5.0,   17.05,    8.4,    4.4,  60,ENE,갈매여,Galmaeyeo,958,2017,11
 01,    0.9,   15.6,    6.1,   13.83,    7.3,   11.7, 1025.1,   13.1,    0.4,06,    5.1,   17.04,   10.3,    2.1,  70,ENE,갈매여,Galmaeyeo,958,2017,11
 01,    0.7,   15.6,    6.0,   13.84,    7.2,   16.3, 1020.6,   19.9,    0.2,07,    5.4,   17.05,   12.0,    4.4,  75,SSW,갈매여,Galmaeyeo,958,2017,11
 24,    2.7,   15.6,    6.3,   13.77,   14.0,, 1021.4,,    0.9,08,    5.2,   16.60,,    8.1,,N,갈매여,Galmaeyeo,958,2017,11
 01,    2.7,   15.3,    6.6,   13.83,   11.7,   11.7, 1024.1,   13.8,    0.8,09,    5.3,   16.55,    9.8,    5.1,  56,N,갈매여,Galmaeyeo,958,2017,11
 24,    3.7,   15.3,    6.2,   13.81,   17.4,   14.3, 1017.3,   17.1,    0.5,10,    5.0,   15.79,   10.7,    9.3,  70,WNW,갈매여,Galmaeyeo,958,2017,11
 05,    4.5,   14.9,    6.9,   13.55,   15.8,    9.5, 1022.0,   11.8,    2.0,11,    6.1,   15.68,    8.1,    7.9,  56,N,갈매여,Galmaeyeo,958,2017,11
 01,    1.3,   14.7,    5.5,   13.75,    8.7,    9.4, 1021.8,   10.9,    0.5,12,    5.0,   15.56,    7.8,    0.7,  63,NE,갈매여,Galmaeyeo,958,2017,11
 24,    0.7,   14.6,    6.5,   13.69,    9.2,   11.6, 1018.3,   14.6,    0.2,13,    5.2,   15.51,    8.6,    3.3,  75,SW,갈매여,Galmaeyeo,958,2017,11
 15,    2.4,   14.5,    7.0,   13.60,   10.6,   11.9, 1020.0,   15.3,    1.0,14,    5.4,   15.53,   10.3,    6.0,  51,NW,갈매여,Galmaeyeo,958,2017,11
 09,    2.7,   14.2,    6.2,   13.62,   14.4,    9.3, 1022.2,   11.5,    1.3,15,    5.6,   15.69,    7.7,    6.8,  49,WNW,갈매여,Galmaeyeo,958,2017,11
