wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 01,    0.7,   14.3,    8.7,   15.05,   30.7,    9.0, 1025.6,   13.3,    0.3,01,    7.3,   16.52,    5.4,   10.8,  58,NW,지귀도,Jigwido,960,2018,3
 01,    0.4,   14.3,    7.3,   15.18,   14.1,    8.8, 1025.6,   11.8,    0.2,02,    6.6,   16.63,    4.4,    3.2,  60,SSE,지귀도,Jigwido,960,2018,3
 20,    1.0,   14.5,    8.1,   15.15,   11.0,   12.8, 1025.6,   15.5,    0.3,03,    6.4,   16.71,   10.2,    4.5,  84,SSE,지귀도,Jigwido,960,2018,3
 05,    1.0,   14.5,    6.9,   15.13,    8.9,   16.3, 1025.6,   20.0,    0.5,04,    6.3,   16.53,   14.0,    1.9,  92,W,지귀도,Jigwido,960,2018,3
 22,    3.1,   14.5,    7.9,   15.16,   21.4,   11.9, 1025.6,   17.1,    0.9,05,    6.8,   16.43,    8.0,    8.8,  89,ENE,지귀도,Jigwido,960,2018,3
 01,    2.8,   14.6,    7.9,   15.25,   22.1,    9.3, 1025.6,   11.0,    1.3,06,    7.0,   16.38,    7.1,   11.1,  68,E,지귀도,Jigwido,960,2018,3
 01,    3.0,   14.5,    7.6,   15.21,   18.3,   10.8, 1025.6,   13.7,    1.6,07,    7.0,   16.13,    7.3,   12.1,  79,ESE,지귀도,Jigwido,960,2018,3
 01>,    2.4>,   14.4,    8.2>,   15.08>,   26.7>,    9.4, 1025.6,   13.4>,    0.7>,08,    7.2>,   15.84>,    5.1>,    9.8>,  70,NNE>,지귀도,Jigwido,960,2018,3
 20,    1.2,   14.5,    8.0,   15.18,   21.6,    8.6, 1025.6,   12.0,    0.5,09,    7.3,   15.64,    4.9,    3.9,  66,NNE,지귀도,Jigwido,960,2018,3
 03,    1.3,   15.1,    8.2,   15.19,   11.8,    9.5, 1025.6,   12.5,    0.4,10,    7.0,   15.51,    6.9,    3.7,  62,WNW,지귀도,Jigwido,960,2018,3
 02,    0.4,   15.1,    8.9,   15.20,    8.0,   10.4, 1025.6,   14.4,    0.2,11,    7.8,   15.58,    6.8,    3.0,  67,WNW,지귀도,Jigwido,960,2018,3
 08,    0.3,   15.1,    9.5,   15.21,    6.6,   12.5, 1025.6,   17.2,    0.1,12,    8.7,   15.71,    8.7,    2.5,  70,SW,지귀도,Jigwido,960,2018,3
 05,    0.3,   15.1,    9.5,   15.17,    5.9,   15.2, 1025.6,   19.4,,13,    8.1,   15.82,   11.4,    2.6,  75,W,지귀도,Jigwido,960,2018,3
 04,    0.2,   15.1,    8.3,   15.21,    5.2,   16.7, 1025.6,   19.9,,14,    7.6,   16.01,   13.1,    1.6,  80,SSW,지귀도,Jigwido,960,2018,3
 19,    0.8,   15.0,    7.0,   15.19,   14.2,   16.2, 1025.6,   18.1,    0.3>,15,    6.0,   16.12,   14.4,    5.8,  94,SSW,지귀도,Jigwido,960,2018,3
