wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 24,    1.2,   17.5,    4.8,   11.26,   11.3,   22.5, 1005.5,   24.5,    0.3,01,    4.4,   13.24,   21.3,    6.6,  99,S,십이동파,Sibidongpa,957,2017,7
 20,    2.1,   18.4,    4.7,   11.29,   16.5,   23.7, 1004.9,   25.8,    0.8,02,    4.5,   12.87,   22.5,   10.6,  99,S,십이동파,Sibidongpa,957,2017,7
,,,    4.8,,   18.4,   23.0, 1004.6,   24.5,,03,    4.7,,   22.2,   10.0,,S,십이동파,Sibidongpa,957,2017,7
,,,,,   12.4,   23.4), 1004.6,   24.7,,04,,,   22.6,    4.5,,SSW,십이동파,Sibidongpa,957,2017,7
,,,,,    5.1,   24.3, 1008.0,   29.1,,05,,,   22.5,    1.0,,W,십이동파,Sibidongpa,957,2017,7
,,,,,    8.4>,   24.9, 1007.7,   27.4>,,06,,,   23.8>,    4.3>,,SSW>,십이동파,Sibidongpa,957,2017,7
 23,    1.7,   19.6,    4.8,   11.24,   13.4,   25.0], 1005.1,   26.4,    0.6,07,    4.5,   13.41,   23.8,    8.9,  98,S,십이동파,Sibidongpa,957,2017,7
,,,,,   14.8,   24.1, 1004.6,   26.0,,08,,,   22.8,    8.4,  99,S,십이동파,Sibidongpa,957,2017,7
,,,,,   11.2,   25.0, 1003.8,   27.2,,09,,,   23.2,    7.1,  98,N,십이동파,Sibidongpa,957,2017,7
,,,,,   16.8,   24.0,  999.2,   26.4,,10,,,   23.2,   11.4,  99,N,십이동파,Sibidongpa,957,2017,7
,,,,,   15.6,   23.4, 1005.9,   24.8,,11,,,   22.6,    6.5,  99,N,십이동파,Sibidongpa,957,2017,7
,,,,,    4.7,   23.7, 1008.4,   27.0,,12,,,   22.0,    2.0,  97,N,십이동파,Sibidongpa,957,2017,7
,,,,,    7.5,   24.0, 1006.2,   27.2,,13,,,   21.6,    3.0,  95,N,십이동파,Sibidongpa,957,2017,7
 16>,    1.2>,   22.4),    4.8>,   10.98>,   14.3,   24.8, 1005.8,   27.1,    0.4>,14,    4.4>,   13.83>,   22.5,    6.6,  97,N,십이동파,Sibidongpa,957,2017,7
,,,,,   20.7,   23.9, 1007.8,   26.7,,15,,,   21.2,    6.8,  97,N,십이동파,Sibidongpa,957,2017,7
 05,    2.3,   22.3,    5.1,   11.33,   14.6,   25.1, 1009.9,   27.2,    0.7,16,    4.6,   13.53,   23.8,    8.6,  99,NNW,십이동파,Sibidongpa,957,2017,7
,,,,,   21.0,   24.0, 1010.1,   26.8,,17,,,   21.6,    6.2,  99,N,십이동파,Sibidongpa,957,2017,7
,,,,,   10.6,   24.2, 1007.7,   26.1,,18,,,   22.6,    3.8,  98,ENE,십이동파,Sibidongpa,957,2017,7
,,,,,    4.7,   25.1, 1005.2,   28.5,,19,,,   23.5,    1.2,  98,ENE,십이동파,Sibidongpa,957,2017,7
 08,    0.5,   20.5,    5.5,   11.06,   10.0,   26.0, 1005.0,   29.6,    0.2,20,    4.9,   13.27,   24.2,    4.1,  95,ENE,십이동파,Sibidongpa,957,2017,7
 14,    0.8,   20.6,    5.2,   11.06,   10.6,   26.1, 1006.6,   28.4,    0.3,21,    4.4,   13.57,   25.3,    6.8,  99,ENE,십이동파,Sibidongpa,957,2017,7
 10,    1.0,   21.2,    5.1,   11.10,    9.8,   25.6, 1007.4,   27.0,    0.4,22,    4.4,   13.85,   24.4,    6.3,  99,ENE,십이동파,Sibidongpa,957,2017,7
,,,,,   10.3,   25.5, 1003.6,   26.9,,23,,,   24.6,    6.2,  99,NE,십이동파,Sibidongpa,957,2017,7
,,,,,    7.4,   26.0, 1000.7,   27.9,,24,,,   24.8,    5.2,  99,ENE,십이동파,Sibidongpa,957,2017,7
,,,,,   10.5,   25.1, 1001.4,   27.0,,25,,,   23.6,    4.3,  98,E,십이동파,Sibidongpa,957,2017,7
 01,    0.6,   22.6,    5.7,   11.39,   12.3,   26.1, 1004.7,   30.6,    0.3,26,    4.7,   14.49,   24.2,    4.1,  87,ENE,십이동파,Sibidongpa,957,2017,7
 02,    0.5,   21.7,    5.0,   11.39,    4.4,   26.3, 1005.8,   29.6,    0.2,27,    4.6,   14.47,   24.4,    1.4,  89,ENE,십이동파,Sibidongpa,957,2017,7
 16,    1.1,   21.6,    4.9,   11.27,    7.0,   25.5, 1006.1,   27.1,    0.4,28,    4.4,   13.97,   24.3,    4.0,  96,E,십이동파,Sibidongpa,957,2017,7
 08,    0.7,   21.7,    6.0,   11.22,    5.0,   25.2, 1005.2,   27.7,    0.2,29,    4.8,   13.57,   23.6,    2.0,  96,ENE,십이동파,Sibidongpa,957,2017,7
 23,    0.8,   21.5,   11.7,   11.24,    3.7,   26.4, 1005.0,   28.9,    0.3,30,    8.7,   13.32,   24.8,    1.0,  95,E,십이동파,Sibidongpa,957,2017,7
 10,    1.2,   21.7,   11.8,   11.21,   13.4,   25.4, 1006.1,   27.6,    0.5,31,    9.2,   12.89,   23.2,    4.3,  97,ENE,십이동파,Sibidongpa,957,2017,7
,,,,,,   24.8, 1005.6,   27.2,,월,,,   23.2,    5.4,  97,,십이동파,Sibidongpa,957,2017,7
