wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 14>,    0.4>,   15.7,    6.5,   15.23,   17.0,    5.5, 1025.6,    8.7,    0.1,01,    5.8,   16.82,    4.1,    9.2,  56,NE,지귀도,Jigwido,960,2018,2
 14,    0.3,   15.9,    6.4,   15.21,   16.0,    6.5, 1025.6,    9.3,    0.1>,02,    5.6,   16.79,    4.1,    4.7,  48,NNE,지귀도,Jigwido,960,2018,2
,,,,,,,,,,03,,,,,,,지귀도,Jigwido,960,2018,2
,,,,,,,,,,04,,,,,,,지귀도,Jigwido,960,2018,2
,,,,,,,,,,05,,,,,,,지귀도,Jigwido,960,2018,2
,,,,,,,,,,06,,,,,,,지귀도,Jigwido,960,2018,2
,,,,,,,,,,07,,,,,,,지귀도,Jigwido,960,2018,2
 05,    0.3,   15.3,    8.7,   15.23,   10.8,    4.9, 1025.6,    7.9,    0.1,08,    7.2,   15.63,    0.5,    4.2,  72,NNW,지귀도,Jigwido,960,2018,2
 01,    0.2,   15.1,    7.6,   15.22,    8.9,    8.2, 1025.6,   10.1,    0.1>,09,    6.6,   15.55,    5.6,    3.7,  57,NW,지귀도,Jigwido,960,2018,2
,,   15.0,    7.5,   15.19,   23.5,    7.2, 1025.6,   10.2,    0.0,10,    6.5,   15.64,    3.0,    5.8,  63,NE,지귀도,Jigwido,960,2018,2
 21,    0.5,   14.9,    7.6,   15.17,   23.9,    3.0, 1025.7,    6.3,    0.2,11,    6.5,   15.75,    1.0,    9.2,  52,NE,지귀도,Jigwido,960,2018,2
 11,    0.4,   14.9,    7.5,   15.10,   21.2,    2.4, 1025.7,    4.9,    0.2,12,    6.4,   15.84,    0.2,    9.7,  62,NW,지귀도,Jigwido,960,2018,2
 01,    0.3,   15.1,    7.4,   15.18,   17.6,    5.8, 1025.6,    8.5,    0.1,13,    6.7,   16.05,    3.2,    6.1,  48,NNW,지귀도,Jigwido,960,2018,2
 12,    0.6,   14.9,    7.4,   15.18,   14.2,   11.5, 1025.6,   13.5,    0.2,14,    6.3,   16.21,    7.4,    7.6,  75,WNW,지귀도,Jigwido,960,2018,2
 01>,    0.4>,   14.9,    6.2>,   15.19>,    6.9>,   11.9, 1025.6,   13.9>,    0.1>,15,    5.9>,   16.31>,    9.7>,    2.6>,  77,NW>,지귀도,Jigwido,960,2018,2
 07,    0.3,   14.7,    7.0,   15.14,    8.1,   10.2, 1025.6,   11.5,,16,    6.0,   16.33,    7.6,    3.7,  64,ENE,지귀도,Jigwido,960,2018,2
,,,,,,,,,,17,,,,,,,지귀도,Jigwido,960,2018,2
 09,    0.3,   14.6,    6.9,   15.15,   11.9,    8.4, 1025.6,   10.3,    0.1>,18,    6.4,   16.43,    5.7,    5.1,  61,SE,지귀도,Jigwido,960,2018,2
 19,    0.6,   14.4,    6.7,   15.16,   13.4,    8.9, 1025.6,   10.8,    0.3,19,    5.7,   16.38,    5.3,    7.2,  63,NE,지귀도,Jigwido,960,2018,2
 12,    1.0,   14.4,    6.0,   15.13,   13.6,   10.5, 1025.6,   12.5,    0.3,20,    5.5,   16.34,    7.6,    6.1,  47,ENE,지귀도,Jigwido,960,2018,2
 01,    0.3,   14.3,    6.9,   15.14,   16.5,    9.3, 1025.6,   12.1,    0.1,21,    6.1,   16.15,    6.5,    5.4,  44,NE,지귀도,Jigwido,960,2018,2
 02,    0.3,   14.3,    6.5,   15.17,   18.2,    6.4, 1025.6,    8.7,    0.1,22,    6.0,   15.99,    4.4,    7.0,  46,NE,지귀도,Jigwido,960,2018,2
 01,    0.3,   14.5,    7.2,   15.21,   11.7,    9.1, 1025.6,   12.1,    0.1,23,    6.4,   15.84,    4.8,    5.6,  64,NNW,지귀도,Jigwido,960,2018,2
 01,    0.2,   14.5,    7.0,   15.27,    9.1,   10.8, 1025.6,   14.4,    0.0,24,    6.4,   15.81,    8.7,    4.2,  64,ENE,지귀도,Jigwido,960,2018,2
 22,    0.3,   14.5,    7.6,   15.26,    9.4,   11.5, 1025.6,   13.7,    0.1,25,    6.4,   15.89,    9.3,    4.1,  64,ENE,지귀도,Jigwido,960,2018,2
 11,    0.4,   14.9,    7.3,   15.26,    8.0,   10.3, 1025.6,   14.1,    0.2,26,    6.6,   16.04,    7.5,    3.3,  61,NE,지귀도,Jigwido,960,2018,2
 05,    0.5,   14.8,    6.9,   15.27,    6.4,   12.2, 1025.6,   15.5,    0.2,27,    6.4,   16.29,    8.7,    3.3,  67,S,지귀도,Jigwido,960,2018,2
 13,    1.2,   14.5,    8.0,   15.18,   40.5,   12.4, 1025.6,   16.9,    0.5,28,    6.5,   16.55,    7.7,   14.3,  84,NW,지귀도,Jigwido,960,2018,2
,,   14.8,    7.1,   15.19,,    8.5, 1025.6,   11.2,,월,    6.3,   16.12,    5.6,    6.0,  61,,지귀도,Jigwido,960,2018,2
