wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 01,    0.4,   16.1,    6.6,   15.25,   24.8,   11.4, 1016.7,   16.0,    0.2,01,    5.8,   16.63,    7.8,    6.7,  60,NW,지귀도,Jigwido,960,2017,3
 02,    0.8,   15.8,    8.3,   15.14,   27.1,    7.0, 1016.8,    9.7,    0.3,02,    6.6,   16.39,    5.3,    7.6,  52,NW,지귀도,Jigwido,960,2017,3
 16,    0.5,   15.8,    7.5,   15.26,   10.5,    9.4, 1020.6,   13.3,    0.2,03,    6.6,   16.41,    6.0,    3.0,  51,N,지귀도,Jigwido,960,2017,3
 02,    0.5,   15.9,    7.1,   15.29,    6.3,   11.1, 1019.1,   14.7,    0.2,04,    6.5,   16.26,    8.7,    2.8,  64,NNW,지귀도,Jigwido,960,2017,3
 01>,    0.2>,   15.9,    9.0,   15.31,    9.9,   11.3, 1016.0,   15.3,,05,    7.1,   16.13,    9.1,    2.8,  66,WNW,지귀도,Jigwido,960,2017,3
 08,    0.4,   15.8,    8.4,   15.27,   21.6,    8.9, 1014.7,   12.3,,06,    6.7,   15.91,    4.3,    6.8,  42,NE,지귀도,Jigwido,960,2017,3
 12,    0.5,   15.6,    7.1,   15.31,   21.6,    6.3, 1017.5,    9.7,    0.2,07,    6.4,   15.96,    3.9,    7.5,  51,NNW,지귀도,Jigwido,960,2017,3
 23,    0.4,   15.5,    7.4,   15.30,   21.8,    5.9, 1017.8,    7.9,    0.2,08,    6.5,   16.03,    3.6,    9.5,  54,NW,지귀도,Jigwido,960,2017,3
 10,    0.4,   15.4,    7.2,   15.31,   16.1,    9.6, 1017.0,   12.1,    0.2,09,    6.2,   16.22,    6.5,    9.5,  43,NW,지귀도,Jigwido,960,2017,3
 01,    0.4,   15.4,    6.8,   15.37,   17.7,   12.0, 1019.9,   16.3,    0.1,10,    6.1,   16.43,    8.6,    4.5,  37,NNW,지귀도,Jigwido,960,2017,3
 15,    0.4,   15.3,    6.9,   15.38,   11.7,   11.9, 1023.2,   15.5,    0.1,11,    5.9,   16.55,    8.5,    4.1,  44,SE,지귀도,Jigwido,960,2017,3
 19,    0.3,   15.3,    6.6,   15.31,    7.1,   12.7, 1021.1,   15.8,    0.1,12,    5.9,   16.59,    9.7,    3.5,  55,ENE,지귀도,Jigwido,960,2017,3
 01,    0.2,   15.3,    7.1,   15.27,   12.2,   11.6, 1016.6,   13.5,    0.1,13,    6.4,   16.54,    9.4,    4.8,  58,NE,지귀도,Jigwido,960,2017,3
 09,    1.0,   15.3,    7.1,   15.22,   25.8,   11.3, 1017.5,   15.2,    0.3,14,    6.3,   16.50,    7.9,    6.7,  40,NNE,지귀도,Jigwido,960,2017,3
 15,    1.1,   15.3,    7.0,   15.29,   21.1,    9.1, 1022.9,   13.1,    0.4,15,    6.4,   16.44,    6.5,    7.5,  42,NNE,지귀도,Jigwido,960,2017,3
 01,    0.9,   15.3,    7.9,   15.28,    8.0,   10.3, 1021.9,   14.3,    0.4,16,    7.1,   16.26,    7.1,    3.0,  52),ENE,지귀도,Jigwido,960,2017,3
 01,    0.6,   15.4,    8.4,   15.30,   11.7,   10.8, 1023.3,   15.1,    0.3,17,    7.2,   16.24,    7.4,    3.9,,ESE,지귀도,Jigwido,960,2017,3
 03,    0.4,   15.3,    8.7,   15.31,    7.5,   11.8, 1024.1,   13.5,    0.2,18,    7.8,   16.11,    9.2,    4.3,,NE,지귀도,Jigwido,960,2017,3
 24,    0.7,   15.4,    9.3,   15.35,   13.0,   13.3, 1024.3,   15.4,,19,    6.9,   15.99,   10.3,    6.2,,ESE,지귀도,Jigwido,960,2017,3
 21,    1.7,   15.3,    7.3,   15.37,   16.4,   12.6, 1016.1,   15.1,    0.9,20,    6.0,   15.90,   10.8,    9.2,,ENE,지귀도,Jigwido,960,2017,3
 01,    1.7,   15.4,    7.0,   15.32,   29.0,   12.0, 1016.3,   15.2,    0.5,21,    6.5,   15.64,    8.5,    9.0,,NNE,지귀도,Jigwido,960,2017,3
 12,    0.7,   15.7,    7.2,   15.37,   18.4,   11.3, 1020.6,   13.1,    0.3,22,    6.2,   15.79,    9.0,    4.5,,NE,지귀도,Jigwido,960,2017,3
 01>,    0.3>,   15.5,    6.7,   15.37,   13.7,   11.0, 1020.1,   13.2,    0.2,23,    6.2,   15.92,    8.6,    7.0,,NE,지귀도,Jigwido,960,2017,3
 22,    1.0,   15.3,    6.8,   15.37,   15.9,   12.7, 1020.0,   15.0,    0.2,24,    6.2,   16.06,    9.3,    4.4,,ESE,지귀도,Jigwido,960,2017,3
 05,    1.0,   15.2,    5.9,   15.35,   15.0,   10.9, 1018.8,   12.9,    0.5,25,    5.6,   16.23,    9.2,    6.0,,ESE,지귀도,Jigwido,960,2017,3
 01,    0.6,   15.1,    6.4,   15.32,   15.6,   10.1, 1019.1,   12.8,    0.2,26,    5.7,   16.45,    8.6,    7.3,,NW,지귀도,Jigwido,960,2017,3
 01,    0.4,   15.1,    6.8,   15.28,   17.0,   10.4, 1022.7,   12.6,    0.1,27,    5.9,   16.47,    7.5,    9.2,  51,NNW,지귀도,Jigwido,960,2017,3
 01,    0.3,   15.2,    6.6,   15.31,   10.2,   12.2, 1024.2,   15.7,    0.1,28,    6.0,   16.70,    8.5,    2.5,  51,NW,지귀도,Jigwido,960,2017,3
 06,    0.5,   15.3,    6.5,   15.26,    9.1,   13.7, 1020.4,   17.1,    0.2,29,    5.6,   16.71,   11.2,    3.8,  82,WNW,지귀도,Jigwido,960,2017,3
 03,    0.6,   15.5,    6.3,   15.27,    9.8,   13.3, 1020.6,   17.5,    0.2,30,    5.7,   16.81,   10.4,    3.3,  67,SE,지귀도,Jigwido,960,2017,3
 23>,    2.1>,   15.7,    7.0>,   15.26>,   15.6>,   11.2, 1017.6,   13.4>,    0.5>,31,    6.3>,   16.65>,    9.3>,    7.1>,  73,NE>,지귀도,Jigwido,960,2017,3
,    0.7,   15.5,    7.3,   15.30,,   10.9, 1019.6,   13.9,    0.3,월,    6.3,   16.29,    8.1,    5.7,,,지귀도,Jigwido,960,2017,3
