wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 01,    0.6,   14.8,    6.4,    7.87,    9.6,    8.4, 1027.0,   12.9,    0.3,01,    5.5,    8.01,    5.4,    3.5,  49,WNW,이덕서,Idukseo,963,2017,1
 01,    0.4,   14.8,    6.3,    7.86,   10.7,   10.3, 1021.4,   14.1,    0.2,02,    5.0,    8.02,    7.5,    3.3,  52,NNW,이덕서,Idukseo,963,2017,1
 17>,    0.6>,   14.9,    5.8>,    7.89>,   10.2>,    9.0, 1022.3,   12.4>,    0.3>,03,    5.4>,    8.02>,    4.9>,    3.2>,  39,NW>,이덕서,Idukseo,963,2017,1
 04,    0.6,   14.7,    6.1,    7.92,   15.1,    9.3, 1022.9,   12.6,    0.3,04,    5.5,    8.07,    6.5,    4.7,  43,WNW,이덕서,Idukseo,963,2017,1
 16,    3.6,   14.8,    6.6,    7.95,   15.4,    9.2, 1027.1,   11.0,    1.5,05,    5.6,    8.06,    7.6,    9.5,  62,NE,이덕서,Idukseo,963,2017,1
 06,    3.0,   14.8,    6.2,    7.86,   13.3,    8.3], 1027.2,    9.6,    1.3,06,    5.8,    8.02,    6.7,    6.5,  51,NE,이덕서,Idukseo,963,2017,1
 04,    1.3,   14.8,    6.6,    7.83,   11.6,    9.6, 1021.2,   12.5,    0.7,07,    5.9,    7.92,    6.0,    4.9,  62,NE,이덕서,Idukseo,963,2017,1
 08,    2.6,   14.7,    5.9,    7.80,   14.1,   10.9, 1012.8,   12.5,    1.3,08,    5.3,    7.93,    9.1,    7.2,  68,NE,이덕서,Idukseo,963,2017,1
 01,    1.7,   14.7,    6.4,    7.80,   19.5,    8.3, 1013.8,   10.8,    0.5,09,    5.7,    7.93,    5.3,    6.4,  46,NW,이덕서,Idukseo,963,2017,1
 14,    1.4,   14.6,    7.5,    7.86,   19.3,    4.2, 1020.1,    6.9,    0.6,10,    6.6,    7.98,    2.1,    6.3,  36,NW,이덕서,Idukseo,963,2017,1
 09,    1.2,   14.5,    7.3,    7.82,   19.0,    1.5, 1023.0,    4.5,    0.6,11,    6.2,    7.96,   -1.7,    5.8,  30,NNW,이덕서,Idukseo,963,2017,1
 02,    0.9,   14.1,    6.9,    7.74,   14.2,    4.8, 1016.0,    9.1,    0.5,12,    6.0,    7.95,    1.7,    5.6,  39,NW,이덕서,Idukseo,963,2017,1
 09,    1.1,   14.4,    7.5,    7.87,   19.5,    1.6, 1014.9,    6.4,    0.6,13,    7.0,    8.06,   -1.1,    5.8,  36,NW,이덕서,Idukseo,963,2017,1
 17,    2.9,   14.2,    8.5,    7.87,   22.2,   -2.1, 1020.5,    1.3,    1.1,14,    7.5,    8.05,   -5.0,    8.1,  33,NW,이덕서,Idukseo,963,2017,1
 13>,    3.2>,   14.5,    8.8>,    7.90>,   18.3>,   -0.5, 1024.1,    4.9>,    1.8>,15,    8.0>,    8.10>,   -5.9>,    7.3>,  26,NW>,이덕서,Idukseo,963,2017,1
 20,    3.9,   14.3,    8.5,    7.98,   15.3,    2.9, 1026.9,    6.9,    2.0,16,    7.4,    8.15,   -1.2,    7.6,  38,NW,이덕서,Idukseo,963,2017,1
 09,    3.5,   14.3,    8.8,    7.94,    7.7,    6.5, 1030.3,    9.6,    1.9,17,    7.8,    8.14,    2.6,    2.9,  41,SSW,이덕서,Idukseo,963,2017,1
 03,    2.2,   14.4,    8.4,    7.89,   15.4,    5.9, 1028.3,    8.5,    1.0,18,    7.7,    8.01,    3.0,    6.4,  39,NW,이덕서,Idukseo,963,2017,1
 04,    1.2,   15.2,    7.1,    7.90,    8.9,    6.9, 1021.8,    9.9,    0.6,19,    5.9,    8.00,    2.5,    3.5,  50,N,이덕서,Idukseo,963,2017,1
 24,    4.5,   14.6,    8.3,    7.88,   24.4,    2.6, 1017.3,    7.5,    0.9,20,    6.3,    7.95,   -1.4,    9.5,  49,NW,이덕서,Idukseo,963,2017,1
 02,    4.3,   14.0,    8.8,    7.88,   18.7,    1.8, 1025.4,    4.7,    2.1,21,    8.2,    7.98,   -1.7,    5.2,  37,NW,이덕서,Idukseo,963,2017,1
 01,    1.6,   13.6,    8.4,    7.86,   19.4,    0.1, 1023.7,    3.3,    0.6,22,    7.0,    7.91,   -3.3,    7.6,  41,NW,이덕서,Idukseo,963,2017,1
 20,    2.5,   13.3,    8.3,    7.88,   22.1,   -2.2, 1027.2,    1.7,    1.4,23,    7.8,    7.94,   -5.8,    9.7,  37,NW,이덕서,Idukseo,963,2017,1
 21,    3.0,   13.2,    8.6,    7.89,   22.0,   -0.1, 1031.2,    4.1,    1.5,24,    7.8,    7.99,   -3.6,   10.0,  30,NW,이덕서,Idukseo,963,2017,1
 01,    2.7,   13.9,    8.3,    7.90,   10.8,    2.7, 1031.7,    7.5,    1.2,25,    7.3,    8.02,   -1.9,    5.1,  25,WNW,이덕서,Idukseo,963,2017,1
 02>,    1.3>,   13.8,    7.4>,    7.87>,   15.5>,    6.2, 1026.2,   11.1>,    0.6>,26,    6.0>,    7.99>,,    6.0>,  22,SSW>,이덕서,Idukseo,963,2017,1
 23,    1.6,   13.5,    7.4,    7.88,   17.0,    7.6, 1023.6,    9.8,    0.7,27,    5.6,    8.08,    3.8,    6.8,  25,WSW,이덕서,Idukseo,963,2017,1
 12,    2.3,   13.4,    7.8,    7.87,    9.7,    7.2, 1025.9,   10.2,    1.0,28,    6.9,    8.03,    2.6,    2.7,  38,NW,이덕서,Idukseo,963,2017,1
