wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 21>,    0.7>,   15.7,    5.8,    8.44,   12.0,   17.2, 1000.3,   21.9,    0.2>,01,    4.3,   11.40,   15.2,    5.1,  87,W,서수도,Seosudo,955,2017,6
 22>,    0.9>,   15.8,    4.8,    8.39,    9.1,   17.3, 1005.1,   19.2,    0.2>,02,    4.0,   10.90,   15.8,    5.2,  68,NNW,서수도,Seosudo,955,2017,6
,,   15.9,    4.6,    8.52,    9.8,   16.6, 1008.6,   18.1,,03,    4.0,   10.71,   15.5,    6.1,  76,WSW,서수도,Seosudo,955,2017,6
 01>,    0.7>,   16.2,    5.7,    8.41,    8.8,   17.5, 1012.3,   19.3,    0.2>,04,    4.2,   10.58,   16.1,    4.0,  74,SW,서수도,Seosudo,955,2017,6
 05>,    0.6>,   16.4,    5.3,    8.45,    7.7,   18.3, 1015.2,   20.0,    0.1>,05,    4.3,   10.67,   16.4,    2.8,  77,ESE,서수도,Seosudo,955,2017,6
,,   16.5,    5.8,    8.52,   13.5,   17.6, 1012.4,   21.4,,06,    4.4,   11.04,   14.7,    5.1,  76,ENE,서수도,Seosudo,955,2017,6
,,   16.5,    6.0,    8.40,   10.4,   16.8, 1005.3,   18.1,,07,    4.5,   11.48,   15.4,    6.2,  92,W,서수도,Seosudo,955,2017,6
,,   16.5,    5.8,    8.42,   10.0,   16.5, 1010.4,   18.7,,08,    4.4,   11.44,   15.4,    5.4,  91,SSE,서수도,Seosudo,955,2017,6
,,   16.6,    7.3,    8.50,   15.1,   18.0, 1007.3,   19.6,,09,    4.4,   11.94,   16.6,    8.2,  89,SSE,서수도,Seosudo,955,2017,6
,,   16.6,    6.7>,    8.35>,    7.5>,   17.9, 1007.8,   19.8>,,10,    4.6>,   12.15>,   15.9>,    3.1>,  71,SSW>,서수도,Seosudo,955,2017,6
,,   16.9,    6.2,    8.50,    8.7,   18.7, 1009.0,   23.4,,11,    4.4,   12.10,   16.4,    3.2,  65,N,서수도,Seosudo,955,2017,6
,,   17.0,    6.7,    8.64,    8.2,   18.7, 1014.6,   21.7,,12,    4.6,   11.94,   17.2,    3.7,  69,ENE,서수도,Seosudo,955,2017,6
,,   17.1,    6.2,    8.56,    7.6,   17.5, 1015.2,   19.1,,13,    4.5,   12.04,   16.8,    2.9,  90,SW,서수도,Seosudo,955,2017,6
,,   17.4,    6.0,    8.45,    8.5,   17.6, 1011.9,   19.1,,14,    4.5,   11.62,   16.5,    3.7,  91,SW,서수도,Seosudo,955,2017,6
,,   17.6,    6.7,    8.31,    9.0,   18.1, 1008.8,   21.0,,15,    4.5,   11.35,   15.2,    5.2,  91,S,서수도,Seosudo,955,2017,6
,,   17.7,    5.4,    8.35,    6.9,   19.8, 1009.8,   22.5,,16,    4.5,   11.18,   18.1,    3.7,  86,S,서수도,Seosudo,955,2017,6
,,   17.9,    6.1,    8.41,    5.4,   20.1, 1011.2,   23.4,,17,    4.7,   11.61,   18.3,    1.9,  82,SE,서수도,Seosudo,955,2017,6
,,   18.4,    6.0,    8.20,    5.8,   18.2, 1011.1,   19.5,,18,    4.6,   10.51,   16.6,    2.4,  93,W,서수도,Seosudo,955,2017,6
,,   18.4,    6.4,    8.12,    5.0,   17.8, 1010.2,   19.7,,19,    4.6,   10.42,   16.5,    2.2,  97,SE,서수도,Seosudo,955,2017,6
,,   18.6,    5.7,    8.04,    7.5,   20.1, 1005.7,   22.3,,20,    4.6,   10.51,   18.2,    2.4,  83,WSW,서수도,Seosudo,955,2017,6
,,   18.6,    6.4,    8.05,    8.7,   19.6, 1006.5,   21.3,,21,    4.5,   10.86,   18.5,    4.0,  88,WSW,서수도,Seosudo,955,2017,6
,,   18.8,    6.1>,    8.31>,    5.5>,   19.0, 1009.6,   21.8>,,22,    4.8>,   11.97>,   17.4>,    3.0>,  95,SSE>,서수도,Seosudo,955,2017,6
,,   18.9,    7.2,    7.94,    8.0,   19.6, 1006.9,   21.8,,23,    4.9,   11.71,   17.4,    2.4,  90,WSW,서수도,Seosudo,955,2017,6
,,   19.0,    7.2,    8.03,    6.1,   20.0, 1003.7,   21.8,,24,    4.7,   12.44,   18.7,    2.3,  83,SE,서수도,Seosudo,955,2017,6
,,   18.9,    6.6>,    7.95>,    5.2>,   20.4, 1003.1,   22.0>,,25,    4.6>,   12.30>,   18.9>,    2.3>,  80,NW>,서수도,Seosudo,955,2017,6
,,   19.0,    6.2,    8.08,   13.6,   21.4, 1007.3,   25.4,,26,    4.7,   12.26,   19.3,    2.8,  84,SSE,서수도,Seosudo,955,2017,6
,,   19.2,    6.2,    8.07,    6.7,   21.0, 1010.3,   23.7,,27,    4.7,   12.15,   19.5,    2.6,  88,ENE,서수도,Seosudo,955,2017,6
,,   19.5,    7.2,    7.89,    6.4,   20.9, 1012.8,   23.2,,28,    4.7,   11.85,   19.6,    2.3,  92,W,서수도,Seosudo,955,2017,6
,,,,,    4.1,   21.0, 1011.8,   24.9,,29,,,   19.2,    2.1,  91,NE,서수도,Seosudo,955,2017,6
 05,    0.3,   19.8,    5.2,    8.62,    5.3,   20.1, 1009.1,   21.7,    0.1,30,    4.3,   11.69,   18.8,    2.1,  97,SW,서수도,Seosudo,955,2017,6
,,   17.6,    6.1,    8.31,,   18.8, 1009.1,   21.2,,월,    4.5,   11.48,   17.1,    3.6,  85,,서수도,Seosudo,955,2017,6
