wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 21,    2.1,    3.3,    5.4,   13.65,   11.5,    0.1, 1029.1,    1.7,    0.7,01,    4.6,   16.92,   -1.1,    7.2,  46,NNE,갈매여,Galmaeyeo,958,2018,2
 01>,    1.1>,    3.3,    5.0>,   13.82>,   10.4>,    0.7], 1028.9,    2.2>,    0.4>,02,    4.5>,   16.82>,   -1.2>,    4.8>,  53,NNE>,갈매여,Galmaeyeo,958,2018,2
 23,    5.5,    3.0,    7.8,   13.53,   21.3,   -2.8, 1029.1,    2.2,    2.5,03,    6.0,   16.51,   -5.1,   12.5,  66,NNW,갈매여,Galmaeyeo,958,2018,2
 12,    5.1,    3.1,    7.4,   13.52,   19.2,   -4.1, 1028.7,   -2.2,    2.6,04,    6.3,   16.32,   -6.0,   11.9,  65,NNW,갈매여,Galmaeyeo,958,2018,2
 23,    3.1,    3.0,    6.5,   13.62,   16.8,   -4.2, 1027.0,   -2.3,    1.6,05,    5.8,   16.13,   -5.9,    9.1,  68,N,갈매여,Galmaeyeo,958,2018,2
 22,    3.4,    2.7,    6.5,   13.55,   15.7,   -4.7, 1026.2,   -2.7,    1.7,06,    5.7,   15.68,   -6.2,    9.3,  65,NW,갈매여,Galmaeyeo,958,2018,2
 03,    2.8,    2.4,    6.5,   13.64,   13.3,   -4.3, 1026.6,   -1.5,    0.9,07,    5.5,   15.50,   -7.6,    4.9,  59,N,갈매여,Galmaeyeo,958,2018,2
 01,    0.5,    2.5,    7.3,   13.60,    9.8,   -1.0, 1024.1,    1.6,    0.2,08,    5.6,   15.11,   -4.0,    5.6,  57,ENE,갈매여,Galmaeyeo,958,2018,2
 12,    0.5,    2.6,    6.7,   13.63,    6.8,    3.1, 1022.6,    5.6,    0.2,09,    5.4,   14.92,    0.4,    3.1,  61,S,갈매여,Galmaeyeo,958,2018,2
 24,    3.3,    2.7,    5.7,   13.48,   15.7,    1.5, 1023.1,    4.4,    0.9,10,    4.9,   14.75,   -2.5,    7.0,  67,NNW,갈매여,Galmaeyeo,958,2018,2
 07,    4.7,    2.4,    7.4,   13.42,   23.7,   -1.3, 1023.4,    1.4,    2.2,11,    6.1,   14.92,   -3.6,   10.6>,  63,WNW,갈매여,Galmaeyeo,958,2018,2
 01,    5.9,    2.4,    7.0,   13.31,   20.2,   -1.5, 1023.5,    1.7,    2.4,12,    6.2,   15.11,   -5.3,   10.1,  69,NW,갈매여,Galmaeyeo,958,2018,2
 05>,    5.4>,    2.4,    6.8>,   13.50>,   17.1>,    1.8, 1023.5,    3.9>,    1.6>,13,    5.9>,   15.64>,   -1.7>,    8.0>,  57,NNW>,갈매여,Galmaeyeo,958,2018,2
 14,    2.8,    2.4,    7.1,   13.56,   14.4,    4.2, 1018.7,    7.2,    1.2,14,    6.2,   15.91,    1.7,    7.7>,  75,S,갈매여,Galmaeyeo,958,2018,2
 08,    2.4,    2.4,    6.4,   13.47,   13.3,    0.3, 1022.5,    2.4,    1.2,15,    5.4,   15.95,   -0.5,    8.0,  54,NE,갈매여,Galmaeyeo,958,2018,2
 24,    1.7,    2.4,    5.6,   13.55,   12.1,    1.1, 1019.8,    3.8,    0.6,16,    4.8,   16.25,   -0.6,    6.0,  61,N,갈매여,Galmaeyeo,958,2018,2
 11,    2.3,    2.2,    6.4,   13.46,   13.3,   -0.3, 1025.8,    2.6,    1.1,17,    5.2,   16.23,   -1.5,    8.2,  46,NNW,갈매여,Galmaeyeo,958,2018,2
 01,    1.1,    2.2,    5.3,   13.62,    8.0,    0.8, 1026.0,    2.8,    0.4,18,    4.7,   16.45,   -1.0,    5.5,  54,NNE,갈매여,Galmaeyeo,958,2018,2
 22,    1.7,    2.3,    5.9,   13.64,    9.7,    2.3, 1023.8,    3.6,    0.3,19,    4.9,   16.30,    1.3,    5.4,  68,N,갈매여,Galmaeyeo,958,2018,2
 21,    2.1,    2.6,    5.0,   13.58,   11.1,    2.4, 1024.0,    3.6,    0.5,20,    4.5,   16.16,    1.5,    6.1,  70,NNE,갈매여,Galmaeyeo,958,2018,2
 02,    2.3,    2.6,    5.6,   13.58,   13.0,    0.8, 1025.1,    3.0,    1.0,21,    4.8,   15.90,   -0.4,    7.5,  44,NNE,갈매여,Galmaeyeo,958,2018,2
 16,    1.1,    2.6,    5.5,   13.67,   11.8,    2.1, 1023.2,    3.7,    0.4,22,    4.9,   15.78,   -0.7,    5.4,  62,S,갈매여,Galmaeyeo,958,2018,2
 06,    1.8,    2.7,    5.9,   13.66,   13.4,    4.3, 1022.6,    6.6,    0.8,23,    5.3,   15.58,    2.3,    8.1,  85,SSW,갈매여,Galmaeyeo,958,2018,2
 17,    1.9,    2.9,    6.2,   13.61,   10.7,    3.0, 1027.7,    5.3,    0.9,24,    5.3,   15.30,    1.7,    5.2,  76,SSW,갈매여,Galmaeyeo,958,2018,2
 02,    1.8,    3.0,    5.2,   13.60,    9.4,    2.1), 1025.6,    3.0,    0.7,25,    4.8,   15.26,    1.4,    5.7>,  62,NNE,갈매여,Galmaeyeo,958,2018,2
 02,    1.3,    3.0,    5.8,   13.56,    6.3,    2.5, 1025.2,    5.3,    0.3,26,    4.8,   15.52,    1.2,    3.0,  58,NE,갈매여,Galmaeyeo,958,2018,2
 22,    0.7,    3.1,    6.4,   13.55,    7.6,    6.3, 1022.9,   11.0,    0.2,27,    5.2,   15.92,    2.8,    3.8>,  61,S,갈매여,Galmaeyeo,958,2018,2
 19,    2.9,    3.2,    5.7,   13.46,   21.2,    5.5, 1007.1,    9.6,    0.6,28,    5.0,   16.42,    2.3,    8.7,  76,N,갈매여,Galmaeyeo,958,2018,2
,    2.5,    2.7,    6.2,   13.57,,    0.7, 1024.1,    3.2,    1.0,월,    5.3,   15.83,   -1.4,    7.1,  62,,갈매여,Galmaeyeo,958,2018,2
