wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 01,    1.0,   16.8,    6.8,    7.87,   16.2,   10.3, 1023.9,   13.3,    0.4,01,    5.9,    8.06,    5.6,    4.8,  51,NW,이덕서,Idukseo,963,2016,12
 03,    1.1,   16.5,    7.6,    7.90,   13.8,    9.5, 1027.7,   14.8,    0.5,02,    6.6,    8.05,    5.1,    5.5,  22,NW,이덕서,Idukseo,963,2016,12
 01,    0.8,   16.3,    6.7,    7.88,   11.0,   12.0, 1024.9,   16.1,    0.4,03,    6.0,    8.02,    7.9,    3.5,  36,SW,이덕서,Idukseo,963,2016,12
 01>,    0.3>,   16.5,    6.2,    7.85,    8.9,   12.8, 1017.3,   15.4,    0.2,04,    5.2,    8.01,   10.7,    2.5,  37,NNW,이덕서,Idukseo,963,2016,12
 17,    0.5,   16.1,    5.6,    7.91,   13.7,   12.9, 1016.5,   17.9,    0.2,05,    5.1,    8.02,    9.4,    4.1,  50,NW,이덕서,Idukseo,963,2016,12
 21,    1.6,   15.9,    8.5,    7.96,   15.1,    6.8, 1023.5,   11.8,    0.6,06,    6.5,    8.07,    3.8,    6.5,  27,NNW,이덕서,Idukseo,963,2016,12
 04,    1.7,   15.6,    8.6,    7.91,   10.2,    7.8, 1021.4,   11.8,    0.8,07,    7.4,    8.03,    3.8,    3.4,  39,NW,이덕서,Idukseo,963,2016,12
 07,    1.0,   15.7,    7.6,    7.88,   12.4,    9.0, 1018.6,   12.3,    0.6,08,    6.6,    8.00,    4.8,    4.1,  52,SW,이덕서,Idukseo,963,2016,12
 24,    0.8,   15.8,    6.0,    7.89,   15.5,    9.7, 1017.1,   12.1,    0.3,09,    5.2,    7.95,    5.5,    5.9,  41,NW,이덕서,Idukseo,963,2016,12
 12,    2.7,   15.7,    7.9,    7.92,   12.7,    6.7, 1023.7,   10.1,    1.3,10,    6.6,    8.03,    3.7,    5.4,  30,NW,이덕서,Idukseo,963,2016,12
 01,    2.4,   15.3,    7.3,    7.93,    9.6,    6.9, 1027.0,   10.4,    1.0,11,    6.4,    8.05,    2.9,    4.5,  43,NNE,이덕서,Idukseo,963,2016,12
 09,    1.5,   15.2,    6.5,    7.94,    6.2,   11.2, 1023.4,   13.8,    0.6,12,    6.0,    8.11,    6.8,    2.8,  61,SSW,이덕서,Idukseo,963,2016,12
 21,    1.2,   15.2,    6.1,    7.93,   13.5,   11.8, 1016.3],   13.2,    0.5,13,    5.5,    8.11,   10.0,    6.2,  57,N,이덕서,Idukseo,963,2016,12
 10,    4.2,   15.1,    7.6,    7.90,   14.5,    6.7, 1016.9,   13.5,    1.9,14,    6.8,    8.11,    0.6,    9.0,  70,N,이덕서,Idukseo,963,2016,12
 03,    2.5,   15.2,    8.0,    7.89,   18.4,    2.9, 1019.4,    6.0,    1.3,15,    7.4,    8.08,   -0.2,    7.6,  42,WNW,이덕서,Idukseo,963,2016,12
 13,    2.9,   14.9,    8.6,    7.86,   18.9,    1.9, 1024.2,    5.8,    1.4,16,    7.7,    8.06,   -1.8,    8.2,  26,NW,이덕서,Idukseo,963,2016,12
 13,    1.3,   15.5,    7.7,    7.89,   19.1,    7.3, 1028.7,   11.1,    0.7,17,    6.9,    8.04,    2.5,    3.6,  46,NW,이덕서,Idukseo,963,2016,12
 01,    1.0,   17.4,    7.3,    7.86,    9.2,   10.2, 1028.9,   15.5,    0.4,18,    5.7,    7.99,    6.1,    2.4,  42,WSW,이덕서,Idukseo,963,2016,12
 13,    0.8,   16.8,    6.0,    7.87,    7.6,   12.8, 1025.3,   14.5,    0.4,19,    5.2,    7.99,    9.5,    2.2,  73,SSW,이덕서,Idukseo,963,2016,12
 21,    1.2,   16.5,    4.8,    7.92,   12.1,   13.3, 1026.4,   15.9,    0.4,20,    4.4,    8.02,   10.9,    5.4,  72,NNE,이덕서,Idukseo,963,2016,12
 24,    1.9,   16.6,    4.6,    7.94,   15.7,   14.4, 1024.0,   16.9,    0.4,21,    4.3,    8.01,   11.2,    4.5,  79,S,이덕서,Idukseo,963,2016,12
 03,    3.4,   16.2,    7.8,    7.89,   28.9,   14.4, 1008.4,   18.3,    1.6,22,    6.2,    8.01,    8.8,    9.8,  68,SW,이덕서,Idukseo,963,2016,12
 24,    4.1,   15.8,    9.8,    8.00,   18.4,    5.5, 1017.5,    9.1,    1.8,23,    8.6,    8.13,    2.2,    6.7,  49,NW,이덕서,Idukseo,963,2016,12
 13,    4.5,   15.8,    9.4,    7.96,   14.5,    5.9, 1027.7,    9.9,    2.5,24,    8.1,    8.10,    1.8,    4.0,  58,NW,이덕서,Idukseo,963,2016,12
 03,    3.7,   15.8,    8.3,    7.92,    9.3,   10.8, 1028.5,   14.2,    1.6,25,    7.3,    8.02,    4.7,    4.6,  68,N,이덕서,Idukseo,963,2016,12
 02,    1.6,   15.7,    6.9,    7.87,   12.8,   10.2, 1019.0,   13.0,    0.8,26,    5.7,    7.97,    7.4,    5.3,  72,NNE,이덕서,Idukseo,963,2016,12
