wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 10,    1.1,    4.1,    4.5,    8.54,   13.7,   -1.3, 1029.9,    1.6,    0.4,01,    3.9,   12.12,   -4.1,    8.2,  50,NW,서수도,Seosudo,955,2017,2
 23,    0.9,    4.0,    5.3,    8.48,   12.2,   -0.3, 1030.9,    3.4,    0.2,02,    4.1,   11.92,   -4.3,    5.4,  57,NW,서수도,Seosudo,955,2017,2
 01,    0.6,    4.0,    5.6,    8.59,    7.6,    3.2, 1027.3,    6.7,    0.1,03,    4.3,   11.72,    2.3,    1.4,  72,W,서수도,Seosudo,955,2017,2
 06,    0.4,    4.1,    5.3,    8.55,    6.6,    2.4, 1021.2,    4.2,    0.0,04,    4.2,   11.26,    0.8,    2.9,  81,N,서수도,Seosudo,955,2017,2
 22,    1.0,    4.1,    6.3,    8.36,   14.4,    2.4, 1014.4,    4.0,    0.2,05,    4.2,   10.79,    0.7,    6.0,  72,W,서수도,Seosudo,955,2017,2
 02,    1.4,    3.9,    4.8,    8.21,   14.6,   -0.6, 1023.2,    1.6,    0.5,06,    4.2,   10.47,   -2.5,    9.1,  53,WNW,서수도,Seosudo,955,2017,2
 03,    0.6,    3.7,    5.5,    8.50,   10.2,   -0.9, 1026.0,    0.3,    0.2,07,    4.5,   11.29,   -2.7,    3.9,  45,NW,서수도,Seosudo,955,2017,2
 23,    0.7,    3.7,    5.3,    8.48,   12.9,   -0.6, 1020.1,    1.4,    0.2,08,    4.3,   11.55,   -1.9,    4.7,  52,WNW,서수도,Seosudo,955,2017,2
 06,    1.7,    3.5,    5.1,    8.20,   17.3,   -3.7, 1017.0,   -0.5,    0.7,09,    4.2,   11.69,   -4.8,   10.8,  54,WNW,서수도,Seosudo,955,2017,2
 20,    1.4,    3.2,    5.1,    8.26,   16.6,   -4.9, 1019.4,   -3.1,    0.6,10,    4.2,   11.97,   -6.5,   10.6,  49,NW,서수도,Seosudo,955,2017,2
 02,    1.2,    2.9,    5.1,    8.45,   15.5,   -3.0, 1025.4,   -0.2,    0.4,11,    4.1,   12.37,   -5.5,    7.9,  54,WNW,서수도,Seosudo,955,2017,2
 22,    0.7,    3.2,    6.2,    8.68,    8.6,    0.0, 1029.4,    1.9,    0.2,12,    4.3,   12.70,   -2.8,    4.4,  53,NW,서수도,Seosudo,955,2017,2
 20>,    0.5>,    3.2],    5.4>,    8.79>,    9.2>,    1.7], 1030.9],    4.0>,    0.1>,13,    4.3>,   12.67>,    0.1>,    2.4>,  63],NW>,서수도,Seosudo,955,2017,2
 10,    0.4,    3.4,    5.2,    8.59,   10.3,    1.3, 1033.5,    2.5,    0.1,14,    4.2,   12.32,    0.4,    5.0,  53,NW,서수도,Seosudo,955,2017,2
 10,    0.5,    3.4,    5.8,    8.64,    5.9,    2.3, 1030.1,    4.2,    0.1,15,    4.1,   12.16,    0.6,    2.6,  74,ENE,서수도,Seosudo,955,2017,2
 24,    0.5,    3.4,    5.3,    8.62,   16.1,    5.5, 1019.7,    9.6,    0.2,16,    4.5,   11.74,    1.8,    5.8,  73,S,서수도,Seosudo,955,2017,2
 11,    1.2,    3.5,    4.8,    8.31,   14.8,   -0.1, 1022.9,    7.3,    0.5,17,    4.1,   10.99,   -3.3,    9.6,  60,WNW,서수도,Seosudo,955,2017,2
 01,    0.8,    3.4,    5.3,    8.48,   12.7,   -0.8, 1026.6,    2.6,    0.3,18,    4.1,   10.84,   -3.5,    6.4,  51,WNW,서수도,Seosudo,955,2017,2
 19,    0.8,    3.3,    5.9,    8.67,   18.1,    3.7, 1015.3,    7.5,    0.2,19,    4.2,   10.73,   -0.2,    8.3,  72,SSE,서수도,Seosudo,955,2017,2
 12,    1.4,    3.1,    5.1,    8.07,   17.6,   -1.6, 1018.8,    6.2,    0.7,20,    4.3,    9.50,   -3.9,   11.9,  58,NW,서수도,Seosudo,955,2017,2
 01,    0.8,    3.0,    5.2,    8.63,   11.2,   -1.4, 1029.9,    3.2,    0.2,21,    4.5,   10.39,   -4.3,    3.0,  48,NW,서수도,Seosudo,955,2017,2
