wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 17>,    0.3>,   18.2,    7.5,   15.34,    6.0,   11.3, 1028.2,   14.6,    0.1,01,    6.6,   16.59,    8.1,    2.2,  64,NE,지귀도,Jigwido,960,2017,1
 10,    0.3,   18.2,    8.0,   15.30,    9.6,   13.0, 1023.1,   15.5,    0.1>,02,    7.1,   16.44,   11.5,    3.7,  75,ENE,지귀도,Jigwido,960,2017,1
 01>,    0.2>,   18.0,    8.5>,   15.31>,    7.0>,   12.8, 1023.8,   15.9>,,03,    7.1>,   16.43>,   10.6>,    3.1>,  68,S>,지귀도,Jigwido,960,2017,1
 05,    0.3,   17.9,    7.5,   15.36,    5.6,   12.6, 1022.9,   15.8,,04,    6.7,   16.30,    9.0,    3.0,  61,SSE,지귀도,Jigwido,960,2017,1
 23,    2.6,   17.8,    7.2,   15.43,   19.6,   12.8, 1023.1,   15.4,,05,    6.0,   16.26,   10.3,    9.1,  70,ESE,지귀도,Jigwido,960,2017,1
 02,    4.2,   18.2,    7.6,   15.44,   21.7,   12.5, 1024.0,   14.5,    1.7,06,    6.8,   16.09,   10.9,   11.1,  66,E,지귀도,Jigwido,960,2017,1
 01,    1.5,   18.3,    6.5,   15.38,   14.1,   12.8, 1018.1,   14.8,    0.9,07,    6.0,   15.94,   11.6,    8.7,  78,SE,지귀도,Jigwido,960,2017,1
 10,    1.9,   18.1,    7.3,   15.35,   16.8,   12.3, 1012.5,   15.1,    0.9,08,    6.6,   15.94,   10.2,    7.3,  77,ENE,지귀도,Jigwido,960,2017,1
 01,    0.6,   17.8,    7.7,   15.30,   20.7,    9.5, 1017.3,   12.8,    0.3,09,    6.7,   16.09,    7.9,    6.4,  59,N,지귀도,Jigwido,960,2017,1
 10,    0.4,   17.8,    6.9,   15.35,   15.9,    8.1, 1022.0,   10.5,    0.2,10,    6.2,   16.44,    6.4,    4.5,  59,NE,지귀도,Jigwido,960,2017,1
 12,    0.4,   17.9,    7.0,   15.36,   12.8,    6.5, 1024.5,    9.2,    0.2>,11,    6.2,   16.68,    4.8,    5.8,  58,NE,지귀도,Jigwido,960,2017,1
 01,    0.4,   17.7,    6.9,   15.28,   16.3,    8.2, 1019.7,   10.3,    0.2,12,    6.4,   16.80,    5.8,    6.5,  54,NW,지귀도,Jigwido,960,2017,1
 14,    0.4,   17.5,    7.3,   15.28,   24.4,    7.4, 1017.4,   10.2,    0.2,13,    6.1,   16.87,    3.7,    7.9,  48,NW,지귀도,Jigwido,960,2017,1
 01,    0.5,   17.2,    7.7,   15.30,   21.9,    4.6, 1022.7,    8.3,    0.2,14,    6.6,   16.84,    2.0,    6.6,  52,E,지귀도,Jigwido,960,2017,1
 09,    0.5,   17.1,    8.4,   15.32,   25.6,    4.4, 1026.3,    8.1,    0.3,15,    7.0,   16.78,    0.9,    9.6,  51,ENE,지귀도,Jigwido,960,2017,1
 01,    0.5,   17.1,    7.9,   15.37,   16.3,    5.8, 1027.2,    8.4,,16,    6.9,   16.64,    4.1,    7.0,  56,NE,지귀도,Jigwido,960,2017,1
 04,    0.7,   16.9,    7.7,   15.41,   10.6,    7.8, 1029.9,   10.5,    0.3,17,    6.9,   16.47,    3.9,    5.1,  59,ENE,지귀도,Jigwido,960,2017,1
 01,    0.6,   16.9,    8.8,   15.36,   12.6,    9.1, 1027.4,   10.8,    0.3,18,    7.2,   16.17,    7.1,    4.3,  65,E,지귀도,Jigwido,960,2017,1
 14,    0.5,   16.9,    6.9,   15.36,   23.5,    8.5, 1022.6,   11.0,    0.2,19,    5.7,   16.03,    6.7,    4.9,  62,NW,지귀도,Jigwido,960,2017,1
 07,    0.9,   16.7,    8.1,   15.23,   23.9,    4.4, 1023.7,    8.7,    0.4,20,    6.7,   15.68,    1.5,   10.3,  57,NNW,지귀도,Jigwido,960,2017,1
 24,    0.7,   16.8,    8.5,   15.39,   18.4,    5.8, 1027.3,    8.2,    0.4,21,    7.5,   15.72,    2.7,    7.5,  57,NW,지귀도,Jigwido,960,2017,1
 10,    0.6,   16.8,    7.7,   15.31,   24.3,    4.4, 1026.7,    7.5,    0.3,22,    6.7,   15.63,    2.1,    8.4,  56,NW,지귀도,Jigwido,960,2017,1
 09,    0.4,   16.8,    7.0,   15.36,   20.5,    3.2, 1030.1,    5.7,    0.2>,23,    6.4,   15.86,    2.0,    6.0,  53,WNW,지귀도,Jigwido,960,2017,1
 02,    0.4,   16.9,    7.8,   15.41,   14.2,    4.9, 1033.0,    7.0,,24,    7.0,   16.05,    2.8,    4.8,  54,E,지귀도,Jigwido,960,2017,1
 05,    0.4,   16.7,    7.6,   15.41,    8.0,    6.6, 1032.1,    9.3,    0.2>,25,    7.0,   16.25,    4.3,    3.7,  64,NE,지귀도,Jigwido,960,2017,1
 11,    0.4,   16.6,    8.0,   15.39,   11.0,    8.6, 1028.8,   11.9,    0.2,26,    6.9,   16.39,    5.1,    4.7,  62,NW,지귀도,Jigwido,960,2017,1
 11,    0.4,   16.5,    7.5,   15.32,   13.8,    9.8, 1026.3,   11.9,    0.1>,27,    6.4,   16.40,    7.7,    5.6,  58,NE,지귀도,Jigwido,960,2017,1
 01,    0.3,   16.7,    7.6,   15.36,    8.3,   10.3, 1025.2,   12.4,    0.2,28,    6.7,   16.60,    7.7,    3.5,  64,SE,지귀도,Jigwido,960,2017,1
 11,    0.5,   16.8,    7.1,   15.29,   15.5,   14.6, 1016.6,   17.5,    0.2,29,    6.3,   16.64,   11.0,    5.8,  86,WNW,지귀도,Jigwido,960,2017,1
 15,    0.7,   16.7,    8.0,   15.23,   21.9,    6.9, 1021.9,   14.3,    0.2>,30,    6.7,   16.52,    2.0,    8.0,  58,ENE,지귀도,Jigwido,960,2017,1
 16,    0.6,   16.7,    7.6,   15.31,   11.9,    6.1, 1026.4,    8.6,    0.3,31,    6.8,   16.64,    2.1,    3.7,  64,N,지귀도,Jigwido,960,2017,1
,    0.7,   17.3,    7.6,   15.34,,    8.6, 1024.2,   11.4,    0.3,월,    6.6,   16.33,    6.0,    6.1,  62,,지귀도,Jigwido,960,2017,1
