wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 18,    0.6,   14.1,    4.3,    7.72,   16.3,   17.8,  999.1,   21.7,    0.2,01,    3.9,    7.83,   15.7,    6.1,  86,ENE,이덕서,Idukseo,963,2017,6
 24,    2.3,   14.9,    7.4,    7.79,   16.5,   16.3, 1005.4,   18.2,    0.9,02,    5.8,    7.88,   14.5,    3.4,  72,NNE,이덕서,Idukseo,963,2017,6
 10,    2.4,   15.3,    9.1,    7.79,   10.9,   17.2, 1008.0,   20.2,    1.5,03,    8.2,    7.89,   14.3,    4.1,  75,SSW,이덕서,Idukseo,963,2017,6
 20,    2.3,   15.8,    8.8,    7.78,    5.2,   17.6, 1011.8,   20.4,    1.3,04,    8.0,    7.87,   13.7,    2.1,  64,S,이덕서,Idukseo,963,2017,6
 04,    2.0,   16.3,    8.6,    7.78,   10.1,   17.6, 1017.4,   19.3,    1.1,05,    7.3,    7.86,   15.3,    4.6,  74,NNE,이덕서,Idukseo,963,2017,6
 01,    1.8,   17.0,    7.1,    7.74,    6.2,   17.6, 1016.4,   19.1,    0.6,06,    5.7,    7.86,   15.7,    3.0,  81,N,이덕서,Idukseo,963,2017,6
 11,    1.9,   15.5,    5.4,    7.73,   16.1,   19.3, 1005.7,   22.4,    0.8,07,    4.9,    7.84,   17.6,    9.2,  84,SW,이덕서,Idukseo,963,2017,6
 01,    0.7,   15.2,    5.1,    7.77,   15.6,   20.2, 1008.5,   24.3,    0.2,08,    4.7,    7.90,   16.2,    6.6,  62,NW,이덕서,Idukseo,963,2017,6
 18,    0.9,   14.4,    4.8,    7.76,   15.1,   21.2, 1006.9,   24.7,    0.3,09,    4.3,    7.88,   18.0,    6.6,  58,SSW,이덕서,Idukseo,963,2017,6
 01,    0.5,   14.6,    4.8,    7.80,    9.9,   19.3, 1007.9,   24.3,    0.2,10,    4.4,    7.95,   16.9,    5.1,  57,SW,이덕서,Idukseo,963,2017,6
 23,    1.6,   15.2,    5.3,    7.83,    8.4,   17.9, 1010.4,   19.1,    0.5,11,    4.6,    7.98,   16.7,    5.2,  72,NNE,이덕서,Idukseo,963,2017,6
 04,    1.8,   15.9,    6.0,    7.80,    9.2,   17.6, 1016.7,   18.5,    0.9,12,    5.4,    7.95,   16.4,    5.8,  74,NNE,이덕서,Idukseo,963,2017,6
 17,    1.6,   16.6,    8.0,    7.75,    7.3,   17.4, 1015.5,   18.9,    0.8,13,    6.4,    7.88,   15.0,    3.4,  73,NE,이덕서,Idukseo,963,2017,6
 04,    1.3,   15.2,    7.5,    7.73,   11.2,   19.3, 1010.0,   22.6,    0.5,14,    6.1,    7.84,   15.8,    5.0,  74,SSW,이덕서,Idukseo,963,2017,6
 23,    0.4,   15.4,    5.6,    7.76,   14.4,   21.5, 1007.3,   26.0,    0.1,15,    4.7,    7.90,   18.3,    7.1,  61,NW,이덕서,Idukseo,963,2017,6
 24,    1.7,   16.9,    6.5,    7.80,   11.4,   18.6, 1012.8,   20.0,    0.5,16,    4.8,    7.90,   17.4,    5.2,  80,NNE,이덕서,Idukseo,963,2017,6
 01,    1.9,   17.4,    6.5,    7.76,    4.2,   18.6, 1012.4,   20.6,    0.8,17,    5.9,    7.85,   16.7,    2.3,  78,N,이덕서,Idukseo,963,2017,6
 08,    1.0,   17.3,    5.4,    7.76,    5.7,   19.9, 1010.6,   22.3,    0.4,18,    5.1,    7.86,   17.1,    3.1,  82,SSW,이덕서,Idukseo,963,2017,6
 20,    0.8,   16.1,    4.9,    7.77,   13.3,   21.4, 1008.5,   24.8,    0.3,19,    4.3,    7.86,   19.5,    7.9,  74,SSW,이덕서,Idukseo,963,2017,6
 23,    1.0,   15.0,    5.2,    7.78,   11.6,   21.1, 1006.5,   23.6,    0.2,20,    4.0,    7.87,   18.3,    5.1,  80,SSW,이덕서,Idukseo,963,2017,6
 18,    1.5,   17.5,    6.5,    7.77,   10.9,   20.8, 1006.4,   22.6,    0.7,21,    5.3,    7.89,   17.8,    5.5,  79,ENE,이덕서,Idukseo,963,2017,6
 01,    1.5,   16.1,    6.3,    7.80,    9.7,   21.6, 1008.6,   24.8,    0.5,22,    5.7,    7.93,   19.5,    4.7,  79,SSW,이덕서,Idukseo,963,2017,6
 01,    0.4,   13.9,    6.1,    7.80,    6.0,   21.2, 1007.6,   25.2,    0.2,23,    5.2,    7.95,   18.2,    2.0,  83,SSW,이덕서,Idukseo,963,2017,6
 15,    0.4,   14.3,    5.5,    7.79,    5.7,   20.9, 1004.2,   24.3,    0.2,24,    4.6,    7.94,   18.1,    1.8,  87,N,이덕서,Idukseo,963,2017,6
 05,    0.5,   14.8,    4.8,    7.84,    7.2,   20.5, 1003.8,   21.9,    0.2,25,    4.3,    8.01,   18.6,    3.5,  88,NE,이덕서,Idukseo,963,2017,6
 06,    0.3,   15.3,    5.0,    7.89,    6.8,   20.4, 1008.9,   21.6,    0.2,26,    4.4,    8.06,   18.8,    4.2,  91,N,이덕서,Idukseo,963,2017,6
 20,    1.4,   16.8,    6.9,    7.88,    6.2,   21.1, 1011.6,   22.9,    0.5,27,    5.8,    8.03,   19.8,    2.8,  87,N,이덕서,Idukseo,963,2017,6
 01>,    1.1>,   16.9,    6.9>,    7.85>,    6.7>,   22.0, 1012.9,   24.6>,    0.5>,28,    5.7>,    8.00>,   18.8>,    3.0>,  86,SW>,이덕서,Idukseo,963,2017,6
 02,    0.4,   16.0,    5.6,    7.83,   10.8,   21.6, 1012.2,   24.3,    0.2,29,    4.9,    7.97,   19.9,    6.0,  84,SSW,이덕서,Idukseo,963,2017,6
 14,    0.8,   15.4,    4.8,    7.79,   15.4,   22.9, 1008.4,   26.4,    0.2,30,    4.0,    7.89,   20.5,    7.8,  84,SSW,이덕서,Idukseo,963,2017,6
,    1.2,   15.7,    6.2,    7.79,,   19.7, 1009.4,   22.3,    0.5,월,    5.3,    7.91,   17.3,    4.7,  77,,이덕서,Idukseo,963,2017,6
