wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 24,    0.9,   20.0,    6.7,   11.27,   22.4,   17.9, 1012.1,   21.3,    0.3,01,    5.2,   12.76,   14.7,    8.6,  82,ENE,십이동파,Sibidongpa,957,2017,10
 23,    2.0,   19.7,    7.0,   11.03,   14.9,   19.2], 1008.3,   21.5,    0.7,02,    5.8,   12.87,   16.8,    6.3,  86,ENE,십이동파,Sibidongpa,957,2017,10
 01,    2.6,   19.1,    7.9,   11.13,   15.4,   17.4, 1016.1,   20.3,    1.5,03,    6.9,   13.08,   16.2,    9.5,  62,ENE,십이동파,Sibidongpa,957,2017,10
 03,    2.3,   18.6,    7.7,   11.21,   13.3,   16.7, 1020.2,   18.6,    1.0,04,    6.3,   13.53,   14.9,    4.0,  69,ENE,십이동파,Sibidongpa,957,2017,10
 01,    1.0,   18.8,    5.8,   11.38,   10.5,   18.2, 1020.2,   20.5,    0.3,05,    5.1,   14.09,   16.7,    3.9,  75,ENE,십이동파,Sibidongpa,957,2017,10
 01,    0.5,   18.7,    6.9,   11.34,   11.0,   17.5, 1015.9,   19.6,    0.2,06,    5.5,   14.18,   15.7,    4.7,  82,NE,십이동파,Sibidongpa,957,2017,10
 13,    0.6,   18.8,    5.9,   11.36,    6.3,   18.4, 1017.8,   20.4,    0.2,07,    5.0,   14.34,   17.1,    2.7,  90,ENE,십이동파,Sibidongpa,957,2017,10
 02,    0.5,   18.9,    5.3,   11.45,    5.2,   19.9, 1020.3,   24.5,    0.2,08,    4.6,   14.59,   18.0,    2.1,  88,ENE,십이동파,Sibidongpa,957,2017,10
 01,    0.2,   19.0,    5.4,   11.43,    4.9,   21.0, 1019.5,   25.4,    0.1,09,    4.8,   14.41,   18.4,    1.9,  83,ENE,십이동파,Sibidongpa,957,2017,10
 07,    0.5,   19.2,    6.3,   11.40,    6.7,   20.2, 1016.7,   22.8,    0.1>,10,    5.1,   14.17,   18.5,    3.5,  94,NE,십이동파,Sibidongpa,957,2017,10
 24,    2.1,   18.9,    6.9,   11.29,   14.5,   15.9, 1016.7,   20.8,    0.8,11,    5.4,   13.69,   14.2,    8.4,  83,ENE,십이동파,Sibidongpa,957,2017,10
 02,    2.6,   18.7,    6.5,   11.29,   16.4,   13.9, 1018.4,   15.8,    0.8,12,    5.7,   13.50,   13.1,    5.4,  67,ENE,십이동파,Sibidongpa,957,2017,10
