wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 02>,    0.5>,   14.3,    5.2>,   13.63>,    3.9>,   17.9, 1016.4,   19.6>,    0.2>,20,    4.8>,   15.22>,   15.9>,    1.2>,  67,NE>,갈매여,Galmaeyeo,958,2017,5
 10,    0.6,   13.9,    5.9,   13.59,    3.1,   18.4, 1015.5,   21.2,    0.2,21,    5.0,   15.36,   16.1,    1.1,  75,WSW,갈매여,Galmaeyeo,958,2017,5
 09,    0.7,   13.9,    6.3,   13.57,    5.0,   19.3, 1014.3,   22.7,    0.2,22,    5.5,   15.52,   17.2,    2.1,  73,E,갈매여,Galmaeyeo,958,2017,5
 23,    0.5,   14.2,    7.1,   13.54,    5.1,   19.2, 1011.0,   21.7,    0.2,23,    6.2,   15.75,   17.3,    1.6,  75,SSW,갈매여,Galmaeyeo,958,2017,5
 22,    1.5,   14.9,    6.7,   13.51,   10.0,   17.1, 1008.6,   18.6,    0.4,24,    5.4,   15.99,   15.3,    3.7,  90,NNW,갈매여,Galmaeyeo,958,2017,5
,,   15.4],,,,   16.2], 1007.3],,,25,,,,,  78],,갈매여,Galmaeyeo,958,2017,5
 05,    2.6,   16.0,    7.0,   13.55,   11.5,   15.2, 1009.8,   16.4,    1.1,26,    5.4,   16.76,   14.1,    6.6,  70,NNW,갈매여,Galmaeyeo,958,2017,5
 01>,    1.3>,   16.1,    5.4>,   13.58>,    4.9>,   16.5, 1013.0,   18.3>,    0.5>,27,    4.7>,   17.07>,   14.3>,    2.1>,  67,WNW>,갈매여,Galmaeyeo,958,2017,5
 13,    1.7,   16.3,    5.7,   13.77,   15.2,   18.9, 1012.3,   20.8,    0.5,28,    5.0,   17.12,   16.4,    9.2,  67,SSW,갈매여,Galmaeyeo,958,2017,5
 02,    1.9,   16.6,    5.3,   13.72,   10.2,   19.3], 1013.0,   20.8,    0.5,29,    4.8,   16.86,   17.6,    6.5,  79,SSW,갈매여,Galmaeyeo,958,2017,5
,,   16.9],,,,   20.3], 1009.6],,,30,,,,,  68],,갈매여,Galmaeyeo,958,2017,5
 02,    0.6,   16.7,    5.8,   13.70,   12.5,   20.0, 1002.9,   22.9,    0.3,31,    4.9,   16.28,   16.9,    5.1,  89,SSW,갈매여,Galmaeyeo,958,2017,5
,    1.0,   14.2,    6.0,   13.64,,   16.5, 1013.1,   19.0,    0.3,월,    5.1,   15.99,   14.4,    3.9,  78,,갈매여,Galmaeyeo,958,2017,5
