wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 05>,    1.5>,   12.4],    5.6>,   13.78>,    8.6>,   13.5], 1016.9],   15.7>,    0.4>,01,    4.9>,   16.55>,   10.7>,    2.3>,  86],SSW>,갈매여,Galmaeyeo,958,2017,5
 02,    0.4,   12.4,    6.3,   13.85,    5.9,   15.3, 1021.4,   18.1,    0.1,02,    5.1,   16.32,   13.7,    2.1,  76,NNE,갈매여,Galmaeyeo,958,2017,5
 03,    0.3,   12.5,    6.2,   13.71,    3.5,   16.6, 1021.1,   19.8,    0.1>,03,    5.3,   15.83,   13.9,    1.5,  72,E,갈매여,Galmaeyeo,958,2017,5
 20,    0.4,   12.6,    7.3,   13.63,    7.2,   16.8, 1016.4,   19.5,    0.1>,04,    6.0,   15.44,   15.3,    2.9,  78,E,갈매여,Galmaeyeo,958,2017,5
 22,    0.4,   12.3,    7.3,   13.58,   11.4,   15.9, 1014.6,   20.2,    0.2,05,    6.4,   15.30,   14.2,    2.6,  83,N,갈매여,Galmaeyeo,958,2017,5
 03,    2.0,   12.3,    5.3,   13.48,   14.5,   13.7, 1017.7,   15.8,    0.7,06,    4.9,   15.38,   12.3,    4.8,  72,N,갈매여,Galmaeyeo,958,2017,5
 16>,    1.1>,   12.7,    5.4>,   13.60>,   11.1>,   14.4, 1015.8,   15.8>,    0.6>,07,    4.9>,   15.53>,   13.2>,    5.4>,  86,SW>,갈매여,Galmaeyeo,958,2017,5
 04,    0.7,   13.1,    5.7,   13.54,   15.9,   16.5, 1014.4,   21.7,    0.3,08,    4.7,   15.61,   13.5,    5.9,  62,SSW,갈매여,Galmaeyeo,958,2017,5
 24,    0.7,   13.2,    7.4,   13.66,   13.5,   13.7, 1009.8,   17.9,    0.2,09,    5.6,   15.93,   11.6,    4.9,  88,WSW,갈매여,Galmaeyeo,958,2017,5
 24,    1.2,   13.3,    6.6,   13.52,   14.5,   13.8, 1011.0,   16.1,    0.4,10,    5.6,   16.05,   12.3,    4.9,  91,S,갈매여,Galmaeyeo,958,2017,5
 01,    1.0,   13.6,    5.8,   13.59,   15.3,   16.7, 1011.5,   20.2,    0.4,11,    5.0,   16.21,   14.7,    6.9,  83,S,갈매여,Galmaeyeo,958,2017,5
 24,    0.7,   14.0,    5.3,   13.70,   14.1,   16.6, 1009.4,   19.3,    0.2,12,    4.8,   16.41,   14.4,    6.1,  89,S,갈매여,Galmaeyeo,958,2017,5
 18,    1.2,   13.9,    5.5,   13.72,   16.6,   15.5, 1007.9,   18.9,    0.3,13,    4.8,   16.29,   13.0,    4.8,  87,SW,갈매여,Galmaeyeo,958,2017,5
 02,    1.7,   14.0,    5.7,   13.65,    9.4,   14.0, 1012.6,   16.1,    0.7,14,    5.0,   16.27,   13.0,    4.7,  82,WNW,갈매여,Galmaeyeo,958,2017,5
 14,    1.5,   14.1,    5.4,   13.70,    9.6,   14.2), 1014.3,   15.9,    0.6,15,    4.8,   16.14,   13.2,    4.5,  77,W,갈매여,Galmaeyeo,958,2017,5
 03,    1.0,   14.5,    5.1,   13.69,    4.4,   14.8, 1011.7,   16.9,    0.3,16,    4.7,   15.96,   13.3,    2.1,  84,SW,갈매여,Galmaeyeo,958,2017,5
 16,    0.5,   14.7,    6.0,   13.69,    6.7,   15.0, 1012.3,   17.9,    0.2,17,    4.9,   15.80,   12.3,    1.8,  86,WNW,갈매여,Galmaeyeo,958,2017,5
 01,    0.2,   14.6,    6.6,   13.69,    5.8,   17.3, 1016.5,   19.7,    0.1,18,    5.3,   15.52,   15.5,    2.9,  78,SSW,갈매여,Galmaeyeo,958,2017,5
 23>,    0.5>,   14.4,    5.3>,   13.66>,    6.7>,   18.1, 1017.4,   21.2>,    0.1>,19,    4.8>,   15.30>,   16.6>,    3.0>,  65,SSW>,갈매여,Galmaeyeo,958,2017,5
