wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 04,    2.4,   10.7,    5.9,   13.51,   15.1,    2.4, 1031.0,    5.5,    0.9,01,    5.1,   15.85,   -0.8,    4.4,  52,N,갈매여,Galmaeyeo,958,2017,12
 10,    1.1,   10.6,    6.1,   13.59,   10.3,    6.2, 1028.0,    8.2,    0.4,02,    5.3,   16.41,    3.8,    2.6,  64,S,갈매여,Galmaeyeo,958,2017,12
 11,    1.8,   10.4,    5.7,   13.58,   11.7,    9.2, 1023.5,   11.2,    0.5,03,    5.1,   16.68,    6.7,    4.6,  72,SSW,갈매여,Galmaeyeo,958,2017,12
 19,    3.4,   10.2,    7.3,   13.50,   15.6,    4.4, 1023.2,   10.5,    1.5,04,    5.5,   16.68,    0.1,    2.1,  66,N,갈매여,Galmaeyeo,958,2017,12
 04,    3.1,    9.8,    7.1,   13.48,,    0.3, 1023.3,    3.4,    1.4,05,    5.9,   16.75,   -2.5,    0.3,  66,,갈매여,Galmaeyeo,958,2017,12
 10,    2.1,    9.4,    7.0,   13.79,,    6.3, 1022.7,    9.3,    1.1,06,    5.9,   17.03,    1.1,,  67,,갈매여,Galmaeyeo,958,2017,12
 23,    2.3,    9.3,    5.6,   13.76,,    6.8, 1022.2,    9.9,    1.0,07,    5.1,   16.75,    2.8,,  63,,갈매여,Galmaeyeo,958,2017,12
 11,    4.1,    8.9,    6.9,   13.56,,    1.9, 1024.1,    3.9,    1.8,08,    5.8,   16.16,   -0.8,,  65,,갈매여,Galmaeyeo,958,2017,12
 10>,    2.2>,    8.5,    6.2>,   13.74>,,    5.9, 1019.9,    7.5>,    1.0>,09,    5.6>,   15.99>,    2.8>,,  71,,갈매여,Galmaeyeo,958,2017,12
 24,    4.9,    8.7,    6.5,   13.59,,    7.1, 1015.6,   10.4,    1.3,10,    5.2,   15.31,    2.2,,  68,,갈매여,Galmaeyeo,958,2017,12
 01,    5.6,    8.6,    7.3,   13.45,,    0.9, 1023.7,    4.5,    3.1,11,    6.4,   15.12,   -2.3,,  60,,갈매여,Galmaeyeo,958,2017,12
 01,    4.7,    8.9,    7.1,   13.54,,   -2.4, 1029.7,    0.3,    1.6,12,    5.9,   15.20,   -5.3,,  77,,갈매여,Galmaeyeo,958,2017,12
 19>,    2.3>,    8.7),    6.3>,   13.63>,,, 1031.9),    1.2>,    1.2>,13,    5.2>,   15.14>,   -4.2>,,  64),,갈매여,Galmaeyeo,958,2017,12
 02,    1.5,    7.9,    6.1,   13.65,,    0.0, 1031.3,    2.5,    0.6,14,    5.1,   15.49,   -3.1,,  60,,갈매여,Galmaeyeo,958,2017,12
 04,    0.8,    8.0,    5.6,   13.65,,    2.7, 1027.0,    6.6,    0.2,15,    4.9,   15.73,    0.2,,  55,,갈매여,Galmaeyeo,958,2017,12
 24,    3.6,    7.6,    7.5,   13.41,,    0.8, 1027.3,    6.2,    1.6,16,    5.7,   15.70,   -2.7,,  67,,갈매여,Galmaeyeo,958,2017,12
 02,    4.9,    7.1,    7.3,   13.53,,   -1.5, 1030.9,    1.1,    1.9,17,    6.4,   16.04,   -4.5,,  73,,갈매여,Galmaeyeo,958,2017,12
 19,    2.1,    7.0,    6.6,   13.73,,    4.8, 1028.0,    8.1,    1.0,18,    5.6,   16.28,   -0.6,,  63,,갈매여,Galmaeyeo,958,2017,12
 08,    3.4,    6.7,    7.3,   13.53,,    2.1, 1031.6,    8.0,    1.7,19,    6.0,   16.09,   -0.2,,  60,,갈매여,Galmaeyeo,958,2017,12
 01,    1.8,    6.5,    6.4,   13.69,,    2.4, 1031.2,    5.7,    0.7,20,    5.3,   16.32,   -0.3,,  72,,갈매여,Galmaeyeo,958,2017,12
 06,    2.1,    6.6,    6.2,   13.66,,    3.4, 1031.4,    6.3,    0.8,21,    5.4,   16.23,    2.0,,  65,,갈매여,Galmaeyeo,958,2017,12
 21,    0.9,    6.5,    5.3,   13.65,,    5.6, 1026.7,    8.3,    0.4,22,    4.8,   16.14,    2.6,,  71,,갈매여,Galmaeyeo,958,2017,12
 03,    1.2,    6.5,    5.5,   13.67,,    7.7, 1023.0,   10.5,    0.5,23,    5.0,   16.02,    5.8,,  77,,갈매여,Galmaeyeo,958,2017,12
 24,    4.7,    6.6,    6.1,   13.53,,    7.3, 1013.7,   10.0,    0.9,24,    5.1,   15.42,    4.4,,  75,,갈매여,Galmaeyeo,958,2017,12
 08,    4.9,    6.2,    7.3,   13.50,,    2.9, 1024.0,    5.5,    2.2,25,    6.2,   15.42,    0.4,,  54,,갈매여,Galmaeyeo,958,2017,12
 24,    3.5,    6.9,    6.3,   13.61,,    3.1, 1026.2,    6.3,    1.5,26,    5.3,   15.25,   -0.2,,  54,,갈매여,Galmaeyeo,958,2017,12
 01,    3.6,    7.0,    6.2,   13.47,,   -0.1, 1030.3,    0.9,    1.3,27,    5.4,   15.10,   -2.0,,  54,,갈매여,Galmaeyeo,958,2017,12
 01,    0.8,    6.9,    6.2,   13.67,,    1.5, 1029.8,    3.8,    0.3,28,    5.1,   15.29,   -0.9,,  57,,갈매여,Galmaeyeo,958,2017,12
 14,    1.3,    6.7,    5.6,   13.59,,    6.1, 1027.5,    8.4,    0.4,29,    4.8,   15.30,    2.6,,  79,,갈매여,Galmaeyeo,958,2017,12
 08,    0.9,    6.7,    5.2,   13.59,,    5.4, 1024.5,    7.0,    0.3,30,    4.7,   15.75,    4.4,,  75,,갈매여,Galmaeyeo,958,2017,12
 04,    2.8,    6.6,    5.5,   13.51,,    4.7, 1024.2,    6.1,    1.0,31,    5.0,   16.01,    4.0,,  58,,갈매여,Galmaeyeo,958,2017,12
,    2.7,    8.0,    6.4,   13.59,,    3.6, 1026.0,    6.4,    1.1,월,    5.4,   15.89,    0.5,,  65,,갈매여,Galmaeyeo,958,2017,12
