wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 19,    1.6,   12.7,    5.6,    7.86,   14.6,   14.9, 1018.8,   19.4,    0.7,01,    4.9,    8.02,   11.9,    6.9,  64,NNE,이덕서,Idukseo,963,2017,5
 02,    1.3,   13.8,    5.6,    7.79,    6.4,   14.0, 1024.2,   16.0,    0.6,02,    4.9,    7.90,   11.4,    4.0,  69,NNE,이덕서,Idukseo,963,2017,5
 06,    1.4,   14.4,    5.9,    7.72,    6.3,   15.5, 1022.6,   18.2,    0.6,03,    5.3,    7.82,   11.5,    3.7,  74,SW,이덕서,Idukseo,963,2017,5
 08,    0.8,   14.6,    5.3,    7.70,    7.9,   17.8, 1017.8,   20.0,    0.4,04,    4.7,    7.78,   14.8,    3.3,  77,SSW,이덕서,Idukseo,963,2017,5
 01,    0.6,   14.2,    4.6,    7.68,   11.5,   18.0, 1013.9,   20.6,    0.2,05,    4.3,    7.77,   16.8,    6.6,  85,SSW,이덕서,Idukseo,963,2017,5
 19,    0.9,   14.1,    6.8,    7.68,   14.3,   18.7, 1014.0,   21.2,    0.2,06,    4.6,    7.78,   17.0,    4.1,  46,WNW,이덕서,Idukseo,963,2017,5
 17,    0.8,   13.8,    5.2,    7.67,   19.6,   20.8, 1012.1,   27.8,    0.3,07,    4.7,    7.77,   12.9,    4.9,  29,SSW,이덕서,Idukseo,963,2017,5
 16,    0.7,   14.0,    5.3,    7.73,   16.3,   20.8, 1012.6,   25.0,    0.3,08,    4.8,    7.86,   16.4,    4.7,  36,NW,이덕서,Idukseo,963,2017,5
 24,    2.0,   14.2,    5.8,    7.73,   12.7,   16.3, 1012.1,   24.7,    0.5,09,    5.0,    7.86,   13.6,    4.6,  72,SW,이덕서,Idukseo,963,2017,5
 01,    1.8,   14.4,    6.1,    7.69,   12.5,   17.4, 1009.6,   24.4,    0.6,10,    5.0,    7.82,   14.3,    3.5,  73,W,이덕서,Idukseo,963,2017,5
 21,    1.1,   14.2,    5.2,    7.75,   12.6,   18.0, 1011.6,   23.9,    0.5,11,    4.6,    7.90,   14.9,    5.7,  70,SSW,이덕서,Idukseo,963,2017,5
 03,    0.8,   13.7,    4.8,    7.77,   14.3,   17.3, 1010.9,   22.5,    0.3,12,    4.2,    7.95,   15.1,    5.8,  83,SSW,이덕서,Idukseo,963,2017,5
 07,    1.1,   13.6,    5.4,    7.73,   15.2,   17.1, 1006.7,   21.1,    0.3,13,    4.4,    7.89,   14.2,    4.8,  74,WSW,이덕서,Idukseo,963,2017,5
 16,    0.9,   13.6,    6.6,    7.75,   17.9,   18.9, 1008.4,   25.2,    0.4,14,    4.7,    7.89,   15.3,    5.8,  41,SSW,이덕서,Idukseo,963,2017,5
 24,    1.4,   13.3,    8.9,    7.75,   16.6,   18.3, 1011.2,   23.9,    0.6,15,    7.5,    7.88,   13.7,    4.2,  39,W,이덕서,Idukseo,963,2017,5
 16,    1.5,   14.1,    8.2,    7.71,    6.2,   16.2, 1010.8,   20.7,    0.7,16,    7.1,    7.85,   14.1,    2.0,  71,NNW,이덕서,Idukseo,963,2017,5
 01,    1.0,   14.5,    7.9,    7.71,    4.9,   16.0, 1012.1,   18.3,    0.5,17,    6.3,    7.81,   13.9,    2.2,  82,ENE,이덕서,Idukseo,963,2017,5
 02,    0.5,   14.3,    5.6,    7.70,   11.7,   18.0, 1015.0,   21.8,    0.2,18,    4.8,    7.80,   14.3,    5.2,  72,SSW,이덕서,Idukseo,963,2017,5
 17,    0.6,   14.3,    4.5,    7.66,   15.2,   21.3, 1014.5,   24.1,    0.2,19,    3.9,    7.75,   17.3,    5.6,  46,SSW,이덕서,Idukseo,963,2017,5
 15,    0.8,   13.9,    4.5,    7.70,   13.7,   21.3, 1014.1,   24.8,    0.2,20,    4.0,    7.80,   17.0,    6.5,  45,SSW,이덕서,Idukseo,963,2017,5
 15,    0.5,   13.7,    4.0,    7.70,   13.6,   18.8, 1014.3,   22.3,    0.2,21,    3.7,    7.79,   16.4,    8.0,  64,SSW,이덕서,Idukseo,963,2017,5
 13,    0.4,   13.7,    4.8,    7.71,    9.4,   16.8], 1015.2,   22.5,    0.1,22,    4.2,    7.82,   13.7,    3.1,  81,N,이덕서,Idukseo,963,2017,5
 07,    0.4,   13.8,    5.3,    7.72,   11.3,   18.3, 1011.0,   23.5,    0.1,23,    4.4,    7.85,   14.6,    5.3,  75,SSW,이덕서,Idukseo,963,2017,5
 14,    0.6,   14.0,    5.0,    7.72,    9.1,   17.3, 1008.8,   21.8,    0.2,24,    4.5,    7.86,   13.0,    3.2,  84,N,이덕서,Idukseo,963,2017,5
 19,    1.0,   13.7,    4.8,    7.73,   25.7,   18.2, 1004.5,   23.8,    0.3,25,    4.1,    7.89,   14.8,    7.0,  75,NNE,이덕서,Idukseo,963,2017,5
 23,    3.5,   13.9,    8.1,    7.74,   13.7,   15.0, 1008.4,   16.7,    1.3,26,    6.6,    7.91,   12.7,    4.5,  70,NNE,이덕서,Idukseo,963,2017,5
 24,    2.0,   13.7,    8.3,    7.75,   11.6,   15.8, 1012.7,   19.0,    1.0,27,    7.1,    7.93,   12.3,    4.1,  79,SSW,이덕서,Idukseo,963,2017,5
 01,    1.8,   13.6,    7.5,    7.72,   15.9,   18.0, 1012.1,   22.8,    0.7,28,    5.6,    7.90,   13.3,    7.2,  65,SSW,이덕서,Idukseo,963,2017,5
 01,    0.6,   12.9,    5.6,    7.70,   13.5,   19.4, 1010.9,   23.2,    0.3,29,    4.6,    7.86,   16.2,    6.2,  66,SSW,이덕서,Idukseo,963,2017,5
 01,    0.4,   13.2,    4.8,    7.69,    9.3,   19.4, 1009.2,   25.3,    0.2,30,    4.3,    7.83,   16.6,    4.8,  71,SSW,이덕서,Idukseo,963,2017,5
 17,    0.8,   14.0,    4.1,    7.70,   15.8,   18.8, 1002.8,   24.1,    0.2,31,    3.8,    7.83,   15.4,    8.6,  76,SSW,이덕서,Idukseo,963,2017,5
