wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 16,    2.7,   15.6,    4.7,   16.72,   21.4,   11.0, 1025.3,   14.0,    1.1,01,    4.2,   18.01,    7.9,   12.3,  51,NNW,간여암,Ganyoam,961,2016,12
 01,    1.1,   15.3,    4.8,   16.70,   10.9,    8.9, 1029.0,   11.5,    0.5,02,    4.4,   17.98,    6.6,    3.8,  41,NNW,간여암,Ganyoam,961,2016,12
 02,    1.2,   14.7,    4.9,   16.75,   11.5,   11.0, 1025.5,   14.3,    0.4,03,    4.4,   17.97,    9.2,    1.4,  57,ENE,간여암,Ganyoam,961,2016,12
 17,    1.9,   14.6,    5.8,   16.88,   12.8,   12.0, 1018.7,   14.5,    0.5,04,    4.5,   17.98,    9.1,    4.8,  60,WNW,간여암,Ganyoam,961,2016,12
 23,    1.8,   14.4,    5.4,   16.95,   18.8,   12.7, 1018.3,   15.9,    0.6,05,    4.4,   17.95,   10.0,    7.6,  69,NW,간여암,Ganyoam,961,2016,12
 02,    2.2,   14.2,    4.7,   16.86,   22.2,    7.4, 1024.2,   10.6,    0.8,06,    4.4,   17.80,    4.8,    9.0,  41,NW,간여암,Ganyoam,961,2016,12
 18,    1.9,   14.2,    5.1,   16.87,   14.0,    9.4, 1022.3,   13.1,    0.8,07,    4.4,   17.66,    5.7,    7.7,  53,NNW,간여암,Ganyoam,961,2016,12
 02,    1.0,   14.4,    5.1,   16.95,   10.3,   10.1, 1019.0,   12.2,    0.4,08,    4.6,   17.66,    7.9,    3.6,  55,NNW,간여암,Ganyoam,961,2016,12
 06,    2.2,   14.4,    5.1,   16.95,   18.9,   10.3, 1018.1,   13.5,    0.9,09,    4.5,   17.64,    7.2,   11.1,  52,NNW,간여암,Ganyoam,961,2016,12
 09,    1.0,   14.6,    4.7,   16.89,   13.1,    7.9, 1023.8,   10.4,    0.5,10,    4.4,   17.70,    6.1,    5.2,  40,N,간여암,Ganyoam,961,2016,12
 07,    1.4,   14.2,    4.9,   16.85,   11.4,    8.7, 1026.4,   12.4,    0.6,11,    4.3,   17.88,    6.2,    5.5,  43,NE,간여암,Ganyoam,961,2016,12
 11,    1.5,   14.4,    4.8,   16.95,   11.5,   12.5, 1022.1,   15.7,    0.7,12,    4.3,   18.22,    9.9,    7.5,  66,NE,간여암,Ganyoam,961,2016,12
 19,    1.6,   14.0,    5.5,   17.09,   16.4,   11.9, 1015.9,   14.8,    0.7,13,    4.7,   18.60,    9.0,    8.5,  65,NNW,간여암,Ganyoam,961,2016,12
 18,    2.4,   14.3,    5.1,   17.04,   22.6,    5.7, 1017.0,    9.5,    1.1,14,    4.7,   18.71,    3.3,   15.9,  53,NNW,간여암,Ganyoam,961,2016,12
 14,    3.0,   14.4,    5.1,   16.85,   25.9,    3.6, 1021.3,    6.0,    1.3,15,    4.7,   18.59,    2.2,   16.8,  53,NNW,간여암,Ganyoam,961,2016,12
,,,,,,,,,,16,,,,,,,간여암,Ganyoam,961,2016,12
 02>,    2.2>,   13.8,    4.9>,   16.59>,   19.9>,    7.3, 1030.1,   10.1>,    0.6>,17,    4.4>,   18.11>,    3.3>,    7.2>,  55,NW>,간여암,Ganyoam,961,2016,12
 08,    0.7,   13.3,    5.1,   16.60,   12.4,   10.4, 1029.2,   13.6,    0.3,18,    4.7,   17.91,    5.6,    3.6,  71,N,간여암,Ganyoam,961,2016,12
 14,    2.3,   12.7,    5.0,   16.75,   12.9,   13.0, 1023.9,   16.2,    1.1,19,    4.4,   17.86,   10.9,    4.8,  88,ESE,간여암,Ganyoam,961,2016,12
 24,    1.9,   12.5,    5.1,   16.79,   13.7,   12.3, 1025.2,   14.7,    0.8,20,    4.8,   17.64,    9.1,    6.2,  81,ENE,간여암,Ganyoam,961,2016,12
 22>,    8.3>,   12.5,    5.2,   16.93,   25.6,   15.4], 1021.3,   20.0,    1.8>,21,    4.4,   17.60,   11.0,   11.0,  83,SSW,간여암,Ganyoam,961,2016,12
 04>,    6.6>,   13.8),    5.3>,   16.98>,   24.7>,   12.3), 1012.0),   20.3>,    3.0>,22,    4.6>,   17.53>,    7.3>,   15.1>,  72),SSW>,간여암,Ganyoam,961,2016,12
