wh_max_hh,wh_max_,tw,wp_,ls,gt,ta,pa,ta_,wh_sig,tm,wp,ls_,ta__,ws,tw_,gt_wd,stn_ko,stn_en,stn_id,year,month
 14,    0.2,   17.9,    8.0,   15.30,    5.8,   20.2, 1025.5,   26.3,    0.0,01,    6.7,   16.38,   16.2,    1.8,  71,SE,지귀도,Jigwido,960,2018,6
 21,    0.2,   18.6,    7.3,   15.29,    4.4,   21.3, 1025.5,   27.0,    0.0,02,    6.6,   16.29,   19.1,    1.6,  71,W,지귀도,Jigwido,960,2018,6
 21,    0.2,   18.4,    7.4,   15.27,    5.7,   21.2, 1025.5,   25.3,    0.1,03,    6.7,   16.25,   18.7,    1.7,  78,SSW,지귀도,Jigwido,960,2018,6
 22,    0.3,   18.3,    7.9,   15.27,    4.6,   21.5, 1025.5,   24.3,,04,    6.8,   16.13,   18.4,    2.2,  80,SE,지귀도,Jigwido,960,2018,6
 19,    1.5,   19.0,    6.7,   15.29,   13.1,   20.2, 1025.5,   22.1,    0.4,05,    5.8,   16.03,   18.8,    6.0,  93,E,지귀도,Jigwido,960,2018,6
 01,    0.8,   19.1,    6.0,   15.30,    6.4,   21.2, 1025.5,   24.7,    0.3,06,    5.6,   15.92,   19.1,    2.5,  85,E,지귀도,Jigwido,960,2018,6
,,   18.8,    9.4,   15.28,    4.7,   21.2, 1025.5,   25.1,    0.1,07,    7.4,   15.82,   18.9,    1.7,  83,S,지귀도,Jigwido,960,2018,6
,,   18.4,    9.2,   15.27,    5.3,   22.1, 1025.5,   25.8,,08,    7.6,   15.81,   19.6,    1.9,  81,W,지귀도,Jigwido,960,2018,6
 18,    1.9,   19.6,   10.2,   15.34,   15.5,   21.1, 1025.5,   23.3,,09,    6.9,   15.89,   19.4,    7.9,  82,ESE,지귀도,Jigwido,960,2018,6
 04,    2.2,   21.8,    7.3,   15.39,   16.3,   20.0, 1025.5,   21.4,    1.1,10,    6.7,   16.09,   18.2,   10.4,  86,E,지귀도,Jigwido,960,2018,6
