TM_KST,STN_ID,STN_KO,LON_deg,LAT_deg,WH_m,WD_deg,WS_m/s,WS_GST,TW_C,TA_C,PA_hPa,HM_%
201608161400,21229,울릉도,131.11440000,37.45540000,0.7,41,5.2,8.2,28.6,27.6,1001.9,64.0
201608161400,22101,덕적도,126.01880000,37.23610000,0.5,297,2.1,2.4,25.0,26.2,1001.7,98.0
201608161400,22102,칠발도,125.77690000,34.79330000,1.0,307,0.9,1.3,23.5,26.0,1002.3,84.0
201608161400,22103,거문도,127.50140000,34.00140000,0.4,295,4.0,4.6,25.4,26.6,1001.4,85.0
201608161400,22104,거제도,128.90000000,34.76670000,1.1,125,6.8,8.5,29.9,30.6,1001.2,68.0
201608161400,22105,동해,130.00000000,37.54420000,0.7,325,3.4,4.3,28.0,27.4,1002.4,73.0
201608161400,22106,포항,129.78330000,36.35000000,0.8,18,3.3,4.7,29.2,28.1,1002.1,65.0
201608161400,22107,마라도,126.03330000,33.08330000,0.8,3,6.9,9.0,31.1,32.7,1002.2,68.0
201608161400,22108,외연도,125.75000000,36.25000000,0.7,336,2.2,3.4,29.9,27.1,1002.0,72.0
201608161400,22183,신안,126.24170000,34.73330000,0.3,346,4.1,4.8,25.7,27.4,1001.9,79.0
201608161400,22184,추자도,126.14110000,33.79361000,0.4,347,4.7,6.3,30.6,28.0,1001.9,73.0
201608161400,22185,인천,125.42890000,37.09170000,0.9,327,2.1,3.4,26.7,26.3,1001.7,84.0
201608161400,22186,부안,125.81390000,35.65860000,1.0,345,4.0,5.5,27.8,28.1,1003.6,74.0
201608161400,22187,서귀포,127.02280000,33.12810000,0.5,149,1.2,3.0,31.5,30.4,1002.0,69.0
201608161400,22188,통영,128.22500000,34.39170000,0.8,86,7.7,9.4,28.3,28.4,1001.2,80.0
201608161400,22189,울산,129.84140000,35.34530000,0.8,92,5.3,7.0,30.4,28.7,1001.6,67.0
201608161400,22190,울진,129.87440000,36.90690000,0.8,7,4.8,6.2,29.2,27.7,1002.3,77.0
201608161400,22459,북항,129.12820000,35.09480000,1.1,-99,-99.0,-99.0,29.9,-99.0,-99.0,-99.0
201608161400,22457,제주항,126.49370000,33.52520000,0.4,-99,-99.0,-99.0,30.7,-99.0,-99.0,-99.0
201608161400,22454,장안,129.28820000,35.29730000,0.7,-99,-99.0,-99.0,27.4,-99.0,-99.0,-99.0
201608161400,22451,연곡,128.88580000,37.86720000,0.5,-99,-99.0,-99.0,28.8,-99.0,-99.0,-99.0
201608161400,22460,남항,128.95480000,35.02370000,0.5,-99,-99.0,-99.0,29.5,-99.0,-99.0,-99.0
201608161400,22468,추자도,126.27850000,33.97350000,0.3,-99,-99.0,-99.0,30.4,-99.0,-99.0,-99.0
201608161400,22444,신진도,126.12600000,36.60480000,0.5,-99,-99.0,-99.0,25.1,-99.0,-99.0,-99.0
201608161400,22490,월포,129.40180000,36.21680000,0.7,-99,-99.0,-99.0,28.1,-99.0,-99.0,-99.0
201608161400,22491,김녕,126.76420000,33.58170000,0.5,-99,-99.0,-99.0,31.4,-99.0,-99.0,-99.0
201608161400,22488,안면도,126.29820000,36.53700000,0.4,-99,-99.0,-99.0,28.9,-99.0,-99.0,-99.0
201608161400,22489,대치마도,126.03180000,35.01750000,0.6,-99,-99.0,-99.0,27.3,-99.0,-99.0,-99.0
201608161400,22461,이작도,126.20680000,37.16530000,0.2,-99,-99.0,-99.0,25.5,-99.0,-99.0,-99.0
201608161400,22472,자월도,126.15800000,37.30450000,0.3,-99,-99.0,-99.0,24.9,-99.0,-99.0,-99.0
201608161400,22455,해금강,128.69120000,34.73550000,1.0,-99,-99.0,-99.0,28.3,-99.0,-99.0,-99.0
201608161400,22485,소매물도,128.53770000,34.62130000,0.4,-99,-99.0,-99.0,27.0,-99.0,-99.0,-99.0
201608161400,22450,두미도,128.17520000,34.74450000,0.4,-99,-99.0,-99.0,29.3,-99.0,-99.0,-99.0
201608161400,22465,후포,129.48780000,36.71900000,0.5,-99,-99.0,-99.0,29.3,-99.0,-99.0,-99.0
201608161400,22441,독도,131.87130000,37.23830000,0.5,-99,-99.0,-99.0,28.0,-99.0,-99.0,-99.0
201608161400,22464,울릉읍,130.90030000,37.47120000,0.4,-99,-99.0,-99.0,29.1,-99.0,-99.0,-99.0
201608161400,22442,혈암,130.85420000,37.54150000,0.5,-99,-99.0,-99.0,28.9,-99.0,-99.0,-99.0
201608161400,22443,구암,130.80450000,37.47870000,0.2,-99,-99.0,-99.0,28.6,-99.0,-99.0,-99.0
201608161400,22466,금오도,127.77630000,34.56670000,0.2,-99,-99.0,-99.0,25.0,-99.0,-99.0,-99.0
201608161400,22478,고흥,127.17900000,34.37500000,0.2,-99,-99.0,-99.0,25.7,-99.0,-99.0,-99.0
201608161400,22477,노화도,126.49180000,34.24150000,0.1,-99,-99.0,-99.0,23.2,-99.0,-99.0,-99.0
